"","mz","rt","1405_Fish1_F1","1405_Fish1_F2","1405_Fish1_F3","1405_Fish2_F1","1405_Fish2_F2","1405_Fish2_F3","1405_Fish3_F1","1405_Fish3_F2","1405_Fish3_F3"
"group","mz","rt","fish1","fish1","fish1","fish2","fish2","fish2","fish3","fish3","fish3"
"M787.9269T212.8","787.926946280692","212.76","934.311666666667","309.2349","1365.13154545454","102.125380295974","289.950361633301","100.239093921803","60.0968758719308","366.875259259259","159.680574088261"
"M788.5237T730.6","788.523667637071","730.647","41942.9586633663","12544.2872478632","60520.5522033899","7581.24707142859","40718.6450000001","22518.913380531","20929.5512123894","15702.488625","16936.1055789474"
"M789.526T730.9","789.525954784541","730.859","16938.3518181818","4066.02833684209","25108.8674074074","3614.80416870117","18162.944875","11150.327362963","8985.60524271843","8995.03467441861","9232.50148375178"
"M790.5377T780.6","790.537688311589","780.576","101296.998084416","27949.4485837837","113649.022772727","10753.1454","96475.1313655172","26186.0715130435","38976.5581518987","31444.0842413793","35285.1639523809"
"M790.5883T492.9","790.588328856294","492.865","2220.077486911","1276.7994","2671.73991366906","1186.74981804614","897.633925373133","1278.6244509715","1001.14995744681","1909.96207894737","2101.558375"
"M791.1193T640","791.119340571154","639.956","627.098516129029","689.2212024367","745.058206213526","520.024649378765","741.61941315407","656.407938394202","655.360867924529","743.239144654088","639.192166666669"
"M791.5414T780.1","791.54143332714","780.146","44480.7486976745","9345.86941818182","45421.2616666665","6522.21739999999","47114.2761176471","20480.6112357143","13908.1959734513","9302.76300000002","16892.6465066667"
"M791.8441T213.3","791.844090808299","213.294","851.586368421053","461.142857142857","784.954097560976","439.071428571429","1192.51766666667","454.753826086957","1022.80086666667","1187.40370588235","1089.90478688525"
"M792.347T213.5","792.346994004837","213.466","381.615351351351","245.427473738387","229.716606060606","185.222500887784","439.953531914894","185.764173913043","406.959283018868","364.70456","325.516074074074"
"M793.5135T213.2","793.513497655876","213.17","145.5181875","52.1696090698242","139.673454284668","55.4774448789399","251.597230769231","92.7873421052632","286.071428571429","228.656714285714","292.952242424243"
"M793.627T613.6","793.62699256551","613.5555","2493.40080246913","866.34233333333","2377.18462244898","3655.26092529297","1588.44130769231","123.836499999996","2178.04683870969","4045.55793243243","4535.18866666668"
"M794.6305T613.6","794.63050664825","613.556","1453.34270588236","875.5813220339","2145.72159633028","1660.76093015418","1803","908.172942305033","1980.07557556692","2010.49626262625","2423.42445833334"
"M794.8123T215.8","794.812294497582","215.7855","695.376458333333","335.716065604732","829.928571428571","234.05431219872","518.148711864407","315.368371701708","425.357142857143","702.884705882353","666.661375"
"M795.5448T492.9","795.544820536831","492.858","5807.53000000001","2706.49418181818","7675.21973913044","2177.17511111111","4864.76435443038","2798.11764864865","4783.99719354838","5290.10549295776","5762.33024390244"
"M795.6669T643.4","795.666882113917","643.386","829.109113636366","661.914781249997","1129.91382113821","445.932200404576","1798.38842857143","626.614770507813","823.303419354835","1022.61943661971","1801.63531632653"
"M796.5418T519.9","796.541759522936","519.866","3064.16570769233","1480.75984615384","5966.69974193546","1669.70379638672","3194.6036969697","2790.77387323942","2347.66537500001","548.908499999981","4728.94721632653"
"M797.5461T519.8","797.546077369799","519.7585","1246.70043333333","827.206430586558","2595.64285714286","901.177348787822","1589.15503448276","1233.02537803044","1060.53263076923","1427.67717460317","1657.14386885246"
"M798.3265T213.7","798.326475237856","213.726","412.492948717949","258.860461538462","136.5042","244.498072160993","483.463342666626","219.019043478261","466.729463414634","438.0292","427.3142"
"M799.8284T214.2","799.828431117084","214.178","443.593333333333","291.219394736842","499.071428571429","363.334395090739","480.664704545455","382.68109708219","453.652612903226","576.893639541254","479.801317073171"
"M800.6217T643","800.621664278622","642.9965","1339.0965","679.724343039773","1202.21989473684","689.156028053977","948.713126984125","652.078262791489","896.580484848487","951.847671641797","1210.09745161291"
"M801.4967T520.1","801.496705771438","520.079","2947.43859375001","598.084290322583","5117.12923529411","1246.04546875001","2609.51706249999","1855.32561290323","2206.66831250001","2312.14285714286","3377.961640625"
"M801.8376T213.5","801.837567889963","213.502","551.812962962963","422.0725","514.290909090909","288.225588235294","899.2772","336.484642857143","761.161309090909","822.593","908.537777777778"
"M802.5006T519.7","802.500585931597","519.661","1202.92826666667","603.237941176466","2051.32121739132","816.262027740479","1212.26182352941","907.276686567162","1063.0802875","883.714285714286","1492.31780645161"
"M802.7995T216.6","802.799502353039","216.6375","2034.88728888889","726.028470588235","2616.59812820513","521.28072375786","1071.39534883721","620.595764705882","815.583511111111","1571.60522580645","1675.95005769231"
"M803.5434T665","803.543390478312","665.029","438.214285714286","725.353334488407","743.16928","640.916372975996","830.394886363634","372.645962499998","597.456619718311","807.884999999998","904.071428571429"
"M804.553T631.6","804.552985893309","631.5555","3793.92857142857","9088.74728571427","6493.51821052632","11015.4485714286","4977.36947459095","493.77899999997","2968.32628455529","9733.58884848483","3299.10395695613"
"M804.8442T213.5","804.844152417749","213.509","5403.85714285714","1736.451","5402.85736111111","1096.96424390244","8011.98234782609","1949.13113043478","7132.77970588235","8303.2678","7773.543"
"M805.3464T213.5","805.346361742452","213.548","1487.62976470588","507.651247933884","1556.07675510204","385.72","2173.83761702128","530.123222222222","1878.93082352941","2297.0817","2079.56583333333"
"M805.8473T213.5","805.847327258107","213.509","771.86586440678","214.530105263158","725.785714285714","274.618936391977","1080.02322580645","378.211648123605","997.110529411765","1021.07142857143","1042.264"
"M806.8262T213.6","806.826169428465","213.627","455.584083333333","366.536054293315","333.013058823529","320.607047619048","445.056836065574","194.556461538461","495.233705882353","197.785714285714","519.487721761068"
"M808.651T628.6","808.651035620368","628.555","3416.78763934425","1715.59811939913","2336.29483999999","2590.33709716797","2731.60711764705","536.690666666653","2071.11599999998","2606.13058139536","2486.8391935484"
"M809.8222T214.1","809.822156929044","214.148","565.898980392157","331.0626","537.847042253521","391.918083377001","715.041","328.75080952381","575.597590909091","673.928571428571","741.44985645933"
"M810.5068T682.6","810.506841132788","682.6","14386.2422589286","4030.12579999997","22833.7132470587","3155.08375675676","16415.4235405405","9097.77745945949","11434.5911590909","6516.1806103896","7254.60640540538"
"M811.5099T682.9","811.509931320755","682.8535","7100.80234146343","2130.71861333333","10366.762443038","1827.52895507813","7955.92832432431","4926.94487356322","5630.32595121951","3360.57217948719","3861.08499999999"
"M812.8331T214.4","812.833125501317","214.415","3085.35708333333","1185","3122.2135862069","845.467037037036","2922.05126315789","1127.47276923077","2428.07142857143","3192.01664516129","3157.78219354839"
"M813.3338T214.9","813.333816061101","214.9295","575.811886363637","191.705578116483","505.133412101052","229.377434981497","647.361734042553","314.314432779948","595.936211538462","697.886272727273","873.248529411765"
"M813.8323T214.5","813.832290661344","214.509","544.758303030303","287.59943189119","571.303292307692","233.825905539773","692.384294117647","317.155294117647","526.525272","682.745318181818","636.604272727272"
"M814.4154T490.3","814.415395205557","490.294","1996.61919402985","1017.7036119403","1817.76762686568","777.498847457627","1652.014609375","999.931206349209","1654.9794923077","1828.98484615384","1926.44803030303"
"M815.418T490.4","815.417960700945","490.401","1090.61184615385","678.498153846154","1072.37236363636","511.071428571429","1012.90487719298","456.642857142857","964.121640624998","1102.557421875","575.565033333332"
"M816.1771T213.3","816.177144118419","213.334","325.9165","118.90678989186","230.5599","113.074409730973","473.609696969697","127.128343582153","430.743","407.603023255814","491.836153846154"
"M816.5102T213.3","816.510179469397","213.334","200.148416666667","59.6856059198794","147.646032258065","28.5119338262649","262.951434782609","77.5516059181907","237.410307692308","173.357142857143","225.862"
"M819.3943T467.2","819.394290189448","467.211","1169.36895454545","328.294330708661","1017.24558461538","516.012475939764","1093.77125","642.656677419354","1054.52267741935","1047.43915151515","990.715232876713"
"M820.8196T215.3","820.819576882793","215.283","1216.3195","492.390692307692","1405.10164516129","329.573462962963","919.391379310345","523.9635","784.69336","1262.15903846154","1232.42706382979"
"M825.352T376.2","825.352023410987","376.249","2226.40383333333","2433.61864179105","1928.09775438596","2068.79541176471","1756.47454347827","2397.6628375","2428.52261042191","2023.605390625","2117.48096491228"
"M825.3507T367","825.350683529356","367.0375","3305.05002666666","291.108177448141","2707.93395081967","279.486024983724","3317.33644827586","203.121424788136","2591.95010526316","2802.14098412699","2883.03642857144"
"M825.6769T628.6","825.676875023426","628.555","3241.55432307694","1556.7507862069","3170.56080769231","1088.18037931034","2776.73435384617","1415.82738461539","2678.00872440945","3112.00128","3319.60363636363"
"M825.8384T213.4","825.838355715306","213.4215","932.785714285714","554.834538407759","870.034117647059","574.156000876913","1174.7926","620.40215884938","1078.31363106796","1336.5","1240.96304166667"
"M826.6806T628.4","826.68061556198","628.448","1602.83933333333","874.30806238511","1539.22119402986","768.792971442727","1327.08996721311","862.600275376264","759.800449438202","1540.68886363637","1682.43068852459"
"M828.8075T215.7","828.807457513532","215.667","1002.46788235294","433.462789154053","997.759636363637","337.237132481166","734.357142857143","390.637943396226","338.793593023256","932.536888888889","917.623489361702"
"M830.6313T628.4","830.631302117073","628.449","2533.28571428571","1075.5610212766","2901.72633333332","2006.43878173828","2831.74467391304","1235.10765714286","2765.46558823532","2619","3276.32311111111"
"M831.6037T503.7","831.603716669013","503.687","2272.1507329843","997.995099999997","2568.25673553719","926.790742420015","1765.11247674418","1090.54276470588","1605.2276625","1812.30593793104","1983.04659030837"
"M831.6352T628.3","831.635203383124","628.342","1207.44448275863","893.764932437819","1421.89301886792","1069.71428571429","1676.51097560976","957.219849878428","1135.10834146341","1318.8876744186","1611.78854237288"
"M832.3212T213.5","832.321248503973","213.514","398.372764705882","281.086540453362","301.294083333333","186.214285714286","522.048333333334","224.357142857143","512.364733333333","388.285714285714","471.232764705882"
"M832.8212T213.7","832.821187960391","213.713","1218.04776470588","871.943868421053","1046.39117073171","699.214285714286","1328.03151162791","849","1296.32317073171","1318.33741176471","1393.01983333333"
"M833.8251T214","833.82508866296","214.017","628.296736842105","387.883","508.523113636364","270.420186046512","696.662208333333","422.368875","611.634153846154","741","679.554909090909"
"M835.8303T213.4","835.830339399862","213.443","610.320340425532","433.517","635.377804878049","501.051677385966","963.642857142857","394.744075471698","804.069913043479","889.320588235294","895.304967741936"
"M836.3301T213.4","836.330145527222","213.374","139.074598290598","211.226765734084","288.368368148804","195.028376024823","326.050476697027","201.430210460316","274.939352941177","266.8035","306.4221875"
"M836.5243T698.2","836.524291992188","698.246","48750.8115584415","18637.6553125","114049.912106667","15985.2112","49564.2857142857","25995.6703421054","40217.1649756098","17428.5914736843","17583.5371153846"
"M836.6816T646.6","836.681593910583","646.6","1903.95008474577","586.520119565218","1817.70606349206","681.23320833333","1792.60701492537","140.333749999995","1619.62126153847","1681.33608988764","1946.12349253731"
"M837.5278T698.2","837.527832457997","698.246","21981.7250641026","9977.42300000001","49772.8576973685","11226.4907540984","22074.7290384616","12532.6321973684","17469.2142857143","8232.78728947371","9034.14400000003"
"M837.684T646.7","837.683978720055","646.707","564.709072289157","584.59990509463","1058.84162376238","449.166538292254","921.262265624994","542.383562974527","867.435800000001","984.876173913047","993.876347826091"
"M838.8393T213.7","838.839298727861","213.727","35526.396627907","10506.3986052632","37492.9305128205","6410.67945","44243.5723255814","11540.7857142857","38522.0131304348","49106.7857142857","46944.7879787234"
"M839.1707T213.1","839.170712394777","213.12","186.431842105263","92.9800198203639","141.742367393092","88.7431209788603","311.424446301583","83.1193567911784","199.291532846715","334.291578947368","360.208128205128"
"M839.3409T213.6","839.340885107761","213.637","1563.05082926829","439.951131868132","1535.3248","450.225813582137","2221.1835862069","593.758413793103","1964.12669135802","2109.25128947368","2142.91666666667"
"M839.8413T213.8","839.841303666712","213.772","3279.44409090909","1098.4552","3277.14208695652","885.661903225807","3998.11029545455","1234.54014634146","3457.15773913044","4275.36170689655","4058.70745945946"
"M840.3407T213.3","840.340655539337","213.334","381.6683","205.561920166016","351.880587768555","240.988672892253","516.12122698528","241.923956620066","315.631166666667","258.6175","328.729227272727"
"M840.5683T517.6","840.568285330105","517.566","1956.1109787234","895.277618892609","3085.92857142858","903.157179090712","1584.19668333333","1314.2425483871","1223.39478461538","1399.75735384616","1998.318359375"
"M840.8392T213.9","840.839248722809","213.927","1228.55767605634","519.857142857143","1061.87804347826","363.428571428571","1314.05152941176","468.664159090909","1117.4702","1281.26452941176","1348.54385365854"
"M841.5715T517.3","841.571455634089","517.294","1063.52055072464","544.971224043104","1425.84429729729","538.360523492518","967.339008264465","746.357142857143","761.374495726498","479.588804347825","1007.35714285714"
"M841.8196T213.9","841.819622421758","213.8945","638.76868","292.115223693848","539.332624511719","319.294293490323","496.731413793104","354.394968032837","459.026042553192","247.083629629629","535.4475"
"M843.8158T214","843.815808964289","213.964","661.744363636364","385.9543","497.188888888889","334.138897705078","701.130871794872","172.723621621622","708.223365384615","747.897567567568","754.128339622642"
"M845.5232T517.5","845.523180980759","517.509","1730.24403508772","493.292038461535","2938.30655319149","837.412845070426","1107.24182835821","1092.62009375","1214.57142857143","1356.53818181818","2082.72896124031"
"M846.8256T214.4","846.825551518406","214.415","2616.802625","1007.06538461538","2696.2885945946","611.775256410256","2567.44063414634","1070.14285714286","2114.37776190476","3032.51958974359","3024.64285714286"
"M847.3272T215","847.327164692341","214.966","688.736682926829","228.135502512862","623.042204321884","298.189812554253","742.273025641026","303.638611622346","605.326875","660.008461538462","803.98325"
"M847.8263T214.7","847.826262298043","214.707","555.602810810811","283.285967027819","546.603459459459","261.00634765625","336.451","319.300918367347","546.622611111111","625.071428571429","683.550232558139"
"M848.6295T503.3","848.629505779089","503.2585","1278.43763829787","343.726137931034","793.302774193547","824.614375","1241.82032623291","982.768267822266","583.090390243902","545.795289473685","1116.21428571429"
"M848.7955T214.7","848.795457389372","214.65","870.440255033557","524.785714285714","674.37164516129","599.363196969697","904.751689922481","598.7288","808.998913043479","367.30141025641","891.695"
"M853.7083T646.7","853.708344341577","646.661","2023.127625","773.590132118999","1707.3281","899.168308423913","1599.2451884058","824.373671379642","1822.17417177914","1523.37253030303","1874.88185714285"
"M854.8122T215.4","854.812246718675","215.417","6113.55935135135","2001.9906","6531.32886842105","1141.33759090909","4020.30074193548","2035.46520512821","3180.82331914894","5055.92196153846","5262.12433333333"
"M855.8153T215.5","855.815298593306","215.497","692.153111111111","356.762781143188","845.187485148515","340.268961588542","717.6907","381.436774193548","582.612392156863","720.224955555556","883.944078947369"
"M856.8132T215.1","856.813162357324","215.0685","732.620139534884","377.135","365.151348837209","239.696622333829","377.808268656717","406.5","565.513151162791","405.424537313433","437.78085"
"M858.6636T646.8","858.663584138848","646.763","1591.35527868853","784.738430769236","1566.1464","582.204333333331","1386.74750943397","857.161983366935","1164.03581538461","707.815515789476","1472.77105970149"
"M859.8318T213.4","859.831842096279","213.384","1035.24304166667","463.721155555556","821.379958333333","352.49265625","1337.17161290323","474.280842105263","1195.95429032258","1273.10679166667","1188.69688636364"
"M860.3354T213.5","860.335371851387","213.5055","418.714285714286","198.630818181818","316.517108108108","251.11883987919","460.303764705882","236.763393878937","390.006842105263","348.661702702703","353.154341463415"
"M861.5014T213.3","861.501383506356","213.3395","539.172","161.744976621686","391.325846153846","173.609605986497","908.644848484849","218.214391892956","805.954780487805","932.571428571429","865.118189189189"
"M861.8356T213.4","861.835560567021","213.384","357.031043478261","252.308408794981","410.361853206859","234.842055257161","545.364134615385","284.789059546686","513.428571428571","557.357142857143","542.198461538462"
"M862.7985T215.9","862.798482179359","215.8575","717.0478","374.834326919244","804.896888888889","285.518108714711","577.085418181818","381.120570818583","289.5361875","824.187405405406","699.231236363636"
"M863.3158T639.1","863.315796003943","639.101","1606.262","539.651265822783","1731.184","331.539288888889","2156.73860465117","658.524233532934","1245.57833333333","1703.33232727273","2056.75302127661"
"M863.8189T639.1","863.818909798387","639.1","1815.54959999999","673.551899999999","2258.33069090909","496.7712","2661.08653658535","688.157913043475","1585.67086538462","2053.20912500001","2297.25702272726"
"M864.3202T639.2","864.320232359741","639.207","1314.7445510204","534.482326732674","1355.98584905661","357.487482343401","1611.58898305085","512.985185185184","1143.32718367347","1374.425","1655.72827118645"
"M866.3142T213.4","866.314232163877","213.384","438.229396551724","312.967337101064","330.85025","279.323466709682","563.581315789474","245.335333333333","444.422981132075","422.80970212766","434.357142857143"
"M866.6928T632.6","866.692844769474","632.626","2995.0345862069","696.554285714284","3156.98833333334","1162.20440366972","2560.0546923077","1402.65262443439","2276.17553030303","2692.69296969697","3016.05751612903"
"M867.4427T494.4","867.442657085445","494.365","1898.62984615385","1064.38670833333","1726.07142857143","463.949659090909","1627.34467391305","1097.16837209302","1597.6545967742","1507.961","1960.14829411765"
"M867.696T632.6","867.695954248424","632.627","830.105546511626","857.616790353435","1777.0837118644","849.734125006689","797.154666666666","721.548608695654","1278.22525925926","1416.35397260274","1578.33166666666"
"M867.8179T214.4","867.817909612012","214.415","641.131897435897","403.963144475763","370.30572972973","378.645104980469","318.655352941177","357.433866666667","452.365078947368","557.3365","548.797516129032"
"M868.4448T493.9","868.444825070167","493.937","1242.32230434782","730.293090909092","1242.47320958084","652.726025567538","984.857142857143","725.155899711277","972.528307692308","1003.5","709.296222222223"
"M869.8223T213.5","869.822305808168","213.502","652.870533333333","421.299414634146","552.87512195122","345.41936","1081.28571428571","381.012390243902","706.457181818182","817.301507246377","798.214285714286"
"M870.7857T216.5","870.785717942596","216.512","1946.35714285714","633.449170731707","2634.89617777778","401.395367346939","1001.16712727273","517.099378378379","795.037323943662","1521.83112820513","1625.43740740741"
"M871.3033T639.2","871.303293493822","639.207","1214.11291071429","383.118218181819","1433.75965957447","238.428174603174","1198.35370212766","406.74258145419","724.53916216216","1242.26190196078","1784.24172727273"
"M871.8053T639.1","871.805330123929","639.1","1228.58948648648","558.707249999998","1447.85442307692","260.445188082181","1372.84434482759","513.205000000002","882.394000000007","1301.67660606061","1763.9033"
"M872.3052T639.1","872.305207878508","639.099","1163.16369230769","510.093306122448","1683.17875000001","404.172628837719","1447.87605263158","572.649323045162","583.955262135925","1459.25534234234","1945.24347457627"
"M872.4203T472.1","872.420312959892","472.079","693.659672727273","618.648506849314","1044.46070769231","64.9429999999972","992.216349206352","617.805437762921","1047.8353125","1116.85714285714","1101.23556521739"
"M872.8054T639.1","872.805369220037","639.101","956.119156862741","438.203527272728","1219.71428571429","295.533411362592","1313.03269565217","461.628765031403","882.616714285721","1174.32390243902","1544.55600000001"
"M872.8314T213.5","872.831447080509","213.509","5389.00683333333","1622.537625","5273.4705483871","1146.50991304348","7844.23617647059","1906.23717391304","6757.03798245614","8369.1174375","7880.04531111111"
"M873.3057T639.2","873.305746880971","639.207","921.699421052632","358.917735849054","973.928701754389","193.951626759655","887.571428571429","121.023000000003","666.123984375001","421.305775510204","1323.62075471699"
"M873.3343T213.5","873.334295456768","213.548","1679.23812765957","586.901586206896","1491.3137","268.088010309278","2476.21191489362","717.054113207547","1976.78571428571","2487.87620689655","2563.83361111111"
"M873.4237T471.3","873.423665750159","471.3075","463.077365384614","278.146557147686","425.361636235164","213.861744807317","131.059500000001","245.360406728891","530.254463414633","112.695499999996","529.388125000001"
"M873.8334T213.5","873.833374198678","213.509","967.972568181818","322.526060606061","835.04916","296.357142857143","1349.27536363636","474.63597826087","1071.69577777778","1159.32341463415","1268.78571428571"
"M874.3049T638.8","874.304907378117","638.779","416.023698113206","261.322390534157","321.001263157894","195.091910428779","374.361762711867","113.528626907703","338.40241935484","283.29888888889","167.543499999994"
"M875.4962T213.1","875.496178786088","213.08","213.438272727273","76.6724904378255","143.793486486487","85.9761199951172","274.054818181818","79.452734375","224.360019230769","272.985725490196","240.004210526316"
"M875.8088T214.4","875.808829474536","214.371","498.442416666667","265.508768509845","539.769047851563","293.68664408839","585.214285714286","339.168876316236","572.55616","613.91578125","625.075861702128"
"M877.8092T213.9","877.809223101628","213.927","647.544861538461","369.2389","665.843608695652","276.42","692.413090909091","328.245185185185","666.00531736527","708.012421052632","677.546333333333"
"M878.3781T381.9","878.378094311184","381.9255","2483.38898076922","2775.88249315068","1253.2105945946","1906.74491566265","2674.84252929688","2496.31217647059","4568.47625000001","2601.3035419521","2914.03514850673"
"M879.3785T381.6","879.378507386186","381.635","1205.12539130435","1709.60142105263","1230.64285714286","1316.14285714286","1331.57703332734","1459.7903125","1552.37214740954","1330.97275101511","1155.246375"
"M879.3804T373.8","879.380416848525","373.7835","1991.44419672131","1210.92967931236","1628.45236842105","918.41911334756","2871.28862135922","1013.77727266637","2528.76796842105","3138.44614876033","1978.3056969697"
"M880.8217T214.2","880.821668777225","214.232","3495.26377358491","1387.05178947369","3528.28084210527","1106.1198125","3767.86044444444","1575.135525","3095.81236363636","3887.50958823529","3975.28402631579"
"M881.322T214.9","881.322030787959","214.859","610.9693","325.39205463116","621.766410446167","262.663004557292","732.009384615385","300.760188747097","702.428571428571","712.099352941177","764.044318181819"
"M881.8224T214.4","881.822420186813","214.409","649.9719","373.64500388121","656.016028571429","317.719970703125","866.544558139535","314.769975","713.962666666666","813.428571428571","970.74125"
"M883.7184T632.2","883.71843642091","632.199","2830.2830769231","1397.25232786885","2622.06386363637","506.409076923077","2654.66950000001","727.379409836065","2689.56545454545","2838.68383030303","1490.95143939394"
"M884.1633T213.5","884.163311302781","213.509","597.635339622641","252.572578625801","583.94756097561","152.958526611328","1199.25963414634","241.29356097561","934.220880000001","1040.55364102564","1124.74405555556"
"M884.4968T213.4","884.496761025077","213.359","320.37445945946","108.436060412177","279.857142857143","83.6258990948017","580.071428571429","167.953421133536","525.388153846154","537.240814814815","625.462090909091"
"M884.5937T515.6","884.593742656688","515.6235","555.452307692309","462.886570521763","1386.88696774193","65.422499999996","872.801251547677","638.199657985142","589.071428571431","566.772456140348","850.315034482757"
"M884.7221T632.1","884.722139021828","632.092","1515.80245283019","126.554999999992","1330.37217567568","673.618186257102","1412.57259016394","751.953753846151","1236.90747368421","1494.26348863637","1601.75271014493"
"M884.8301T213.5","884.830138451475","213.514","308.795756097561","168.21078125","347.39153494486","215.341284010145","570.89327556331","285.222846583316","427.727446153846","401.154","373.320277777778"
"M886.7613T217.4","886.761284889191","217.37","976.312833333333","325.296292682927","1165.96095833333","381.34477297465","188.778722222222","465.079419693857","566.289834829477","675.877938461539","597.214285714286"
"M888.6729T632.3","888.672948964737","632.3055","2615.30965217392","636.667607843141","2090.04148818898","520.315821917809","2179.76208333334","1192.1244876061","2642.08366666667","2239.47209302325","2405.43927272727"
"M888.8064T215.1","888.806362009695","215.069","1309.20569230769","592.937355555556","1410.96362264151","371.177222222222","1047.62494871795","563.328975","801.801458333333","1241.33128125","1350.21428571429"
"M889.489T213.6","889.489003171886","213.6405","221.758333333333","181.682854872483","226.7294","91.8856220245361","394.18843296596","159.016223144531","277.92116","342.180735294117","366.006421052632"
"M889.6765T632","889.676463786147","631.985","1528.870921875","768.566310810809","1134.73393939394","706.757269965278","1157.63882666667","819.838433159722","1392.22631835938","1183.74388059702","1481.88495212131"
"M889.8086T215.3","889.808622053481","215.2605","502.726472727273","265.654890580611","505.749858856201","218.52358603964","399.6695","273.701088245098","386.594035087719","432.867636363636","207.859491525424"
"M893.8251T213.5","893.82514334448","213.502","988.514644444445","628.524647058824","952.431351351351","571.647483132102","1289.8134516129","798.021667031681","1182.62264102564","1266.92452173913","1344.24319354839"
"M894.3269T213.4","894.326922786419","213.4215","448.918070175439","324.030566215515","308.6","231.42012162642","532.941490909091","302.259007992952","394.923603773585","446.1726","549.434121212121"
"M894.7234T650.7","894.723440148962","650.6715","1696.19706349206","705.892","1798.16285593221","799.939159715032","1631.83592307692","717.438432989693","1234.94252542373","1450.80321839081","925.911183098595"
"M896.7943T215.5","896.794306494026","215.487","1131.039","436.726416666667","1293.45638709677","366.6673","762.248931818182","485.081016540527","369.428571428571","921.911052631579","1084.07146911621"
"M897.2942T215.9","897.294166666667","215.871","454.935311111111","219.990417480469","436.802345106337","174.671492004395","353.256610372792","216.689191241597","338.77129787234","309.669782608696","192.2271"
"M900.3092T213.5","900.309190810825","213.548","405.832545454545","295.990609561696","310.052636363636","297.682552214592","542.803365853659","294.8768","469.482611111111","279.440786885246","465.443707317073"
"M900.8085T213.8","900.808495284499","213.772","1086.96065306123","650.404657534247","978.336562500001","595.071428571429","1381.45470491803","697.285714285714","1121.75093023256","1175.24908474576","1244.14285714286"
"M901.812T214.4","901.811969354962","214.374","359.775132352941","382.508225806452","526.285714285714","397.06315625","887.801289473684","376.290538461538","694.884032458794","683.577125","805.950958333333"
"M903.8164T213.5","903.816411704438","213.502","353.792550724638","383.363868421053","694.32","371.785714285714","1030.48238461538","439.513523076923","849.938081632654","907.356046511628","992.586133333333"
"M904.815T213.4","904.815029397297","213.3595","810.171921568627","400.494108933669","760.111522674561","321.791638183594","249.447396226415","376.125241960798","406.91772","481.940254545455","469.9599"
"M906.8283T213.7","906.828344083378","213.727","21111.7413333333","6269.65693333333","22123.7142857143","3775.98451111111","28111.594893617","6837.64285714286","23276.4127647059","30496.04655","29957.2187727273"
"M907.1589T213.4","907.158917948329","213.359","402.232568181818","200.073000590007","430.1001","181.76289608604","656.365557692308","165.537817382813","573.018634146342","604.285714285714","696.41"
"M907.325T213.5","907.324960278023","213.548","1655.14285714286","599.581947368421","1570.253","442.49078125","2391.81625641026","643.1143","2001.093","2332.79472413793","2431.5"
"M907.4933T213","907.493338738144","213.043","245.541111111111","89.6360526451698","229.917674877025","113.349717458089","523.934491525424","101.692455291748","330.252241379311","382.70408","351.874518518519"
"M907.8274T213.8","907.827435346354","213.772","2463.69583870968","921.505357142858","2460.81507692308","601.313045454546","3233.92435087719","911.392882352941","2573.5028","3271.60779411765","3381.75282926829"
"M908.8258T213.7","908.825813322774","213.656","895.941844444445","383.586470588235","944.614363636364","323.149806451613","1043.33930769231","493.630228678385","808.103117647059","991.878975","1047.68394117647"
"M911.7489T650.5","911.748886196694","650.457","1324.94142307692","556.314241758244","1671.04230379747","842.627530184659","1607.8622755102","987.701311383929","118.618499999993","1711.21703355705","1587.55389473685"
"M911.8014T214","911.801448955707","214.017","629.799258064516","424.7426","546.516","172.510298507463","768.919272727273","411.2417","346.710835820896","753.225444444445","783.0522"
"M912.1493T214.1","912.149270476614","214.1095","371.362644444444","208.58002281189","322.488055555555","197.532471313477","509.800752212389","240.619794405424","471.686527777778","481.93475","559.701192982456"
"M914.8115T214.4","914.811507752788","214.436","2410.69736842105","970.669655172414","2633.9613","642.654131578947","2461.90511627907","980.1224375","1961.459296875","2697.75722222222","2781.68406666667"
"M915.3139T215","915.313886388281","214.966","587.778320754717","242.158251444499","543.488211172598","157.086683190387","774.369","292.36459868809","639.237013333333","704.79475","370.521021276596"
"M915.8125T214.6","915.812494049439","214.63","632.357142857143","352.297878489775","520.5650625","284.529442571825","405.009818181818","387.051761627197","638.785714285714","675.189277777778","739.285714285714"
"M916.7821T214.7","916.782066751943","214.65","908.236","595.292864864865","359.818237288136","542.87381328236","430.717875","586.390547468856","376.083","834.877381818182","856.071428571429"
"M917.792T215.2","917.791978693866","215.208","541.523141025641","269.378909090909","450.573837280273","247.016149184283","469.446743349486","335.365825242719","193.928571428571","387.190818181818","244.716325"
"M920.4687T497.8","920.468686689658","497.794","1653.44725423729","827.382599999998","1430.10079411765","423.030904109589","1455.32207936508","968.193281250002","1388.86862686567","1441.51104597701","1557.69929347826"
"M920.814T213.6","920.813955224102","213.593","619.262777777778","304.665363420759","500.743618526974","258.230679512024","495.448","332.857143626494","468.239594594595","481.910722222222","521.163294117647"
"M921.473T497.8","921.472988881316","497.794","1060.93826027397","572.8239","979.256911764708","511.961552937826","983.380981818182","647.827448527018","802.963672131148","515.583927272727","1223.81970833334"
"M922.7991T215.3","922.799110400181","215.283","4249.85592307692","1526.37975555556","4815.351","875.785714285714","3005.50555555556","1527.80976744186","2248.32515789474","3881.74786363636","3868.01536956522"
