"","mz","rt","4","31","35","7","22","39","38","54","58","18","25","59","2","21","34","30","53","55","40","42","48","12","41","50","20","37","56","16","26","47","28","32","51","3","9","23","11","24","36","19","52","57","10","14","44","13","17","45","QC1_1","QC1_2","QC1_3","QC10_1","QC10_2","QC10_3","QC11","QC12","QC13","QC14","QC15","QC16","QC2_1","QC2_2","QC2_3","QC3","QC4","QC5","QC6","QC7","QC8","QC9_1","QC9_2","15","27","43","6","29","33","1","5","8","46","49"
"1","mz","rt","EGFP_IPTG","EGFP_IPTG","EGFP_IPTG","EGFP_IPTG+PPDA","EGFP_IPTG+PPDA","EGFP_IPTG+PPDA","EGFP_No inducer","EGFP_No inducer","EGFP_No inducer","EGFP_PPDA","EGFP_PPDA","EGFP_PPDA","iL3EGFP_IPTG","iL3EGFP_IPTG","iL3EGFP_IPTG","iL3EGFP_IPTG+PPDA","iL3EGFP_IPTG+PPDA","iL3EGFP_IPTG+PPDA","iL3EGFP_No inducer","iL3EGFP_No inducer","iL3EGFP_No inducer","iL3EGFP_PPDA","iL3EGFP_PPDA","iL3EGFP_PPDA","iL3PET_IPTG","iL3PET_IPTG","iL3PET_IPTG","iL3PET_IPTG+PPDA","iL3PET_IPTG+PPDA","iL3PET_IPTG+PPDA","iL3PET_No inducer","iL3PET_No inducer","iL3PET_No inducer","iL3PET_PPDA","iL3PET_PPDA","iL3PET_PPDA","PET_IPTG","PET_IPTG","PET_IPTG","PET_IPTG+PPDA","PET_IPTG+PPDA","PET_IPTG+PPDA","PET_No inducer","PET_No inducer","PET_No inducer","PET_PPDA","PET_PPDA","PET_PPDA","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","QC_QC","Wild_IPTG","Wild_IPTG","Wild_IPTG","Wild_IPTG+PPDA","Wild_IPTG+PPDA","Wild_IPTG+PPDA","Wild_No inducer","Wild_No inducer","Wild_No inducer","Wild_PPDA","Wild_PPDA"
"Ornithine_1805_2TMS",NA,"40204.74","4145581","3680279","3479396","3177706","3206045","3314621","5478373","6454514","5284022","4673752","3557562","4739281","2643499","3127245","2882414","3169447","2448286","3279645","4999303","4348914","4519048","4580195","3735262","4062650","3698778","3694747","2862742","3844043","3748903","3395063","4018017","4879165","4530643","3445991","3294442","4147993","5797480","4211885","5100589","5764316","5590650","5006382","3661198","3969313","3774726","4785494","4448794","4204747","3110987","3578461","3889571","3940247","4217453","3853934","4147968","3878914","3966821","4036631","4482864","4328168","3522545","3386294","3602887","4165581","3726915","4317174","4506017","4605475","4113434","3854802","3674250","3711551","5274481","3891976","4167356","5444361","3969909","3619461","3901241","3663609","3294640","3786282"
"Silanol, trimethyl-, pyrophosphate (4:1)",NA,"40267.74","168087","98193","90938","108918","86291","74774","134765","83131","109230","126360","90886","72039","128219","85796","84784","102659","103947","81703","86370","58311","93781","178401","88083","117661","161821","114794","72012","159985","152603","93723","141470","101930","76743","153003","131900","117503","218836","129560","152555","182306","126921","115759","124613","119840","102169","152641","136365","78734","110119","103178","156777","90024","113970","104163","115143","79493","85595","76936","80554","75772","140704","121648","142198","157705","121896","136649","166255","129278","89148","104396","72879","128760","102956","78171","136625","90783","88976","149275","143936","127437","69804","75345"
"Unknown 53",NA,"40534.74","148473","95234","96032","103067","131091","104478",NA,"221781","163306","137246",NA,"125379","103796","113393","81436","66535","68670","68351","143305","152115","116824","153509","101015",NA,NA,"92290",NA,"152547","140653",NA,"158145","140052","132770",NA,"106370","131968","208729",NA,NA,"201995","181062",NA,"129730","141268","100542","158480","140182","122122","99229","102487","99570",NA,"92561","141560","134900","141592","145157","141180","78967",NA,"152256",NA,"105074","156783",NA,"145462",NA,"158975","140848","90712",NA,"114718","166014","125941","150038",NA,"132461",NA,"136333","144957",NA,"93016"
"Phosphoric acid, bis(trimethylsilyl) 2,3-bis[(trimethylsilyl)oxy]propyl ester",NA,"40612.74","9671299","11940399","11694978","11622517","15584470","14271908","20004291","23450239","19946499","10260720","12331730","9700308","12704430","15527666","14555354","17836622","13223016","17496863","20019768","21215548","18265216","21030228","14140298","14836641","21933459","25329090","23013220","18215324","21955926","18284711","21029619","19299092","18779097","13276769","11119924","14334832","27953899","26790400","27498607","22060725","20423006","28585770","14812151","18477217","16158669","21428935","19819099","16057201","15869313","16965762","17359884","17898139","18443097","17165481","17001352","18130588","18171893","17887258","18251911","18580603","16485058","15923148","16019854","17824156","17705812","18193909","17821778","19095335","17612736","17088014","16331492","11176617","12512715","13644866","10609873","12794328","12934138","17314178","13724093","16386932","12818757","12015052"
"Unknown 54",NA,"40675.74","218355","181812","205797","201796","198893","168804","286811","224617","237719","263743","184225","151871","215500","202283","195915","214704","160073",NA,"269796","249453","227942","264583","174618","197316",NA,"250612","207160","253637",NA,"214806","255377","222412","265449","266493","202709","239276",NA,NA,NA,"274859",NA,NA,"251843","298699","234041","278839","300165","218944","372048","365070","347585","253487","280043","230342",NA,"249397","280146","226086","235478",NA,"323990","316523","310666","315846","341598","247301","282717","247509","221904","224033","199471","218562","274686","257719","272657","244393","185693","277736","296114","253110","215778","171988"
"Galactose_1854_5TMS",NA,"40729.74","100901","92244","126786","85395","147367","72073","185877","262381","225823","115881","140203","133457","114947","124081","157239","183561","107255","139909","233368","176334","124147","157700","160438","146089","224355","275190","229753","149411","325357","231102","200183","227177","142956","160288","114386","198490","474271","245863","391030","195249","103486","406098","180553","240705","198821","307900","249482","202753",NA,"203193","200477","239494","265277","228523","152065","241991","209609","226926","197714","252603","254678","218329","197489","191079","244466","202192","231399","215219","232647","184055","156306","72338","114326","113544","62979","85132","84491","254023","194503","252275","181418","171128"
"N,O-Bis-(trimethylsilyl)-2-pyrrolidone carboxylic acid",NA,"40888.74","3854363","4420341","3963435","3697514","4165971","3917455","6159106","8939110","7970193","5510427","4453653","5316449","2386926","3682293","3438270","4225029","5066356","4396333","5322537","5126624","4496341","5120250","3930898","3615217","5602841","5788118","3482466","5127491","4872452","4416994","5489443","5085036","4290051","3400561","3380577","4471571","7384178","6214301","6714129","7225059","6665646","6802903","4011206","4724021","3790706","4528912","4373343","4592528","1434895","3029152","436689","3299131","4717987","4315891","4437441","4877802","4877537","4756256","5436599","4986356","3561596","3254525","3334483","4619863","4276373","4793370","4836882","5293655","4794847","3795540","4079450","3455694","5643771","3786748","3116616","4811702","3675430","3508686","3262605","3972215","3231219","3331532"
"Unknown 55",NA,"40906.74",NA,"564256","441620","442124","458786",NA,"795650","889137","829255","588345","609575","540717","323521","415302","409233","549746",NA,"520998","592976","564644","577165","555686","494586","477299","785182","764737","675590","665035","613156","574042","630555","555997","537522","505027","400873","496851","870086","792403","737584","765801",NA,"873743","479423","549285","463670","515521","587001","530479","295045","404644","3462196","497812","591804","524820","532139","568044","578400","544553","624433","602187","447223","390027","403406","532507","515221",NA,"615636","594126","564698","460077","488154","404378","570775",NA,"357939","504288","390119","476283","394470","479612","399207","389125"
"Unknown 56",NA,"40981.74","1192312","2061842","1408995","1693610","1465922","1584417","2025040","1827559","1626948","1456583","1618534","1292721","1298257","1180721","1274702","1945243","2297419","1555287","1354949","1172014","1733310","1236862","1436598","1196524","2433925","2612018","2323523","2263124","2137787","1846407","1483835","1379727","1428213","1486942","1269333","1334203","2599742","2658866","2181818","2112890","1996629","2269692","1262050","1369292","1179391","1388809","1741856","1430891","798614","1234399","1284328","1371996","1420451","1467762","1486225","1630840","1752696","1568269","1401320","1489554","1403707","1253894","1271775","1623379","1545689","1661271","1865186","1581726","1432688","1370665","1375943","1174119","1497615","1298017","1108651","1168240","1133992","1309055","1215114","1426478","1225772","1078694"
"Unknown 57",NA,"41173.74","473169","788983","650205","618379","345448","595015","1195260","689751","840910","624782","685103","913648","588301","572495","466555","734219","1301070","521754","489302","679140","1007302","551495","1026976","574835","1264910","762940","1265283","717451","911511","703906","741931","750485","753124","688014","660910","624733","1063532","727997","1119028","558959","708899","843677","571556","556029","394607","778262","773240","631368","583634","534345","939288","999746","795234","707921","675815","1120681","714707","758377","651205","806860","560012","907539","617617","873682","637227","669768","964013","1144799","1280076","876683","602218","711197","578913","676762","704010","882291","750815","798358","721715","718912","597456","717426"
"Unknown 58",NA,"41200.74","57795","95372","75088","69099","72309","73943","115190","104219","115353","81423","83527","100462","61304","72007","61683","82307","114046","80396","76000","73325","109027","86290","99575","76549","103280","102158","103305","81711","102970","76931","86889","85417","107260","94091","78817","75637","123435","107251","115170","95944","93078","119569","67270","76324","77800","98314","97447","89910","80939","60991","84094","79302","94218","85343","94688","85427","92707","103766","91780","110491","77486","89800","88298","87143","84814","95880","89706","96152","113385","80325","77528","82391","76942","86280","80667","94320","73068","81345","95278","92525","80930","89412"
"Unknown 59",NA,"41335.74","122350","95615","126655","145131","946567","196885","160134","163203","143263","167944","155253","304804","75051","689947","83205","173601","205106","110589","114430","93470","212062","133424","130678","117141","255721","617025","162920","595207","161696","121696","189757","102643","110276","177625","171529","314623","192802","227031","197259","214194","536624","244772","87861","121273","93646","118939","140163","115553","93110","136781","134042","103543","123551","115797","125003","159898","130130","149166","131636","197222","112445","145516","128055","163171","132719","133062","181380","218465","302325","87130","158634","124374","91687","89187","95759","95039","97328","115343","69497","137277","47510","85524"
"Unknown 60",NA,"41365.74","732947","655875","729555","938378","179827","796772","790824","818095","779365",NA,"771672",NA,"345507","73116","304138","524236","500408","446395",NA,"499713","454304","1109128","976140","756811","644009","167131","551207","217849","568131","451086","1525746","789251","631273","1379664","1037578","1315255","731990","762351","609138","689919","127237",NA,"701766","534231","511710","1169919","1231020","559182",NA,"981818","999238",NA,"535421","487241","514766","601600","568059",NA,NA,"631857","538965",NA,"906438","642536","630838","602815","664645","705356","803532",NA,"543922","486250","441994","469295","729561",NA,"449539","287737","352068","376406","282051","652544"
"Unknown 61",NA,"41377.74","167045","119511",NA,"116180","150290","129778","163879","190208",NA,"172755","168240",NA,"62107",NA,NA,"96714",NA,NA,"118384",NA,"132308",NA,NA,"80672","127280",NA,NA,"169949",NA,NA,NA,"123708","112327","121065","94493","137464","198547",NA,"168825","187004","163303",NA,"109037","130468","94360",NA,"157578",NA,NA,"134316","126367","126652","119779","111639","104159","128909","116997","117059","121493",NA,"105708","126390","128603",NA,"118468","112967",NA,NA,"120394","116698","148237","109613","161019","81896",NA,NA,"113215","95862","105249","118445","88777",NA
"Citric Acid_1879_4TMS",NA,"41440.74","2442203","2033831","2088324","2391922","2951091","1800987","5508553","6202200","5494256","5865768","5029897","5613684","1723226","2104306","1989570","2635687","2188698","1893174","3228759","3072059","3111587","3191258","2742648","2250822","3898313","4917865","4040086","4831942","5370300","4251453","4690612","3786195","3386755","3329204","2666134","3395069","6862384","4503717","6492568","5494177","5119890","5803378","2377427","3114465","2663926","3542326","3524865","3131222","3321228","3571974","3616950","3435627","3500562","3300810","3283239","3665672","3498959","3510234","3581605","3857987","3181439","3389628","3351715","3738135","3510319","3664607","3847260","3386073","2921238","3406631","3717337","2408996","4110463","2348030","2717587","3153445","2586134","2366068","2371743","2625443","1991879","2016825"
"Unknown 62",NA,"41707.74","32275","35647","31128","31774","39817","34260","49616","59200","57209","52657","44303","47956","38415","37028","44859","44642","33836","51983","65931","59670","54411","54721","56935","55702","59617","72722","69754","45852","54704","56608","72686","57071","52334","52851","48315","55313","44626","48298","59352","68894","61450","69036","49402","47845","56497","47629","48212","55764","40249",NA,"48472","48688","58709","58746","54740","51201","55283","65532","55039","48665","48384","37494","44508","47220","46667","53122","44156","52431","48945","63839","68751","40002","52273","48971","43032","38661","57509","40214","41505","36371","39611","41255"
"Unknown 63",NA,"42103.74","792408","770992","765011","776263","768137","742216","740267","14828946","751125","798549","769359","760104","789561","12834705","776254","13222066","766853","775822","773643","772839","804730","800523","13370891","13171606","791213","818398","777627","789949","801697","777750","808470","795692","740960","13152707","818125","786182","831975","785639","776184","13739597","763738","788177","14011220","852769","773616","817032","791813","769996","717904","13173669","803446","13468099","781563","777365","762449","760281","13584541","757287","783815","780619","761602","776598","760529","13979140","778624","13856472","752446","13954764","13613222","746783","13200376","803175","14007529","755382","790641","748986","13478938","789370","778076","809208","779468","13107975"
"Unknown 64",NA,"42115.74","13422240","12891873","12937129","12811961","12938961","12581118","13286989","804752","13782194","13998483","11704928","13331811","12891046","770405","12874081","11315677","12825670","13124438","13809994","13745194","13906061","13724507","773374","762620","11738358","14025533","13342590","13406801","13678278","13321049","14447304","14000601","13063604","849059","13303851","13504325","14607760","13612937","13812395","780938","13602044","14077594","846414","14297099","13196239","14236023","13584520","13443670","11952163","812185","13641853","789435","13354447","13431167","13210519","12135097","12331882","13412985","13751031","13544814","12889759","13023684","12849572","818418","13235406","804813","13030378","807767","780620","12782330","11998188","13968700","770192","13410025","13445149","13131261","774709","12925736","13281469","13890045","13442443","11957381"
"Unknown 65",NA,"42142.74","11950585","11034139","11353315","10940997","11355195","10696642","13754600","14455715","13129928","13068740","13152248","12084399","10965230","11193019","11192498","790928","11013419","11552454","12916276","12806404","13747709","12695529","12461067","11856047","13382354","12413316","11657654","11740730","12052055","11641741","13611792","12828066","12318590","14380682","11642378","12142465","13725858","12192191","13652859","12771272","13024509","13514600","12770253","12845956","11748344","13168413","12261587","12222998","11265200","12408857","12740896","12171248","12157478","12157735","12048252","13281590","798621","12253113","12575582","12355048","12115923","12702400","11941228","12755389","12016911","12632183","11996611","12732255","12805279","11695748","769820","12777182","13497439","12070058","12345089","12633497","12315922","13986579","12338749","12786178","12106313","759387"
"Lysine_1893_4TMS",NA,"42193.74","56748080","50734161","52623441","49836027","53470489","49026499","68507907","76870312","69542656","60031213","55191869","61434159","49900880","53150623","52748742","52493281","51100462","54146899","65430240","67302622","67555089","62084714","56443428","57449174","54683959","58910095","54549169","54288358","55992637","53765598","62926705","61892058","61236815","59715330","53881403","57720116","65933867","57046756","62944592","62923280","64685405","62984233","58884934","62951045","58893349","64578086","58688152","60665540","52941688","58667113","60388182","58752034","58954721","58997947","58514658","59375067","59502964","59688816","63251836","60058903","57671915","57475872","57194342","61394472","58140205","61107988","57919069","61842305","58414289","56797110","58222078","59463098","72142658","58992176","60815202","62531439","59828829","65446710","61313271","67458098","59362142","57609441"
"Unknown 66",NA,"42241.74",NA,NA,"61241",NA,"57145",NA,"63588","105389","102536",NA,NA,"102825",NA,NA,NA,NA,NA,NA,"67890",NA,NA,"67539",NA,NA,"43208",NA,"83391",NA,"49421","87679",NA,NA,"105366","92419",NA,NA,"77918",NA,NA,"82366",NA,NA,NA,"66622","52802",NA,NA,"60336",NA,"80815",NA,NA,"88810","65260","91514",NA,NA,"78225",NA,NA,NA,NA,"91781",NA,NA,"70000",NA,"71916",NA,"51928",NA,NA,"71831",NA,"73010",NA,"101469","114817",NA,"99346","61423",NA
"Unknown 67",NA,"42280.74","117378","104237","91434","111210","140025","93719","179837","268645","149092","181416","151331","137878","110433","100591","56800","137317","121927",NA,NA,NA,"116589","194267","153616","113969","155597","180319","134492","181605","155093","140131","258982","254796","153001","348171","146567","193834","292611","192834","201110","254028","189376","168864","136069","125217","96432","242154","195860","111139","186613","171915","190248","133294","137132",NA,"138366","134024","167982","112268","143897",NA,"171238","191753","152781","202299","164079","194610","162539","195097","190189","116596","125656","128581",NA,"162627","162513","260004","168726","145628","176623",NA,"107693","149619"
"Unknown 68",NA,"42535.74","1480210","1117136","1046231","1496148","1496353","1129414","1384968","1105378","1094234","1361910","1253548","946264","1551673","1251689","1268538","1046059","1101758","897840","1160243","1180716","1226316","1821325","1127960","1199209","1377182","1541303","1044571","1321175","1361625","1020144","1345756","1106301","1258800","1526508","1453971","1306945","1337792","1211972","1102608","1304634","1006397","1023536","1528289","1423165","1454360","1465904","1453037","1136845","2108775","1871918","1936876","1457877","1470788","1293362","1216501","1144638","1207547","1211982","1103822","1096939","1820911","1830048","1861924","1623058","1559135","1383729","1430689","1365469","1288862","1558287","1187204","1563022","1464201","1194310","2007490","1208844","1092271","2135040","1797610","2035604","1124989","1136874"
"Unknown 69",NA,"42559.74","288948","309315","245447","377323","278373","257743",NA,"256446","263018","298010","277736","349690","279485","210065","195252","321227","231833","224103","260814","222723","417942","405676","263465","246348","278727","373001","220816","367736","296573","197321","342441","208362","455847","413629","254955","282406","287537","237821","285319","422879","328079","233931","294842","377945","316413","284281","407758","252255","461296","319336","442916","329584","253575","197641","332969","263612","272851","284182","207410","217205","399627","416274","344892","411500","319850","356611","380646","315689","310883","248349","242321","324349","335639","276058","330870","255197","231187","441041","457090","484810","245144","270747"
"Lysine_1916_3TMS",NA,"42595.74","11362186","8143374","7797041","10728846","9231683","8089124","15911230","10668374","10071151","11345871","9697602","8103799","11112406","9869289","8058992","7967370","7931266","7506548","10217269","10630852","10647497","12510717","8741731","9955186","10459309","9387711","7993291","9836427","10212177","7663193","11165872","9326209","11117657","12569410","11202237","10327034","11243565","9406580","9250644","10900840","9061900","8739679","12313852","12936823","9449953","12712196","11651920","9657688","17297373","15800934","15749192","9572102","9533339","8982675","10103793","9487089","9862782","9750540","9404730","9118500","14910439","15250643","15253066","13403283","12846921","11664440","11681455","11254575","10887706","9963742","9957493","12497168","13256895","9613907","12909396","10623606","9333879","15740705","15421143","13635199","9161093","9003326"
"Heneicosane",NA,"42721.74","13177407","12570240","11951052","12855096","13036949","12370043","12744077","13643258","13144285","14247665","13728008","12865306","12376162","13297129","12431918","12510907","13234167","12650879","13186507","12686204","12845464","13199479","12669204","13012932","12214276","12298447","11827048","12188812","12537465","13100929","13893996","12337032","12976692","13315175","13380229","13925057","12487888","12385360","13477806","13695873","10535472","11258173","14090397","14412321","13096263","14090667","13769421","12923891","11664678","12190600","12852970","12481764","12532967","12251082","12742971","12812591","12907196","13033305","13196237","13229211","13164260","12781706","13293552","13084875","13718365","13370357","13976769","13399547","13700088","12620132","12717878","14419890","14340261","12448509","12842900","12986075","13152604","13179539","13319283","13235141","11947281","12565803"
"Unknown 70",NA,"42820.74","578385","636108","504073","608434","704787","550687","912381","836022","863741","822368","884326","822742","4829603","633357","567942","522847","618901","690518","730299","706583","672870","841146","926613","752471","913223","1127746","1057695","951369","931242","982104","1686870","1015381","820180","1037706","704759","8329189","1071606","1002843","10523861","899259","954242","966762","664192","724577","6696516","884393","965642","799086","6410956","835895","859500","870195","825132","855132","825229","878726","885592","954613","854081","960361","804933","776992","825731","838007","826547","839402","939095","839972","908030","828932","805205","825300","1069309","890440","835769","919440","905255","743818","889663","798459","576009","983056"
"Unknown 71",NA,"42838.74","4062129","5224009","4362106","3766675","5189810","4589920","8335029","8808430","8763491","7701951","7775649","7542500","512304","5887642","6041847","5095082","5644081","6418815","7885520","7513714","6433166","7350221","8125624","6247641","10154026","11063761","10391516","9255342","9005396","9494600","9140182","8446820","7914901","7316001","6778453","1036373","11078446","10834074","959682","9760386","10539104","11084030","6322037","7477375","701556","5767641","7816109","7430449","768751","7112208","7215969","8082552","7862554","7864088","7697503","8272926","8210786","8409656","8404819","9039938","6732437","6779880","7110583","7259450","7293180","7544239","8654525","8278804","8349951","7516542","7492653","7780911","9099633","8676261","7575420","7617131","8548629","7530682","8732363","7826597","5487273","7381620"
"Unknown 72",NA,"43504.74",NA,"58223","58657","47730","73560","66825","74827","69626","61235","54523","66869","65097","52186","77443","49381","61599","67851","62275","58722","58255","55166","64894","61089","66657","70955","69816","69581","63748","69562","62088","69622","52210","77114","61568","76248","64956","64861","71886","62456","74359","63040","58791","71961","71830","68667","70938","82729","66787","74796","72330","78174","57048","71156","66458","71685","56185","55622","63455","64409","60158","69869","57072","58111","67244","77844","66332","61174","70574","72307","60633","55649",NA,NA,"74684","72033","72820",NA,"56249","70031","73441","59868","67648"
"Myo-Inositol, 1,2,3,4,5,6-hexakis-O-(trimethylsilyl)-",NA,"43582.74","3251502","2603493","2556629","2509667","2881351","2479381","4569141","4791636","4207217","3757969","3091684","3743562","2114075","2703471","2404464","2670694","2960101","2904397","3498610","3517834","3239354","3455915","2910550","3053665","2964336","3177480","2822572","3037167","3069208","2782374","3683080","3354037","3665513","3289937","2953373","3374584","4266716","3326450","3816593","4211595","3946826","3882289","2994794","3357223","2635101","3201523","3323059","3351888","3173034","3220344","3459874","3371031","3236001","3111120","3146304","3018007","3232451","3170607","3265649","3526620","3116484","2924090","3176246","3376853","3557355","3463125","3249976","3521097","3330766","2992678","3125930","3106828","4259713","2970421","3387679","3668358","3080537","2998838","3259762","3137463","2778206","2754431"
"Tyrosine_2041_3TMS",NA,"44557.74","9257104","8920674","9197938","7238859","9499500","7471670","14556283","17915605","15150633","11797953","10596816","11471668","6415982","8798304","8548087","9921337","9213413","10577930","11726606","11818339","9916608","12489985","10248028","9491534","11832530","12891812","11336950","10481490","11335089","10697319","12174069","11138893","11490452","10301846","8890975","11224572","14019839","11950177","13408434","14973116","14067505","14039561","8120992","9442925","7837300","9809407","8803629","8940914","6406923","7694979","8694095","9852383","9952608","9980423","10069315","10368119","10436908","10557141","10591296","11038215","7953951","7808310","8503899","10069326","9488127","11047507","10216766","11489851","10298066","9071527","10215742","6399224","9345150","6494343","6431981","8366791","6981618","5468760","6084636","7241154","6504439","5885532"
"Unknown 73",NA,"44764.74","383229","84140","233014","192060","465174","182418",NA,NA,NA,NA,NA,NA,"204656","161874","139925",NA,"136727","150129",NA,NA,NA,NA,NA,NA,"302466","198251","152216","220937","43189",NA,NA,NA,NA,NA,NA,"135239","419328","273291","499508","496699","409004","342621",NA,NA,NA,NA,NA,NA,"419442","344972","424236","237782","210822","268637","290217","287008","267530","239424","260986","202067","334787","370822","464895","267709","316191","297576","298721","423593","370188","185050","342047","884414","1555004","1009971","1290355","1546140","1053868",NA,NA,NA,NA,NA
"alpha-D-Mannopyranose, 1,2,3,4,6-pentakis-O-(trimethylsilyl)-",NA,"44941.74","340984","452023","324214","264157","296318","242014","490526","678682","680035","620664","677777","489713","163190","204264","177439","333769","272628","291668","387481","403463","322593","428876","511150","539718","385830","497199","414966","451294","383527","439576","749384","755177","581727","663184","515577","688649","483024","380918","669006","466834","696851","414957","471116","636269","492301","641285","814518","652360","314755","280776","305701","538713","540555","533727","499776","537994","414821","392202","597800","423129","273640","269438","350028","559678","399401","600919","394971","582498","508153","300140","526135","515570","786758","576647","628444","762905","643832","379362","449536","377776","481127","554856"
"Unknown 74",NA,"45037.74","604631","758615","543896","439004","756614","415454","832621","1487329","1078708","676525","652188","617112","433739","554292","513733","427695","472954","752010","582316","768884","632310","1002014","533158","455991","626587","587014","628161","498967","790554","713902","686771","735842","593462","564909","618439","703151","1215482","617731","883900","912094","1221710","1026890","414037","610372","447878","487972","662527","563596","363047","399404","543113","622852","643345","533547","533268","574135","733480","509190","700295","523403","478822","394537","550577","624885","617207","613147","545860","870231","559817","565075","531088","447185","744234","469623","554332","624642","570193","332957","380428","415312","411869","321885"
"Sucrose_2323_8TMS",NA,"45412.74","2121332","3204635","2117032","2333145","2521754","2577237","532350","1099935","452177",NA,NA,"710882","1876623","2134636","2146243","2615479","2397960","2474845",NA,NA,NA,NA,NA,NA,"2802855","3391528","2765079","2838095","2945055","3196596",NA,"607353","821242","1066181",NA,NA,"2205205","1775156","1914942","2494504","2679478","2692180","242528",NA,NA,NA,"681793","865432","1461854","1479941","1528563","1295787","1681640","1491098","1670163","1685875","1569562","1547957","1871274","1703955","1256462","1602090","1480459","1301997","1534743","1735908","1518485","1565526","1539882","1502067","1559709","212397",NA,NA,"546925",NA,NA,NA,NA,NA,NA,"562910"
"Tyramine_2093_2TMS",NA,"45622.74","2082616","2006747","1030084","1986577","954568","1765858","907310","2372009","2175157","996544","1197808","655137","2084734","1975269","812019","1092987","1811733","957865","1879703","860479","873337","887883","777697","828111","2389329","2117398","839198","1950967","2152447","930385","968347","646067","674938","1153157","2233577","964909","948695","930480","922633","1133298","1146122","947386","1823001","930601","627101","1796249","1949572","866849","2333914","2234836","2336543","980483","864424","1763101","2048091","829999","1876451","901490","953477","958368","2251239","2358019","2402454","2330681","2564695","1130527","1267282","1133392","1075295","967152","1898981","1779321","1184610","1642798","1851839","1903020","1521841","1473664","1721965","1580788","657201","1102269"
"9H-Purine, 9-(trimethylsilyl)-6-[(trimethylsilyl)oxy]-",NA,"45697.74","2824467","2669248","2792705","2444484","3344943","2508248","3559045","5034236","4486527","3437218","3315690","2706090","2189935","2391911","2520658","3074525","2367568","2979733","3501336","3767386","2600153","4275735","3349453","3082654","3299642","2953410","2693339","2730896","2905544","2699061","4109648","3530509","3837948","4199443","3513831","3811082","4216456","3099993","3291974","3946887","3505278","2975671","2732376","3372940","2638407","2843199","2977437","2632416","1444214","2530717","2679089","2649500","2646681","2833180","3033728","2832587","2901205","2981596","2823848","2986260","2437182","2522743","2964180","3259124","3046274","3502465","3097368","3571076","3454818","2461129","2417582","1892984","2414193","1661043","1756989","2490347","2018404","1410155","2056780","1746576","1400647","1125858"
"Unknown 75",NA,"45727.74","220489","253576","216305","252776","256552","207731","245507","309234","283521","273844","225444","187954","157084","175373","169598","289641","216571","262700","215282","278128","228663","256356","205910","248090","321331","276521","206149","231945","229859","243967","387578","174337","245009","258946","272723","231327","276873","232853","297355","346428","264383","255680","161633","235601","205343","222698","266192","228378","98246","152984","171777","202149","171357","176299","234710","230710","215383","289508","250682","255937","165842","157763","179558","311398","201146","308931","344728","261501","249293","168801","185148","135193","202750","140337","143321","164477","145396","113438","204696","225771","188340","97325"
"2-Piperidinecarboxylic acid, 1-(trimethylsilyl)-, trimethylsilyl ester",NA,"45931.74","215660","221922","209741","167461","203719","207972","313498","414464","368291","257341","220226","330199","132953","164353","193865","216902","188413","248412","247644","226083","226356","219072","266869","182213","248478","257907","243676","229075","195724","252331","201436","258539","208316","207210","178601","259889","289990","252997","284013","331590","307444","292392","248025","228736","194637","239332","188045","211053","104478","110593","116237","201827","219276","205027","239244","205466","227243","206251","222321","230842","113741","120093","133851","179063","161958","194444","174947","214834","211244","170125","158059","190713","232896","172573","165703","209350","197861","132446","134103","171146","213081","146016"
"Unknown 76",NA,"45994.74","160280","141709","151150","122459","133964","141908","302777","334645","309317","187338","174038","226513","101505","147133","134104","163940","7668504","202630","206437","177835","168305","266028","291789","119599","167351","200848","182809","7353572","142486","161018","177373","215019","170597","173821","151104","202541","225220","132591","204213","242136","210227","194079","129047","146638","154730","157044","112162","105473",NA,NA,"99776","141083","187989","144432","170087","166925","158168","138329","147292","167144","63193",NA,"94809","137534","149710","146918","138372","153228","179645","117942","6963875","106637","8082235","105679",NA,"124900","125330","102034",NA,"95400","92200",NA
"Hexadecanoic acid_2101_1TMS",NA,"46009.74","6189196","7374867","7288621","6386675","6614647","7784617","9220624","8628537","9415625","7565685","7589489","9112182","5312185","6868487","7146347","7188708","161028","8002818","8482470","8247814","8179626","7498695","9089445","7104575","8525157","9098148","8362634","131129","7996630","7710659","7772050","8087503","8670837","6655250","6810878","7229808","8495952","8047504","9186453","8392660","8808169","9229632","7119762","7037201","6513784","7549023","1076710","6518271","4978605","5244054","5857520","6334536","6673753","6436544","7455549","7234216","7422523","7049799","7990178","7601039","5454821","5612474","5688286","6633701","7052972","7458518","7610712","8097993","7748424","6457917","137933","6517944","212243","7302469","6164668","7239328","7222800","5570464","5014004","6812462","6869594","6758671"
