"","mz","rt","GD_010_NIST_RPP_RRHD_B1.mzXML","GD_011_NIST_RPP_RRHD_B1.mzXML","GD_013_NIST_RPP_RRHD_B1.mzXML","GD_016_NIST_RPP_RRHD_B1.mzXML","GD_019_NIST_RPP_RRHD_B1.mzXML"
"group","mz","rt","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M378.2443T644.5","378.244287109375","644.458809677738","183865.179876221","168384.859889907","160496.278492083","149003.458140416","148461.084077832"
"M378.2697T530.8","378.269694010417","530.846304196692","127750.561707555","129529.643068855","117509.948562946","96736.3003594573","81268.7776602125"
"M378.753T667.9","378.752972412109","667.864358003661","189313.618728238","140080.898221625","92417.4242665546","76506.2645431561","306070.180286122"
"M379.282T557.8","379.282005310059","557.80613367402","938913.017718525","908654.864874258","811954.321981534","520203.03237544","421512.534206152"
"M379.7452T644.2","379.745153808594","644.171527431049","336571.260073158","318199.056696278","304606.189047488","278967.555476004","265786.660322493"
"M380.2092T641.1","380.209173583984","641.065645034795","488806.487300013","554968.438779137","332267.82924376","288669.219651148","257825.671502944"
"M380.2426T645.4","380.242614746094","645.438322352854","413233.474105382","311016.318706541","336785.733981172","312626.443509673","266224.747890545"
"M380.2853T538.5","380.285326276507","538.545593810073","464518.352164051","143188.779053189","141027.746360073","104386.424613129","102703.808089211"
"M381.7505T669","381.750476074219","669.045251775161","62258.5853435988","61533.1624575454","62351.8494016168","65622.4761850178","66808.1696881368"
"M382.7671T29.2","382.767050170898","29.1596470020894","104553.956045447","77333.4605911591","77738.6484901695","65810.601390188","58321.6638710191"
"M383.2041T486","383.204119001116","485.999507697868","8598.27659649642","188544.786818432","48455.7720841852","84142.5952487686","36184.5298909766"
"M384.1737T254.7","384.17368888855","254.661931954845","140036.8826753","238748.86128827","272366.442992254","112834.518607239","184675.880975933"
"M384.7469T659.4","384.746853637695","659.367062661606","230666.674486506","236646.075001176","213420.434841195","205060.779309626","185759.409977121"
"M384.764T29.3","384.763952636719","29.3483974521204","48609.8774721123","54430.6264697134","39808.2947765367","33602.3030589755","38608.0131719897"
"M384.9239T911.5","384.923916625977","911.473550918272","249372.207783126","238090.880223291","233040.572939741","206638.109802055","153185.749868986"
"M385.275T451.4","385.274955749512","451.440470572823","19091.5675796158","19330.0225175262","41464.8600355049","18211.9057388661","16958.7086109245"
"M385.2921T529","385.292136056083","529.018774731451","264596.392409061","36357.1875295844","61262.1560192824","30762.3751773307","21191.0016450266"
"M386.2562T679","386.256223042806","678.97207197295","34593.9715091671","229194.308030911","50553.1470440067","119212.168952127","157268.090269207"
"M386.7146T30.3","386.714596557617","30.314752458809","37635.6172054377","38234.9557486552","35535.0865401312","31058.3735651063","26894.6686526412"
"M386.9186T917.4","386.918634033203","917.444346328716","2437382.61459854","2357320.06265645","2085015.5026677","1746928.94032283","1519223.90479295"
"M387.2515T496.9","387.251454671224","496.869013852111","240223.338245681","139383.091296734","165760.184300036","106585.751768926","93126.2567958341"
"M387.2683T585.3","387.268287658691","585.277037139116","83605.8426834469","137179.988874539","52251.605898398","61555.0492905783","55817.4747092684"
"M388.7117T30.6","388.711740112305","30.6126387154139","72686.8824840439","77005.9907887471","79415.1597697803","60578.6132230241","50115.8023252732"
"M388.9202T912.2","388.920211791992","912.172173172349","294045.379636263","226554.029321694","230833.281866886","189124.820720519","149389.678551782"
"M389.1112T489.1","389.111181640625","489.105828376139","53973.1688732052","46546.5063078031","45237.2277614751","37071.3474386121","1856.85809337772"
"M390.7987T28.8","390.79870300293","28.8333921864518","158218.607211033","151043.86929572","136876.804373771","116330.498941743","116959.152206085"
"M391.0142T406.4","391.014182196723","406.416040911536","127308.220061104","82868.146661549","92242.8156750822","50747.7434446851","46931.2138883947"
"M391.0141T945","391.014080810547","944.976273182174","242418.364126806","240042.85486958","201954.050633832","192876.058026036","145053.996220813"
"M391.2851T626","391.28510538737","625.96480379436","2594045.48684906","2517899.17071532","2109029.34589306","1790342.99579095","1542172.11385202"
"M392.1562T460.4","392.156219482422","460.375518306695","57160.975239809","160131.305272366","130634.956548141","176886.7948085","111665.780747162"
"M392.2878T608.5","392.287762451172","608.536270461828","635080.84310511","582739.183624122","540420.622535151","430582.135385934","110914.971542364"
"M393.2591T674.3","393.25910949707","674.256734235678","153578.986446461","130985.121701376","133791.681864576","129476.706677211","102446.533668633"
"M393.2859T354.3","393.2859375","354.346376495558","335109.354278169","302519.599985801","277257.249423565","221137.726184177","190444.735343618"
"M393.2986T601.8","393.298634847005","601.769858735378","2410453.66031293","2231052.28280923","2131750.11472825","1771640.17813011","1565114.94116702"
"M394.2164T568.4","394.216387939453","568.401159945435","365517.655344472","366296.348650134","299787.919147377","235581.146596536","205787.677982393"
"M394.3013T616.6","394.301264444987","616.623788166651","605879.870321202","560890.956921679","537139.548193651","549519.4073681","360404.360800571"
"M394.7927T28.9","394.792718505859","28.9075612476632","66767.6162681624","41609.9157130865","56856.7587484283","54035.5464811923","35195.3812351875"
"M394.9939T791.7","394.99387512207","791.747366399528","86500.8159697701","70256.3417124123","73825.581952188","55564.3104723241","34644.8784661856"
"M395.7574T733.3","395.757373046875","733.313592811071","133605.810892626","58575.4809630189","34205.8561655525","35989.3536425304","48822.2762610939"
"M396.414T26.2","396.414025878906","26.1712988959877","77908.0014198793","58405.0966445921","67384.5442164735","55145.5630341951","42582.4678263403"
"M396.7465T661.5","396.746478271484","661.450036493568","89417.732052272","87732.2578886469","87741.0751414644","283632.374939205","79556.3543717972"
"M397.1473T360.1","397.147320556641","360.083533746148","29705.0754571238","19116.8308465048","19360.738242279","105051.601865927","117097.593527521"
"M397.7544T670.9","397.754382324219","670.932962934411","355823.350277918","346582.104312988","333594.436002491","333230.569838119","303488.626223848"
"M398.153T254.6","398.152972412109","254.566345935361","252442.529668905","226606.904323615","218590.30476424","192312.883173455","166972.78818464"
"M398.2414T354.5","398.241436767578","354.526921343713","669451.243240211","577802.235693764","542671.011274289","453854.543148856","360487.0922298"
"M398.2561T651.5","398.256081717355","651.463739621872","331663.11506048","145151.52653979","238649.404052916","145655.914510532","134665.80443291"
"M398.3136T427.6","398.313559395926","427.644434263052","11629.1900616895","9802.62382128091","16409.1523350896","13625.8174784667","6600.52910633557"
"M398.7187T749.4","398.718685913086","749.438760196259","34582.1762132767","227148.063021338","41939.0134299239","39613.2641448814","24550.9525040298"
"M398.7626T685.1","398.762567138672","685.072687888118","482751.948858208","494370.282914933","431537.430596442","488909.749284336","437523.128816994"
"M399.2509T445.6","399.250876290458","445.59307366509","2499261.49385451","2150194.22323372","168502.779583367","1507051.58840839","1584376.99960477"
"M399.2641T688.9","399.264080810547","688.907489236713","288104.063669823","286975.485284247","307828.331658993","270857.567336025","267221.347199477"
"M399.7705T703.3","399.770489501953","703.325553137146","816302.579527549","776033.902182422","439415.648579822","743290.908168304","673327.293881878"
"M400.272T703.4","400.271978759766","703.41182349913","375583.31219475","374727.465101473","373508.604320579","348505.247822043","319874.018026746"
"M400.3421T438.1","400.342138671875","438.126623914631","347043.596193653","331238.84104216","302742.363937043","246305.622199356","195164.849286638"
"M400.7649T665.4","400.764916992188","665.369185725501","592564.786531948","570031.052823102","518885.843031864","190531.456389295","357919.781978917"
"M401.2662T598.5","401.266162109375","598.548834344168","347568.92172877","323256.677180402","292125.56894805","277385.11576985","521372.307666342"
"M401.3412T577.9","401.341160365513","577.899126651136","180196.051936542","199439.352448749","193379.876495762","100323.441006584","88047.3725107821"
"M402.8246T28.5","402.824609375","28.4616528233271","94412.6294874629","85373.8839766337","127946.509142286","111457.587194841","50911.3838426055"
"M403.2632T585","403.263174438477","585.014241272369","80882.479441005","97361.049657302","74237.1176757552","78670.6055570391","74692.7888059689"
"M403.3565T592.5","403.356549580892","592.481656912501","192160.259031864","170861.956756555","155595.586853908","135875.708077068","103963.894029523"
"M407.0086T943.8","407.008636474609","943.768402080374","96065.9919273718","82246.0172001574","76227.8807301395","60025.3486252028","54190.4597515522"
"M407.1897T684.3","407.18970137376","684.293365451908","853065.188108653","726691.626393862","710194.062131854","658588.829717623","514641.984261847"
"M408.0148T943.6","408.014837646484","943.640171026564","67262.3136617306","61974.2679354235","54301.6761517316","46248.1698421763","39250.7243618888"
"M408.7481T683.5","408.74813406808","683.493676317068","85936.4148836501","235238.927787415","240095.414449162","93818.8935122416","173945.957123616"
"M408.7869T930.3","408.786888122559","930.338282785757","1991918.1080246","2022550.01214903","2026370.70768518","1912211.0982475","1901887.31978968"
"M409.7543T667.1","409.754299163818","667.14107514663","295046.867002892","399829.236109179","281107.435399319","396948.815847989","367192.667602541"
"M409.7888T931.4","409.788795471191","931.441876898334","377591.203768088","220537.684468784","327992.042788665","314452.712076812","301935.594217729"
"M410.2564T673.6","410.256359863281","673.592261291706","177772.390008076","182258.484026047","186566.215208387","181871.136195291","166774.53316573"
"M410.8564T28","410.856433105469","27.9961488859048","154613.670541723","127711.89499323","142711.663894996","159104.620139856","82851.2188793017"
"M411.0936T473.7","411.093561808268","473.660295164019","298722.987437585","256093.483665737","377542.023314293","137247.450265639","209250.184351497"
"M411.243T585.9","411.243020629883","585.861232893744","271529.266083007","201238.550597377","247203.692742621","131430.031276339","328867.742434236"
"M411.264T679.8","411.263954162598","679.816791120553","840095.514219688","281738.003922923","344686.967362324","257617.247327123","317144.435864231"
"M411.7704T696.1","411.770397949219","696.064912622585","1033676.00175621","993289.621387377","1003072.28836581","969678.207275387","905822.23716534"
"M413.2663T608","413.266271972656","607.961995755492","9621905.36013998","8852072.12463564","8135053.88927518","6562239.82240114","5293366.85529957"
"M413.2797T713","413.279718017578","713.036430774346","1533050.7598732","429115.495163894","1283652.005572","1122247.69761149","849178.022979251"
"M413.7861T728","413.786059570312","727.999386156858","311142.710368078","302208.338565765","218000.159344911","282608.364835917","315205.908124989"
"M415.2726T608.2","415.272564697266","608.160018962549","328818.813837893","330518.834366416","282824.040153444","233173.436705528","187862.043609317"
"M415.2817T508.2","415.281745217063","508.209443124599","786512.625534168","314233.703964127","682119.862603534","556378.46389303","479384.993603831"
"M416.7806T707.4","416.780606587728","707.439737013644","189871.774406804","268769.018436929","185159.434263887","178712.555602501","162088.453005791"
"M417.2424T643.5","417.242365519206","643.468165624833","187038.408763525","132136.544947084","124946.103128566","122022.434997337","79832.5415466525"
"M418.2161T571.4","418.216122436523","571.399392787704","197012.081037514","111034.132056681","147087.166182213","78887.8987898492","60004.005877168"
"M418.2246T451.4","418.224578857422","451.40025383149","34707.8379902772","63006.794404933","18842.6549485515","55686.1615558757","57973.4556480059"
"M418.7988T28.8","418.798773193359","28.7902719712585","37984.1457453553","21156.5772723386","18942.7191922052","32209.5412967139","28000.309835272"
"M419.2766T505.7","419.276646205357","505.660101112441","152592.102891823","212509.189852018","202488.202591697","123840.440302768","108651.584370911"
"M419.3117T673.5","419.311725616455","673.479189560597","101319.895661986","88989.7422626841","104746.321659366","123831.381706224","67176.4749291763"
"M419.3137T687.8","419.313722229004","687.839751051261","159327.61852497","97354.6250067225","317620.712370644","99270.8276359887","215271.867996425"
"M420.258T642","420.257954915365","642.013647909604","42974.4808246362","31853.5481095631","36334.3430333181","225125.579132876","174784.441050428"
"M420.7567T695.7","420.756726074219","695.674812515316","320396.920193537","323578.464315941","263311.700501928","301064.943513073","208918.273095199"
"M421.0601T943.5","421.060137939453","943.468446467168","48812.0507391736","41088.501635589","39907.2357736745","30303.0348959609","25343.8517005933"
"M421.233T466.2","421.233006795247","466.2113287931","2123755.16963887","1844363.36734241","1588615.2525534","1302107.63684392","999787.992992882"
"M421.2326T911.4","421.232601928711","911.432692728447","1492242.72284136","1472845.71503145","1340357.98741974","1098192.13532828","814343.974499563"
"M422.2361T466.1","422.236063639323","466.083073763035","435196.393194615","370740.871148814","323805.485630785","231981.401736551","175909.973072738"
"M422.7622T676.4","422.762178693499","676.41515652204","285586.225424399","346835.562282545","274925.021408305","376559.844081242","248924.42051534"
"M423.3072T636.5","423.307214355469","636.483424547773","452089.756165153","473619.715468426","424229.707475169","249857.638409322","229102.503736073"
"M423.8086T635.5","423.808587646484","635.475491826608","159687.9368628","143775.545529481","142193.012061605","132384.253846118","119865.634385"
"M424.3421T428","424.342086791992","428.020758698063","304917.288702124","288890.092728106","274208.505361407","222305.835626524","195198.257895646"
"M424.778T716.5","424.778010050456","716.470837336856","731255.081519951","422820.068489762","516948.702078205","499963.831696684","458387.398652712"
"M425.2144T481","425.214360555013","481.035436753107","84566.4518312534","125727.813499925","75584.3989286508","72849.6457737783","56001.9717446878"
"M425.2475T604.8","425.24750328064","604.75808385401","60017.9581297184","130271.846331977","281871.840964194","48039.4213367041","74376.6605070014"
"M426.2873T745","426.287348429362","744.989012643112","197430.545582033","210856.341462878","295426.917474048","179951.61552275","138373.642846215"
"M426.3201T743.8","426.320138549805","743.800036996928","138694.897004655","179461.064327651","185120.686986489","164238.87363827","151692.619276669"
"M426.3579T448.9","426.357899983724","448.851870918547","510033.226145377","587616.235522556","438864.912040007","360193.658024428","313488.323876435"
"M427.3609T448.5","427.360900878906","448.49899089254","137880.232428682","138416.400906065","119469.622552674","101932.465224217","81970.6330478537"
"M428.3259T644.6","428.325903320312","644.56658480236","141951.729081107","138524.350188634","132289.593567158","109249.612121359","90343.3438358784"
"M428.3275T379.4","428.327496337891","379.382691320484","82779.0131272958","76219.3692174017","69399.7314270689","55724.6734816395","50561.8631920691"
"M428.3733T473.3","428.37333984375","473.288996259653","97841.269045752","96269.3790395603","87013.195594182","72620.2242215078","71570.5728539934"
"M428.6996T31","428.699560546875","30.9877285881825","232153.345361127","225363.50633893","220336.458994878","204698.184502077","174999.097229355"
"M429.279T596.9","429.279013061523","596.893105413676","115918.609450959","97150.4507315722","315900.026059159","72918.834313489","117580.763095345"
"M429.3339T603.7","429.333862304688","603.677137276796","194923.838195729","211335.094565917","111747.0471018","187749.102791042","71375.7018836479"
"M429.3726T690.1","429.372604370117","690.08658787354","465490.057522619","178940.664332869","66401.1045798132","65033.8067858147","345421.984641324"
"M430.3148T650.8","430.314785766602","650.78317373164","471894.51373821","430203.404467818","485676.506790875","342445.765962118","309967.112905576"
"M431.3155T440.2","431.315539550781","440.182858240694","167180.830381687","156367.203482114","153368.852815217","127246.682290393","102349.03941314"
"M432.2798T378.9","432.279797363281","378.851114715178","857278.437854438","770556.423841842","722536.363610914","606397.073695742","502769.618901175"
"M434.2984T729.8","434.298370361328","729.780117916309","303939.515744697","257881.691966085","268136.660547531","243647.98870372","364277.171894044"
"M434.6908T30.5","434.690835571289","30.4871603942956","217795.989179747","193883.285244952","186878.302017541","170967.650461504","153882.166583899"
"M434.7997T729.9","434.799697875977","729.940495169354","304786.642572787","170192.591485787","313298.954732245","284399.677832154","180999.196992853"
"M435.8081T742.4","435.808099365234","742.420390165254","201746.507077622","197215.389523201","185853.526029473","177993.116943857","165890.160777933"
"M436.306T730.6","436.306027730306","730.627813577428","189997.939137272","410029.282948109","183503.540228487","196273.684472977","157404.608435094"
"M436.3149T663.2","436.314931233724","663.215172921993","444319.049577053","396887.496372383","394590.441969506","371316.16254721","314275.849433233"
"M436.9527T721.4","436.952675559304","721.436369417949","262983.317728503","217187.112429677","91740.5370791398","26774.0211143055","193688.678788315"
"M437.3225T668","437.322509765625","668.021973063622","482169.856822011","453225.244933371","401134.712190053","377597.994590554","323726.670514245"
"M437.824T671.6","437.824022928874","671.637447507614","235273.927929869","349351.482090825","226826.316409809","210444.373958499","184359.503053508"
"M438.2977T509.5","438.297704060872","509.463336164432","170719.044744422","183157.815869602","139355.570390789","119096.534404772","212249.371734187"
"M438.32T667.8","438.32004699707","667.778299484988","210548.274179918","239170.21762278","191407.796985875","276521.765524258","235010.370753211"
"M438.7282T29.2","438.728182983398","29.2208863676706","46896.5655915175","43073.6840500967","46715.1492838682","36793.1295442287","37793.3422241844"
"M441.298T766.8","441.297962535511","766.755136155131","677011.556087629","668328.009404187","308182.443947754","545395.505381577","638984.147570092"
"M444.3092T685.3","444.309165106879","685.273498366115","93778.5710519813","38065.4441749468","110998.82713662","281737.839714396","14840.9906270731"
"M444.8769T880.7","444.876895904541","880.699574592499","599280.570789916","635334.074523588","420079.728428887","593032.101058425","335637.390475086"
"M445.3013T644.4","445.301287841797","644.423568931486","128609.366867805","125240.744949077","123646.553609635","109333.086832014","91154.4879811401"
"M445.3669T680.4","445.366876220703","680.407568912017","192960.759533891","141229.782945607","155246.083557826","163857.481769143","137594.974980267"
"M445.7942T476.5","445.794245402018","476.490056579954","119295.513839236","227323.347593285","209729.167520948","101245.650499966","244704.69026169"
"M446.309T666.4","446.308978271484","666.43401169803","334624.772056991","316485.277732009","289726.654284569","267673.19524651","204940.645598897"
"M447.3073T635.7","447.307348632812","635.696839910522","83725.6960194026","24168.519013332","88019.801598042","88902.6342623475","76444.2847633552"
"M447.3446T730.8","447.344648278278","730.763413005832","771506.122023011","733689.57199511","498885.866747161","564168.396833637","384689.344909376"
"M447.7966T674.5","447.796564275568","674.471032335467","206519.76380354","489514.071023297","327183.853763883","558308.137115531","502892.359214163"
"M448.2453T378.9","448.245306396484","378.935663836705","54302.7520606173","49129.6464785091","50852.3432857562","50543.5684792923","42985.1261189925"
"M448.7574T29.1","448.757418823242","29.1338149904407","123588.738907079","119433.794178413","112827.217109699","100209.792247993","90940.5788621085"
"M449.1513T935.1","449.151251220703","935.130231933341","28242.4373738914","27990.685591703","23795.6497255316","38456.4748118832","35774.7651579262"
"M449.2363T866","449.236323765346","866.025534531369","1616269.10602301","1555238.62801485","2131283.05063571","826468.622212968","1551016.33697761"
"M449.2885T476.1","449.288473510742","476.086252205307","6669.35297223574","24735.0825081633","6103.47240792889","16929.4167795769","16700.137488304"
"M449.3087T361.8","449.308694458008","361.784289589736","33987.9318885657","29210.9503285342","19805.0902594303","17774.841712733","14884.7137396388"
"M449.7903T665","449.790340423584","664.994383092268","3358253.30231425","3485408.58772536","3459381.18612906","3462973.32173907","3422358.61784263"
"M449.8437T879.1","449.843678065709","879.055461181805","127181.128576966","209846.055572261","167047.808180702","172443.809654383","88417.5480732413"
"M450.2389T863.5","450.238880702427","863.487763148762","315981.969085286","704361.917271421","683263.829129517","231466.951155622","420061.118977619"
"M450.3209T393.5","450.320919799805","393.531000548306","93429.8776461534","77245.507015646","79190.3231347274","53883.9862479406","49511.6435066523"
"M450.7543T28.9","450.754327392578","28.949679761546","113870.34892875","95588.594955104","101402.01876333","86235.6793276835","57941.8235310754"
"M451.3091T569.6","451.309149605887","569.624103680809","311208.538751497","390037.689068803","414663.52722973","340450.252328837","219877.579907037"
"M451.789T886.8","451.789038085937","886.832066810099","1011137.63210598","948614.134420048","956464.42126616","939351.897503858","857811.442504162"
"M451.8119T680.8","451.811898803711","680.758620406009","181020.218548986","78393.2154322397","80867.258196165","69871.1720578664","61622.3485190396"
"M452.2767T460.1","452.276694161551","460.13076776378","82186.5215193896","121198.36956287","98691.0350429862","56700.8436590585","125717.654231543"
"M452.7373T223.4","452.737289428711","223.35821252815","209285.802802372","29524.4608471976","36047.4335659185","21762.7692504893","19819.6424056685"
"M452.751T29","452.751019287109","29.0323932647662","59701.7233656368","52109.6824372864","58866.7281785846","51485.1995130371","41408.9612833047"
"M453.7847T902.4","453.78473578559","902.370106064366","4501779.73196683","4567907.69771057","4550933.75448083","4349449.42981575","3833742.56760131"
"M454.2931T489.2","454.293078613281","489.220592073563","725572.817111236","696287.136271167","613126.869754526","482274.37702364","400784.380994738"
"M455.3412T626.3","455.341156005859","626.349721779998","145937.321920601","122641.005787813","117226.187135812","96834.9215971538","79748.7072982735"
"M455.823T699.1","455.822950575087","699.084841125148","69203.9602865318","20604.2047866714","65299.169068401","46795.3911815944","39950.5712338866"
"M458.3469T414.5","458.346920437283","414.461854132507","58487.3687898197","157096.428060759","53180.6885345005","23103.5848127021","104988.060579578"
"M458.783T696.4","458.782964070638","696.426208433726","213263.693446344","108954.68318668","97167.0691642368","86149.3840835082","365029.073152807"
"M458.8315T835.4","458.831488037109","835.357655404482","235553.971229344","236759.155079173","89978.4297185499","187766.780975696","177318.699754074"
"M460.7833T28.5","460.783346557617","28.5086124323655","98565.3877551708","71579.7943982096","61401.9498007822","60710.0958162562","61277.6593475081"
"M463.3029T460.9","463.302897135417","460.930505316145","95046.4023168178","110873.617622998","80627.9611070203","71481.7551851504","88123.5326631142"
"M463.806T545.9","463.806041011104","545.877289066796","463285.764867226","731360.234004518","797582.453146822","615262.919275691","410474.930877999"
"M464.374T581.9","464.374048868815","581.875466431779","44073.5782538568","90835.110030099","129332.014972949","90083.8068659386","119725.547316787"
"M465.3218T683.5","465.321771240234","683.514195828485","75113.3692885425","111634.916647263","70146.3195989678","58505.919792997","73597.3625902308"
"M465.8414T883.9","465.841355641683","883.944785288163","561835.774992078","508874.418318436","641483.170897606","535123.616580206","553524.715990374"
"M467.1015T678.8","467.101507568359","678.790729732771","45313.5219575173","37581.5418991657","31732.2561612371","24320.1248202623","23024.0723915476"
"M467.8006T688.3","467.800617418791","688.299457642115","1948792.66999961","1907109.64521662","1795765.7220204","1389773.42891561","958732.163880553"
"M467.8363T925.1","467.836345672607","925.067766815647","3101382.16639253","3065291.21815482","2975905.58819678","2621635.25568015","2285212.51899923"
"M468.3088T442.5","468.308843994141","442.522432994071","1032710.70646606","947659.591256602","880022.926163381","706772.736481316","639364.396137988"
"M468.3754T566.5","468.375350952148","566.54227596672","58276.9421352897","53092.7157069379","50413.2054925505","38634.7195670297","31450.509214687"
"M469.3117T443","469.311730957031","442.958699263055","289922.359873284","223492.963594376","214077.173704386","199942.559132581","170643.056826648"
"M470.0817T579.5","470.081713867187","579.469851939456","27478.5158522343","27462.3716982836","25382.9600109865","20197.0336586944","11827.7122638865"
"M470.8121T28.1","470.812149047852","28.1255514976082","83538.1812097114","36230.3558653657","71849.9443648577","44900.8531783655","47231.1260564562"
"M471.1659T423.9","471.165893554688","423.909586538964","98299.9701562069","375943.084765728","46075.2179616453","295890.637988018","110635.253375698"
"M471.3473T710.3","471.347302246094","710.294740344317","38948.4714589807","39848.7248075157","37394.7106714169","34630.1920161044","28472.7661709167"
"M471.7381T231.9","471.7380859375","231.930892301836","148640.510903475","139019.900813182","138436.973805335","119614.915727306","115806.512015218"
"M473.8071T685.7","473.80712890625","685.721542266002","156492.022707367","331695.577527831","135085.860132673","266407.309887684","148092.452606869"
"M476.1909T294.6","476.19091796875","294.640371484071","39563.4207989852","38800.3411970236","38772.1826085043","37759.8138823519","27334.532912767"
"M476.2747T487.9","476.274688720703","487.939700969266","57548.6125352532","47845.6147020455","48302.1642043532","65165.5278433731","39281.0725500943"
"M476.3131T675.7","476.313054402669","675.704375918976","198970.59816323","183125.498566632","456608.704021192","142511.047587852","141885.918496023"
"M476.379T608.2","476.379000854492","608.216771104954","114757.133904604","109446.67099504","82749.8450680396","84165.4415704656","70063.9752815948"
"M478.3294T702.4","478.329406738281","702.404655023539","1455241.70381647","1424621.93683703","1247264.9430188","1131832.0421648","1007669.29410742"
"M479.2964T476.6","479.296368408203","476.646255042394","515007.943799048","487511.74948332","448313.834719257","359335.419091752","322908.146416418"
"M480.3441T500.9","480.344111124674","500.920694002918","1268334.838318","1156916.45300073","1177162.88951746","814728.858843646","665619.719141972"
"M480.8409T28","480.840942382812","28.0358628449196","85337.95999541","62670.4477324143","61471.1897305112","69224.4874304204","47972.0034341029"
"M480.8945T904.1","480.894454956055","904.07486576815","445300.105639202","444642.212697415","474868.756473421","414418.299866034","387093.287024874"
"M481.3473T500.4","481.347253417969","500.350639397728","524814.329939316","520892.790658897","439824.60694884","351029.213800511","294673.664452271"
"M482.3243T502.2","482.32426570012","502.227784670403","1828797.39851572","1520495.16959681","1416464.90809281","1139136.586317","1133667.73783341"
"M482.7539T35","482.753863525391","35.0330085947361","29691.8600396148","29231.3853183773","30986.9204724201","24320.2524279575","22185.424422285"
"M483.1326T609.6","483.13264465332","609.632197205397","77817.1658772833","72752.1194148345","70464.090377384","56923.227460966","45425.4981638242"
"M483.327T521.3","483.326953125","521.335312493659","831687.132855087","834580.180211066","699170.503560066","651087.826420073","559617.304601261"
"M483.3638T498.9","483.36376953125","498.87146336207","252704.717849222","241921.503065362","207005.732201032","174555.172815948","147862.571059102"
"M484.1339T610.4","484.13385925293","610.434270232982","36112.4955606085","34316.6850862822","29174.1247609524","160053.306702995","61773.5265375516"
"M484.3299T499.5","484.329888237847","499.50096676751","202162.073796886","196793.247481752","180834.101671956","41433.3280061106","140518.391210697"
"M486.3627T679.4","486.362683105469","679.365698038944","44011.5225866629","37742.4256431604","37385.012657663","32059.6744455479","26374.5607920513"
"M486.658T30.7","486.658038330078","30.6954156066141","106877.745671701","101609.332414361","139708.397489307","88317.4475242536","118430.015355973"
"M488.6555T30.7","488.655462646484","30.7235133031051","287207.178271721","286963.157228623","267726.468585436","245620.286077594","235368.252144368"
"M489.1462T450.4","489.146235148112","450.42753014782","93745.1130758893","82878.9841251672","130375.779062436","46100.9496630451","39979.5299866435"
"M489.1725T336.7","489.172459920247","336.691569873762","73623.6528832291","65540.7750518917","44539.0474552485","121871.150709995","46189.103690005"
"M489.3208T677.9","489.320775985718","677.854861921087","121914.304926393","65016.0921283363","91714.3404410358","75838.0205487722","31192.3413027287"
"M489.355T559.2","489.355041503906","559.241401049101","684704.587299686","643981.114112097","583205.893361265","469379.908663499","388998.706286174"
"M489.8943T582.7","489.89432480756","582.743647338177","278105.403061313","260178.69403049","4707.28096835996","181023.723977046","97649.7020787606"
"M490.2069T293.5","490.206927490234","293.492832338378","44847.1098128001","114404.145912774","23583.953831019","40238.4544098113","37331.5156470618"
"M490.2902T442.9","490.290234375","442.858038237089","122489.124653689","103602.227139446","98551.9251609344","85233.169604163","67565.7172009221"
"M490.6525T30.6","490.652474975586","30.631458877183","310970.211940943","315062.330873941","293374.357931688","281159.442964836","247947.407220899"
"M491.371T577.4","491.370999145508","577.381409866356","933096.783123697","706259.389857137","627132.115348838","540170.564341636","428152.595311063"
"M491.8927T948.9","491.892687988281","948.913843811754","110425.398124849","68345.9300051055","59293.198060336","48631.8906697186","57024.0170053419"
"M492.3744T572.4","492.374407958984","572.36420124675","465660.436782693","477557.319481877","356005.778291521","350447.165263406","283529.150388994"
"M492.6493T30.4","492.649319458008","30.418169231104","203003.218096288","193329.946826055","193500.184833366","175652.645009657","131899.057729728"
"M493.8885T927","493.888481140137","927.01575532048","513352.607019254","573299.693983987","485053.291393602","468869.14195469","420998.182995991"
"M494.6463T30.6","494.646267700195","30.6308561910498","82959.4590032754","71556.2752253005","77132.8670650439","67522.763379843","61530.5563640432"
"M494.8426T31.3","494.842590332031","31.2631934404465","193251.966167102","168863.693453881","165827.652931305","137408.261577774","118722.464632251"
"M495.3278T454.8","495.32783203125","454.782839903071","896880.781122753","877284.949242786","761511.002438631","606671.12207716","548324.373481236"
"M496.3397T486.5","496.339706420898","486.525161086241","1960946.74723666","37026940.5098933","1754080.33870954","24308007.014878","19410874.0586868"
"M497.3434T488.2","497.343392944336","488.224291819457","15939694.4704018","15273937.126276","13897551.2665911","11590318.8241204","10486031.0554058"
"M498.3467T487.1","498.346660069057","487.126464859461","3302464.54416728","1441085.57015646","2345065.30478534","2076829.75128037","1311678.63636501"
"M499.3487T483.9","499.348693847656","483.924013693333","344623.252264388","346543.00140185","322886.125095091","266688.787531376","241642.205114062"
"M501.3919T553.2","501.391949462891","553.175615903327","199672.715688732","186130.975457092","173193.289672154","140199.924700184","475325.324560861"
"M502.329T682.6","502.329021453857","682.639813803039","465845.849357593","421755.261679095","394101.192811724","156088.634773014","202770.361552048"
"M502.6778T29.6","502.677801513672","29.6406158616918","50365.7068053106","48740.7978297937","44837.4973591573","44606.4156682549","38062.4147199342"
