"","mz","rt","GD_010_NIST_RPP_RRHD_B1.mzXML","GD_011_NIST_RPP_RRHD_B1.mzXML","GD_013_NIST_RPP_RRHD_B1.mzXML","GD_016_NIST_RPP_RRHD_B1.mzXML","GD_019_NIST_RPP_RRHD_B1.mzXML"
"group","mz","rt","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M503.1072T685.7","503.107182820638","685.652569036089","147721.987790062","171558.272588739","113137.635093863","88530.0353027522","41571.395564511"
"M503.296T479.6","503.295977783203","479.55883809003","326476.03966505","316176.648609203","291759.616010774","241690.824159612","184692.408731807"
"M504.1078T689.9","504.107807704381","689.942891810726","96973.8667771984","78990.3087474943","52205.8245723318","54689.3811857958","43278.6052468214"
"M504.3446T699.5","504.344638400608","699.493446795504","486285.855563305","389661.48878666","441819.067918921","340457.868879923","250697.776217721"
"M504.629T30.4","504.629016113281","30.4260256694194","66240.1956701364","85085.5469484608","64497.7454728725","68916.5176675252","52731.4814763222"
"M505.3479T693.9","505.347857666016","693.894176075568","109053.822580284","123918.507373842","106075.239075614","91951.7346301057","77857.7349700112"
"M506.3597T515","506.359729003906","514.965108482046","268193.105605139","243977.698186471","258583.167490566","170975.874048218","151662.169156968"
"M506.3604T715.9","506.360418701172","715.857548394981","689854.644162426","719636.697459338","587823.710168539","529125.523430592","466539.48254227"
"M506.855T716.3","506.855020523071","716.250686902486","36182.404826055","412194.12243168","402761.233343725","398140.905434937","448807.145296949"
"M507.853T783.1","507.853006216196","783.053189878885","1393031.49760474","1038116.35869919","1343979.66679974","883808.143385137","1089021.05866336"
"M508.713T29.2","508.712985229492","29.2014457791669","103312.844940467","94342.4994436107","94842.8477263131","85622.6663164539","71381.35838248"
"M508.8542T755.1","508.854192097982","755.072690852735","396375.664252875","500151.849564299","222694.020616378","40254.1852688879","433369.917595642"
"M509.8476T741.6","509.847638956706","741.617870498791","7310483.6058525","7218478.64600306","6868855.70750116","6116340.70615046","5517319.99122185"
"M510.7098T29","510.709796142578","28.9683436576412","60156.3802877282","55749.9455536464","54002.4214513654","55423.7103669956","45033.2872477515"
"M510.8487T687.9","510.848676045736","687.863744782558","1931662.97564479","796223.669699006","1427563.03001865","982196.936019738","551958.202103641"
"M511.3586T503.9","511.358557128906","503.858628235315","414254.385661886","396972.644761595","354562.647078297","293295.015042866","247592.523575936"
"M511.8474T874.6","511.847376505534","874.60276615065","1217663.31549591","1455685.77364434","1085496.01575504","936361.668747194","807613.630945324"
"M512.3509T531.9","512.350856781006","531.911237430791","35905.1129169213","34076.6180687261","15714.1674724013","17704.759135682","54799.33309835"
"M512.95T875.8","512.950048828125","875.813407075797","35337.1942537802","35136.155649875","28335.5871554418","29403.4271543061","32761.8975793743"
"M513.3376T367.5","513.337622070312","367.47298225797","61413.1616279405","57370.9225804932","58189.4720547207","64502.3737899184","80164.9627434471"
"M513.8422T885","513.842210557726","885.036849343498","5058040.21703168","4710988.05085464","4405562.11893623","3766568.72249804","3216938.38520324"
"M515.8162T479.5","515.816192626953","479.525107750402","513171.505623264","405762.835955814","305222.689579461","313189.253832365","382536.791858095"
"M515.8453T896.2","515.8453238351","896.245461861155","284305.737300916","440311.732783772","440134.91574035","232454.501807507","240376.57724205"
"M516.8183T484.9","516.818322753906","484.918967200776","65780.7390323078","66565.1956483249","65059.6138038471","60174.5027112283","53606.4850009924"
"M517.3861T597","517.386071777344","597.02595906748","619021.315500984","534974.938507179","506281.990498985","390937.955147148","342127.632398592"
"M518.3224T471.7","518.322418212891","471.697547363976","1627657.37401141","3261947.44703865","1305045.87435578","2281530.16331116","897061.512647628"
"M518.3896T594.4","518.389575195313","594.449970840537","205110.680229649","188874.949377294","172280.617580711","143852.159915102","119941.715016372"
"M518.5076T240.2","518.507562255859","240.219773319537","177013.333430486","182997.400798866","162451.900509466","173344.281390654","166451.186760057"
"M518.7417T29.1","518.741674804687","29.1398563324359","39201.0602653739","41158.0549720354","44996.1560143675","37920.8723758226","58179.5319416815"
"M519.4023T613.4","519.402270507813","613.439775888742","584279.642945011","189796.669531378","493268.727657451","405663.593120415","322191.45541993"
"M520.3411T471.4","520.34111328125","471.401373539741","34332488.0831113","33332856.1684503","29468957.2288907","24876955.8387455","21082619.4582049"
"M520.5088T690.2","520.508829752604","690.238297076707","16280.2191491954","23746.4625502329","22701.2340667462","18898.0218379351","15678.7628092777"
"M521.3434T473.4","521.343418121338","473.395989810639","9202496.52840216","8943052.57398282","8176490.31831577","6692552.14999972","3574798.20646713"
"M521.4194T572.8","521.419445800781","572.839057906198","580176.008239063","534677.752367933","437357.368120261","428115.17695719","359711.476357692"
"M522.4227T573.9","522.422692871094","573.859890581692","194737.835316533","178571.321299654","161429.102040171","128054.439764095","121757.5768941"
"M524.302T482.6","524.302049909319","482.649512255287","479385.921923032","398301.678419204","540235.906662534","611316.257538214","330709.423274393"
"M524.8028T484.1","524.802783203125","484.095846935366","184787.194543524","161534.79720942","147930.51008133","122823.309899903","117264.192727836"
"M525.3635T495.3","525.363537597656","495.347190566725","183907.269660144","172917.15384095","155515.546394854","128996.21201217","110294.821622403"
"M525.3743T520.7","525.374279785156","520.678477289866","5531162.01795012","4728245.42323185","4766043.79566706","3841039.47615373","4106403.4034306"
"M526.2643T414.8","526.264270019531","414.785698691939","34738.5636765438","35173.0073364528","31313.0979562745","24877.6954530097","22839.0660717508"
"M526.2926T478","526.292633056641","477.991077487961","549207.960749427","777696.791844076","480602.893098449","411697.343330365","344338.378609292"
"M526.3663T494.2","526.366284179687","494.210172646949","22989.8604044285","21133.6727458294","20621.4062460413","15081.8718369669","14804.6733357969"
"M526.3773T521.8","526.377294921875","521.794240125877","1339780.01955684","1270153.54732381","765419.848639523","1027532.2435232","848671.808950088"
"M532.3202T468.7","532.320202636719","468.745324586658","246204.207780254","152065.216521249","214122.762446643","165920.585475711","197709.268138769"
"M533.4554T674","533.455423990885","674.019096423885","119191.171341442","13662.0469545514","120997.8080078","110362.896397832","84227.0263085633"
"M533.9203T915.2","533.920257568359","915.203912059209","143684.248338513","146338.032813734","123219.100168045","101487.832606141","28463.3462848052"
"M534.4588T646.1","534.458831787109","646.080750451821","45077.9015803801","40682.5653853975","38481.0725625243","31953.1345007973","24308.4689647174"
"M534.7978T474.7","534.797754923503","474.710925059494","50009.7108206926","152852.613727962","45296.6693289652","68983.2668213248","42738.2222153647"
"M535.3965T557.8","535.396499633789","557.771074613953","755133.211224607","731180.245883608","643930.956873131","513543.328618604","551647.425296066"
"M537.1664T710.2","537.166351318359","710.193043521288","411669.986476626","351666.538413989","294956.212944435","78527.8040748125","254863.983435394"
"M538.1445T615.4","538.144488525391","615.417077644241","23183.5856414646","22218.2935917213","24609.6517455375","15011.9470209904","11210.134751114"
"M538.164T711.3","538.164042154948","711.297187919101","388493.563837373","48670.365656052","259529.513125859","87034.3604899899","143085.629167139"
"M538.7996T28.2","538.799609375","28.2085114144062","66732.9054384995","63574.0289721907","71415.3378656162","50854.4197471623","51266.8580735876"
"M539.816T469","539.81596883138","469.0250628816","358516.038111241","300899.436341047","227175.052458253","246678.34399032","223441.404596713"
"M541.8312T494.7","541.831197102865","494.659428173645","255383.067266503","257433.910050875","242910.496384917","398239.209059972","196970.216334368"
"M542.3226T468.6","542.32258605957","468.616064216127","152748.541397285","1384734.41613772","143617.413907108","1732914.91402946","1247992.43451763"
"M543.0997T613.8","543.099664306641","613.836595527483","61830.640269129","48579.2456965349","47826.9913451239","36782.1643372521","47480.612031626"
"M543.1192T708.7","543.119195556641","708.70909271469","141780.859083091","114944.434867585","96834.9718141929","81949.5364374464","70955.9118293282"
"M543.3458T523.5","543.345849609375","523.51324741766","621419.071768045","580640.689120731","592235.244941822","430140.070667503","456099.680773085"
"M543.8473T523.5","543.847302246094","523.467909042941","368605.120869671","323018.955430371","320431.153724888","286962.925946936","271389.316144243"
"M544.1192T708.6","544.119183349609","708.585787835157","52294.4966438199","43980.0108855608","30069.1107228428","29608.528863614","26782.6127607728"
"M544.4044T598.5","544.404412841797","598.497620305593","200883.238704311","189447.240419849","172758.584349465","132227.506056061","114800.799024626"
"M544.4787T623","544.478698730469","622.994258326449","17744.0451597445","14629.3525916057","12783.6641523942","12405.0671644269","8535.8861231282"
"M544.6165T30.5","544.616528320312","30.4682008575674","79474.8674073115","74531.8209672357","104124.018531859","70795.9795077497","69100.574135676"
"M546.3533T519.5","546.353271484375","519.522404896378","838195.565134047","800963.008727553","747202.440361602","658852.68747604","758329.007221562"
"M546.3566T488.1","546.356616210938","488.141742218481","2649672.59847746","2540341.69564314","2166201.92935777","1768941.97622105","1544801.94767802"
"M546.6139T30.4","546.613861083984","30.4298392901717","186172.878532888","237994.657574292","175519.951253959","161075.60837724","191381.097339566"
"M546.798T470.5","546.797973632812","470.54801427157","231999.175993358","182196.567314393","196294.793197328","155520.179713988","138250.92856817"
"M547.3003T470.3","547.300331115723","470.324026670357","526980.798037796","429565.381725408","417652.149789957","535822.171584737","242521.749833326"
"M547.3563T520.2","547.356292724609","520.233746040391","1017401.56364719","681410.612666839","839952.96569682","506690.004948953","383000.943321172"
"M547.359T507.4","547.359018961589","507.413662778984","889099.326403012","731954.529421713","706427.284243208","537853.641058994","513595.687944429"
"M548.4366T608.4","548.436590576172","608.447427323442","72431.5423155214","62804.7267721408","59805.2266520915","54990.3456117753","40639.9069778393"
"M548.6109T30.6","548.610858154297","30.5915550057205","223102.61205507","226004.792344847","229580.919643317","190729.458084921","175385.161530409"
"M548.9143T912.9","548.914343261719","912.946199418285","152536.7401378","135924.660194869","113682.084057134","110498.206830732","91289.2385793347"
"M550.3862T532","550.386181640625","532.011705915218","260967.829389259","216909.712309285","218629.605348303","185436.308741596","146835.205189829"
"M550.6078T30.4","550.607843017578","30.4295362319135","165465.128602967","159868.055452196","154699.716411764","142913.346308806","121770.801969061"
"M550.6283T576.5","550.628303527832","576.47301979971","101334.169224836","87309.5861277263","66816.3538382559","55409.7638771208","47048.8895710149"
"M551.4654T629.4","551.465417480469","629.382529545576","91219.8102503018","85773.4537505486","80899.8159339038","66721.8077100568","53678.2037103962"
"M552.6048T31","552.604846191406","30.9592939497742","134229.880976762","130836.936731467","115736.094267177","107786.312187846","92952.1593101519"
