"","GD_012_matrix_RPP_RRHD_B1","GD_014_matrix_RPP_RRHD_B1","GD_015_matrix_RPP_RRHD_B1","GD_017_matrix_RPP_RRHD_B1","GD_018_matrix_RPP_RRHD_B1","GD_020_matrix_RPP_RRHD_B1","GD_010_NIST_RPP_RRHD_B1","GD_011_NIST_RPP_RRHD_B1","GD_013_NIST_RPP_RRHD_B1","GD_016_NIST_RPP_RRHD_B1","GD_019_NIST_RPP_RRHD_B1"
"group","matrix","matrix","matrix","matrix","matrix","matrix","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M343.8615T26.725","1977.13602773554","3135.07488949691","2839.70968223498","2402.07374730355","2020.64062865354","1830.40722870644","4801.75535206524","3196.23156038411","4105.27783704758","3537.63146136475","2292.90461793657"
"M343.9531T958.844","30435.0562421199","29598.1909205111","25499.2138263602","19065.1252239815","22258.1188349195","22253.7161192977","24477.8237633301","31814.8809425354","31397.502769165","25906.5741663724","21899.2633910582"
"M344.1346T35.8625","1661.39552817466","2049.775004778","1433.92945618989","1264.23484763873","1592.44269970901","1740.88767458501","21401.4518421811","21990.2504753753","17584.0255223699","14164.7236150019","11365.2510341876"
"M344.1349T431.95","6591.40495536714","5922.5862277758","4076.00866856892","4289.16699833875","3212.83581714585","3120.46995952824","6977.48256705326","7598.19584992308","6312.46865023345","4759.34783772395","4936.17950164795"
"M344.1907T330.806","7068.60514313498","7881.346815995","7087.63979582651","6508.86835005365","6998.67101150511","6523.12314139405","4191.82187820096","5159.93368228652","3548.20778880768","3804.11463561072","2789.67082430851"
"M344.197T631.805","10588.4859922119","8264.82927005772","8126.88781957766","7822.10777225027","7607.15173242185","5851.42244727747","8916.11936606336","11129.3405610792","11237.5388968099","9248.79013710027","7936.82690573118"
"M344.1972T574.343","4527.44454332793","4437.21711023642","4314.80771769527","4372.73083885316","4107.88616135743","3690.08988665357","34171.7498846923","30924.9768842838","29314.0887454223","25709.4373163054","21892.4593452873"
"M344.2277T62.5125","42278.3570626722","41359.0020702351","44678.3778920914","38016.3344222689","36460.627173053","34432.5671818543","5148.08739857881","5003.73326003592","5370.84621570399","3690.3704022769","2768.73035497215"
"M344.2792T353.818","1455.19121213108","1299.03467654229","1509.70686322504","1154.66539795875","1216.59017647917","1697.91369284132","201132.481855821","183112.739333917","175626.143760899","144694.347557722","117742.602376994"
"M344.3494T627.561","7521.01420823445","7272.5239425862","5392.84350284427","5467.36559810935","4832.03363121983","4159.03776299542","6633.16003367315","6978.23904769646","5263.3236522217","5259.67038598401","5727.84727386944"
"M344.6966T447.0325","1040.7697147053","1312.84280547383","908.764291828265","578.237087697119","528.398662027519","442.925843127058","19983.2954116422","17169.7200437829","15309.6223256954","12971.3841978283","9583.17795670792"
"M344.9836T32.018","1297.57237936707","1388.43796836125","1430.89992104711","1512.54255701555","1631.21006692139","1444.52883782795","12739.9925893675","10130.6210476807","9895.08314282226","7457.87205480957","6845.59871260643"
"M345.1364T309.61","4067.49010285377","3173.08117234297","3300.56094380352","3164.99113895738","2870.850354861","2321.34341320489","168039.073830322","145891.314281778","129704.427054802","102452.618382397","86646.9663314396"
"M345.158T573.187","4612.50521690876","4605.48514092341","4373.30211528816","3996.4426204603","4383.23677886051","3755.81775488709","20722.1895556437","18962.2479236736","17501.5279939371","14998.3855437844","14065.1056894226"
"M345.1715T409.547","7129.90342694094","5281.82737591557","6209.1987115222","4867.12127946031","5258.98096653052","3544.91360122682","8389.2673537445","6319.13741650218","8122.16356467369","4957.37299851362","5840.66045414284"
"M345.1912T631.7995","7731.69835364248","5827.96047077545","6168.61506539478","6995.73378968286","6247.91250260078","5294.92871495709","8505.08187707516","8097.23086937997","9171.91327174302","5965.49072066725","9180.61860814252"
"M345.2211T590.007","47341.5234976837","42089.2273005099","37493.3331323488","32992.7142060002","31154.4982071876","30086.5475472579","98241.8347856138","86489.6226884707","85392.7027000235","69028.9482668629","57852.2418604958"
"M345.2577T631.802","10128.7383842749","11313.4073169223","10859.9407014312","8129.65918146115","8618.48018225549","6632.42783848363","8793.84265872789","11300.3150327147","8638.32445576161","12431.5731920669","6966.89429027598"
"M345.2825T353.82","2889.00245639967","2627.91232123189","1734.07300499446","1943.65277133649","1782.74768667458","2118.9350971454","40328.6074749754","41198.7235459228","37726.8333665177","32420.4591106797","26567.5397663212"
"M345.336T619.688","9038.17055595875","6164.53704328527","4692.55546355367","5599.71326212108","4398.65277007338","6553.9861953125","5107.86126840213","4508.33348611988","4976.58070854988","4254.63375964077","4693.12846355438"
"M345.8978T942.493","25379.7571124513","19916.4238551315","18827.365968028","14830.2040587043","15536.1845528196","13985.4980957657","25443.3709947135","22990.7222807173","19571.582412243","18259.8826228613","14888.6363148141"
"M345.9095T949.153","8969.12035055113","12387.8602746922","7595.09770322969","6662.99575870192","10292.5151404413","7497.04909482979","11197.6776578124","11471.4942748617","10922.9385017394","9538.96068604392","6958.46539496396"
"M346.0092T25.5665","33173.0037306976","31672.802433374","27635.1747743797","25032.7023493767","26079.2635136848","24495.5612391174","19404.3267800883","19649.2347470925","18751.9869611807","16938.2810627349","14906.6471475863"
"M346.1321T218.158","1747.58012129905","1366.39034043011","1210.80847051899","984.661915023462","1368.44992922839","913.845892622654","15262.4402735138","14706.9516310892","14044.2683740234","13690.3340670182","11901.2928186321"
"M346.1376T424.0745","15086.2105326462","11780.295429039","11295.8573724862","9337.08047766114","7088.93918512607","2823.00900555423","6790.38338816765","5566.54236898142","5551.3024487152","7816.49249809721","4089.38823072511"
"M346.1396T309.61","1849.57703115463","1499.58314120471","1972.88802092019","1752.73458124434","1590.67382363427","1553.32322254253","32036.3202832287","30200.6084679181","26489.4702070999","22528.3508897688","19661.53943116"
"M346.1599T573.125","2481.24483870848","2283.08766481578","2051.91221994658","1837.51405275613","2322.48438775539","1637.49306215141","8058.05634292601","7083.09842024928","6874.48158651292","7276.49900753504","6075.08730641089"
"M346.2064T467.527","6725.60842758099","6263.6880362043","5218.15363244948","5737.17949566141","5260.79631047336","4850.76279256048","171382.094420044","160324.487099304","147556.162702615","132097.492773883","109008.193274103"
"M346.2101T550.042","88624.8262640409","89089.9692959811","85483.4952113695","80790.1853202154","80641.834351303","71055.3120940167","172913.50118218","166935.873947345","144843.027850592","139641.867452473","111964.257236239"
"M346.2102T549.362","94909.3181480955","95012.7806614665","90908.1887708981","85582.4167287725","83355.0392658435","74292.7797055031","188102.617806168","177365.317236497","169463.793466657","152488.593630508","122324.118578524"
"M346.2245T590.0095","8189.12777128857","7909.13871017961","6204.87063692179","5762.78003993736","6937.56686470984","5500.0088952513","17749.8112763763","19941.2044461602","14795.2086211606","14309.0893641818","11782.4366940884"
"M346.2737T572.516","1277.80670060634","1224.22941934845","1011.73616450978","774.162778448702","857.477436453414","421.172432483756","14719.7298530155","13740.8677777005","12029.0966136385","10439.9828154387","8726.846356737"
"M346.2856T353.818","2507.18458679848","2111.09908469911","2008.88682314395","2067.15778597887","1771.27118992745","1316.11350401655","6054.54803720887","5632.79567049153","5329.3595152268","3770.81374648758","4062.37711784074"
"M346.6978T467.738","1959.98378273964","1867.02124653115","562.959345416813","1282.18225567196","728.104754344065","899.370828445179","105187.376102354","84426.5252291045","72011.3931803491","82945.3584251404","77285.3225153634"
"M346.7127T494.324","4690.10684960098","4425.73863740596","2719.31226934567","3057.21855889097","1865.335625888","4135.17650260951","665711.385168231","623295.695405829","604097.34429613","560410.656439955","505032.947248393"
"M347.0272T47.371","882.856300054931","513.512322178591","795.209422005201","714.40738144248","682.06801612518","680.099006730062","4995.66071702915","4028.76693987165","4839.11531422008","3988.874568868","3205.6422037913"
"M347.0455T952.176","46558.8285267821","37717.2381922814","38601.4315405271","31272.4684939188","29590.1909368079","27948.2156170589","41516.121101911","43378.4773801542","42747.905697492","36706.7645498781","35176.6440327503"
"M347.0586T235.727","6077.95935715612","5756.58690932385","5149.08508584929","4304.60099287677","4187.37252551079","4573.36862099647","7387.25262089019","6346.76874970379","5629.65552821348","4925.5274317539","4728.86092984224"
"M347.0869T178.189","960.172349214251","925.908656225583","589.959613832762","753.641601651061","611.894075536157","412.409418110074","19317.6658601082","16854.9673839624","15696.4921434975","13661.914839297","12505.5865701416"
"M347.1201T416.8055","12565.8021951127","12953.4696520256","11659.4904029372","11408.7283862245","11720.9101649528","9542.47130018832","12182.8306074004","9904.9485678993","8983.71389700851","8306.69312002789","6531.31603868587"
"M347.1338T309.61","3035.7419371643","2152.82086458802","2334.40973178297","2253.25932826954","1786.94513552225","1927.61427879023","53327.5179727235","44786.3262665084","42654.5051446724","33881.7844506348","28232.0925111206"
"M347.2212T270.85","7311.04326259585","6794.48303184742","5269.6604483368","6170.62154736822","5127.10829802137","4389.08721903831","32598.3971991058","25441.105942545","20487.4788423564","20696.4306180447","23764.1199352163"
"M347.2212T328.982","3729.54048069476","3873.41127414157","3249.11325855937","3987.70147405716","3420.04679919515","2995.84932549841","14460.5537288764","13809.1693495414","12486.3468126465","9933.92219950362","8577.73994260199"
"M347.2262T510.0725","7966.56295146475","7585.87277980041","8601.61230290527","7922.36654726523","7836.07095399035","6279.87808108163","12372.9547439756","11031.9536187276","9364.59529580672","8364.05175389567","8431.21628181388"
"M347.2381T545.7495","21204.2369567872","15773.6573762347","16795.0704853844","17325.964135915","17340.460052453","14008.7422043038","50355.6910720435","40686.1591410314","44651.7992753687","41954.7769463503","36010.6853119136"
"M347.8177T20.943","16411.4162440683","23592.7498893645","24218.7140825982","21800.0853997353","25320.6061638946","17981.1868592148","1705.46580670445","1332.44003231363","1011.69204594969","1773.14130536647","1485.75207947941"
"M347.8175T963.69","44432.619785693","44722.3768213924","46868.7162570573","45201.8769621232","45618.5141268142","44008.1306497485","47745.1377084383","45974.0407180415","46015.0776201157","42995.5510126305","43055.578773267"
"M348.0688T44.344","905.093848605686","837.172866045182","379.069528850727","822.229232192341","730.215371439354","680.241117390898","3514.18318350758","3863.76499992371","3775.19058415095","3949.35368529821","3499.99036841765"
"M348.1117T392.583","2245.4174253255","2030.94761692968","2109.88685100414","1603.16392616001","1984.36531727349","1914.25730654739","11303.112547583","9635.97172096765","9463.55479152827","7229.88026794275","5932.74458398818"
"M348.1212T344.129","6996.92020233315","7481.51317113419","6938.80561102945","5799.11236796215","7544.79041342981","4624.61405405629","7817.4291037126","7515.04897899414","6026.77479402975","6162.52027977959","4579.45529177245"
"M348.1365T309.603","1557.55625538752","1384.11067263518","1314.04940420063","1403.42113070419","1484.16430030942","1066.66183241772","10502.3869417754","9237.96376546225","9545.62760313198","7615.63403531898","6255.77719758299"
"M348.2383T546.392","8068.00384317503","7105.65065748714","5601.05846556208","5693.72501859831","5882.47081160484","5693.96408793852","15362.0947713013","14920.3392265288","12797.5299634553","9886.65967717641","10026.7015388742"
"M348.2742T631.808","4260.94669705079","3746.64556229148","3408.19694903871","4361.53231068758","3573.163875443","2755.30879354391","6220.17427737232","4937.02197462401","3945.05054784885","4556.7687382667","3037.41727241939"
"M348.8971T947.339","32035.791098417","33179.201186017","29112.4798463263","27692.5224133413","25759.057885544","25514.3395662115","37724.002300043","35509.6662693792","31555.2712984005","34127.7316545712","25955.7663640308"
"M348.9897T351.399","35156.8709440725","34000.7860752297","32197.2786413324","35290.2654540474","31881.4471714952","25005.4362693323","34153.8276118662","31891.2409181325","31026.7713147496","26290.5233104641","23540.8838989416"
"M349.0591T410.757","13787.3313188232","13465.2433915329","13466.166639565","12929.3792147079","11072.0810933691","11180.0925834307","12789.613248167","12871.6425338956","11481.5153839576","11089.7352157526","8154.01623130667"
"M349.1406T446.881","13557.7457869873","13618.7888612697","12317.9240695292","9935.33494731653","9748.29772865296","6660.08914408179","7710.98285454643","8904.98376767576","6847.54199030826","7624.72728007558","6987.56026628986"
"M349.1393T45.472","1557.44263926866","1925.7067492893","2032.36202967329","2221.98995727497","1769.4891948504","1288.33038990602","13283.6958769202","12340.9141821661","9417.1614945467","8956.80966660976","8915.64613954897"
"M349.1828T62.511","14317.2085773157","12512.9853260944","12127.485833202","13663.110419941","12338.5736709505","11973.3035663732","46992.9417902521","44578.5455870651","42793.5057438428","33641.550617873","34605.5478822239"
"M349.2387T547.012","24669.6030230467","21565.7999964047","19986.0030935161","18680.2540134202","19174.6354805854","16817.8797617912","74964.3770732403","46412.6359837648","68731.5285439193","37949.7800257548","47690.566175299"
"M349.271T600.916","37335.9132054585","33715.4991905849","34097.0522648621","28477.9379984353","25034.2193875122","23692.2243289624","53963.7849140334","42066.2480857341","45740.2329838139","34501.7873604011","30925.4341405059"
"M349.3266T626.954","4009.39302261138","3469.13376009712","3284.15392058374","3048.32435325624","3691.47574902528","2954.06553474428","3329.0414075274","3414.05752431042","3047.32119145989","2900.94562975566","2633.91929400992"
"M349.3462T661.476","16376.549786629","15845.4733604139","15768.5049053223","13249.104829023","13242.7547876943","11814.4418608399","10006.9328164426","9875.71951764357","10454.7447406108","13350.8022470102","12131.8187337908"
"M349.7614T641.102","932.895528215685","695.497880690997","953.97372786887","736.54946317231","618.988409547933","900.97785272396","5027.54712827759","5446.63779797132","5518.91380233768","5598.58203246355","5148.33321496703"
"M349.9415T29.203","2391.52742572579","2921.05203394351","2803.01580492333","1859.95657269953","2470.57486043706","2506.88902712153","25974.3466208673","26297.1342757168","23107.8819435143","22447.1255872034","18707.239716616"
"M350.0258T951.578","24432.1378519536","20640.2079117669","21303.556316243","17730.3038567384","16870.8873104126","16700.1532903975","30839.3326392187","25165.9797789391","24405.9405923795","18983.6946820389","14315.5905026868"
"M350.0847T36.471","616.802237648293","867.404906716365","914.796460632992","801.065159673551","859.69476526292","1064.94717633216","130512.347499366","113588.244757854","116941.074938008","107114.526409579","92234.0193740899"
"M350.1779T556.072","6916.55643576758","6339.23374104185","5627.45247631907","5460.00279669234","5168.6827258674","5257.60485819441","42217.5249281415","38523.093260564","34556.3089214392","26525.1122585676","23582.6624855019"
"M350.186T62.512","2125.81235400827","2068.10010770416","1988.47902302742","1789.10985218302","2227.80257061005","1971.26551005045","6054.05275774114","7116.5363423645","6699.50953902494","5722.01388449277","5217.54659055974"
"M350.2013T452.536","8305.66923489048","12335.2818073242","8084.46328666182","10817.5077997165","11435.3607883391","12075.1804000745","9637.4520508576","9103.17758642579","12828.7975613266","6854.14275700237","7862.84003681293"
"M350.7233T486.72","668.473116145135","788.757081661849","450.68062152667","422.436657682701","498.538747002652","752.14523905277","10933.8601589438","9176.78713921144","7523.21284432374","6101.87293566459","7338.64146071555"
"M350.7822T20.7215","5119.83320903778","10399.3213654089","10995.3850831909","9810.27129544345","12176.7778068146","6452.34824327393","11444.0900225675","9411.61273050362","9766.50233740989","8313.44465797639","7045.49303722262"
"M350.893T947.338","27736.8595862262","27218.0987732654","25920.6887720251","24779.2829714357","22284.7727722466","22458.510723088","27749.2134860164","27096.5031254884","28101.8158963065","27478.3296555285","21056.759102561"
"M350.9868T351.398","33724.1283064782","28652.471966436","30236.6972861265","35547.3351298755","26280.4087415225","23479.5522523944","31634.7995854569","28505.8607047338","28911.003814332","28989.5704193486","22464.8317073975"
"M351.0882T36.471","2379.53758179786","2585.66502284717","2536.89489744926","1950.33969541421","2165.48597371169","1904.45189359326","22092.2784323092","18169.500593406","18756.7705154368","17838.9406571365","14867.1743815796"
"M351.1305T456.168","30115.8885814704","33330.3016823409","27313.8878426993","26340.003093811","27626.7912812407","22720.9718563461","33842.1568989655","37515.1426632111","35412.4559401703","24962.5807907194","31289.3585155966"
"M351.1607T211.502","13030.6147014348","11379.4956331809","10338.452906883","11259.6870885045","11181.4204549176","10279.707968434","5683.54198940112","5841.44233084636","5024.34903913626","3590.93225790025","4510.28769265095"
"M351.1847T411.973","4859.58588885967","4415.71622871651","4228.4674808954","3861.79853212375","3580.90058624977","3801.06386681216","27291.4984284961","24305.4951722524","25248.260172572","22119.2032954148","17577.6935385458"
"M351.1968T590.011","12761.5012853028","11750.0081231994","12130.4975338687","10230.2012915085","9166.27763510308","10288.2061600064","35231.9333072712","31355.5695519533","31322.3651589354","24296.9347136308","20904.7381771181"
"M351.2352T546.392","9003.60808580194","9149.27409141535","6675.69331713872","8064.92446232513","7217.30653633122","7542.41257938128","19522.6844853073","20639.8604755599","17879.4377749838","12479.3809809164","13359.1056780273"
"M351.2657T559.11","3332.90898667871","3374.50590452738","3028.24394924368","2827.70289402099","2572.99010402434","2418.94490193427","17939.3036158886","16414.4430054118","14727.288062954","12629.2033657393","8825.09906021726"
"M351.981T37.681","833.409529056549","690.031832637394","850.964243456227","547.071291547812","647.78313570846","410.862690497073","7799.26689326922","8489.33382933044","7852.52402835846","7147.60769475098","7215.74323449355"
"M352.0848T447.691","8355.96292595415","8754.02697188239","7256.01152784558","6831.97887437021","7805.79760820852","6645.08386607867","2856.00012346537","3618.20421499517","3326.52011491209","2966.72110744268","2425.731343666"
"M352.1107T952.788","12992.939246292","12631.8044747544","11491.6547978704","9953.35834522253","10786.156734905","9068.06611103513","13460.4305830939","14651.604763066","14771.0820423787","12032.9886408895","10357.0290143469"
"M352.1332T455.826","7189.88320634045","8659.16290223121","5206.66388019561","5313.39373795391","5014.97322229555","6463.67405353546","7751.63004043574","8756.35297124863","7230.73799969991","5976.21491161771","6141.31775961064"
"M352.1665T672.983","11927.8726105956","11311.3687335286","11564.5228252144","11258.2807554873","10911.9142660851","10692.3321037857","10102.4423020591","5243.78791996991","9565.56581833074","7362.75796242599","6549.79223489787"
"M352.1653T196.359","2545.59042647517","2651.12896319361","2375.31208506546","2252.44215091043","1956.35017895955","2094.03491578358","179397.560111863","155609.457794814","149541.373653495","121226.97401541","103338.907510714"
"M352.1691T573.187","10605.3045934049","8978.55150061043","9707.67985787988","9072.81171031977","9031.88328785822","7741.35764524183","25079.3795282876","22759.9455443043","23290.4685831509","18653.1906729239","14112.4619358445"
"M352.1778T556.455","5671.58494589104","4932.4048589992","4604.96318679339","3847.21594126077","4096.06372691246","3655.58435952016","78627.9095799347","71055.0446990228","56816.8748646926","47193.2650452231","36066.3272609016"
"M352.187T481.666","4814.87517627916","3930.64066258465","3704.85596852573","3340.99341283397","3676.55010332795","3309.30777162593","48417.2086738526","47056.4752998292","50243.6059977473","48838.5884184429","23392.1191777626"
"M352.1934T589.9215","31133.5496185301","28907.0041625595","27749.8745579056","24533.202251114","24390.0082352687","21251.4015211181","76803.6871527482","69768.8743902232","65763.4260321041","53690.0731735412","48046.0494457562"
"M352.2241T573.091","8040.04457100416","6818.26650345418","6024.95237640377","6450.64016695689","7008.08977221096","5306.10181878661","37358.3934719715","40494.9551790367","40272.8697086173","39720.2308742004","33631.2739065103"
"M352.2241T409.545","5299.88193812722","4452.84060842534","4105.78731780431","4793.40280544189","3162.73640963077","3020.1184741877","17427.2183784676","20091.1972802735","13146.2583057215","13309.7850639618","11191.6336541102"
"M352.357T644.983","28720.2490635431","25281.5941061094","23800.8444499148","22573.0300443783","20998.3676739692","19061.0807530823","20821.4155633295","19562.5244310081","19916.2871159104","16017.7275575601","16329.3002298083"
"M352.6791T746.871","36876.4814468164","38155.8740123732","38060.2295253431","41983.9333175329","44871.1068582687","45213.5782331303","26282.3926964402","28273.0287861882","27438.9185255847","32153.2841640683","35882.4072655534"
"M352.8865T946.733","42498.6579465527","39008.5717693686","41322.4276400882","35496.1060081102","33320.0683127893","29785.7480781007","50491.0254125491","47150.8291955081","39741.1332370374","32132.7033036704","28482.2159495539"
"M352.9805T418.018","26630.7792361346","30706.4874714218","31192.5579843084","27915.2964294189","34028.594551901","31791.7612453365","22659.6449272684","18570.8576198379","17072.1629925635","16465.0819713219","15484.6248714229"
"M352.9838T351.397","11889.2133081235","12277.5857389142","11495.3652721895","11489.4581471046","11876.3435107","8552.66931100366","10795.6080079079","9254.86426085203","9534.1266521403","8687.62224079358","5734.90769258973"
"M353.1306T952.7875","84560.8502922561","77094.8349740623","73304.0378454417","62965.3260014938","61214.846084253","55972.4083562108","97687.8369326589","91286.7033635335","81050.3495684326","67591.8545253613","61068.4718532947"
"M353.1528T419.237","2926.10700529787","2458.24661373496","2523.72765169479","2138.31879136879","2318.50255601909","2074.57242718418","27517.7231879037","28865.4556307705","25811.198771795","20972.1625998756","19491.3730058483"
"M353.1684T196.359","1525.27707624563","1538.56133072451","1147.48099840217","981.484686467383","1090.61660434885","920.388779103575","40602.2384893799","38497.8578860612","32589.5019045841","28339.7909540017","24416.331485311"
"M353.1775T239.357","3272.36941826783","3476.60673463667","2570.23769185483","2411.44175189846","1582.75008849194","2175.23462574321","18133.590794498","20656.7351100366","17984.4805902597","15550.1557172816","12112.4130815435"
"M353.1802T556.413","7009.69738419164","7479.45927333008","7120.4810610468","6228.29044878354","6157.62434061617","6155.78722838413","19522.3812077055","16376.3713611229","16527.4147480567","11772.2346146801","11318.8882601145"
"M353.2259T573.658","16096.8896310997","17397.3203592964","14708.6302900579","13319.9415363769","13351.4866638794","11603.1909097883","27993.771282432","27570.9821195428","28456.8598922545","21924.1291732421","22020.050855834"
