"","GD_012_matrix_RPP_RRHD_B1","GD_014_matrix_RPP_RRHD_B1","GD_015_matrix_RPP_RRHD_B1","GD_017_matrix_RPP_RRHD_B1","GD_018_matrix_RPP_RRHD_B1","GD_020_matrix_RPP_RRHD_B1","GD_010_NIST_RPP_RRHD_B1","GD_011_NIST_RPP_RRHD_B1","GD_013_NIST_RPP_RRHD_B1","GD_016_NIST_RPP_RRHD_B1","GD_019_NIST_RPP_RRHD_B1"
"group","matrix","matrix","matrix","matrix","matrix","matrix","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M337.1084T294.464","18044.7722896386","16805.6085901768","15547.3818642999","14731.4992241205","15070.8996871582","13902.6989229431","13925.0299151237","12904.0127907122","11556.54371744","10335.5607701711","9971.39432663474"
"M337.1315T948.5505","61612.4170298763","48346.4611652347","54093.3572998618","49532.8520260826","46522.0729178698","40609.8714988797","67335.4007811209","65298.2637761684","56416.1683529593","45970.9671024697","46216.4219672908"
"M337.1471T548.8","27697.2461803436","28688.7122998014","27692.8744622817","26728.8474488376","28139.8280940292","27828.4767713385","40006.9717876305","39027.2049479445","35268.1229328612","30126.0923051726","26115.9678413781"
"M337.167T573.125","13924.2263232495","7707.45053774419","12728.3195254974","11962.2654903904","6273.47392887404","10240.9903626492","758416.274528245","676493.62391328","630997.003759548","525608.526933522","430864.15241499"
"M337.1822T600.916","12248.5583644532","10176.7679039917","8777.02442328244","7700.4215956682","8010.96679381776","7052.78693756662","444079.222499713","425070.54921304","402368.334648484","368445.218293682","289358.546709755"
"M337.1979T265.402","104811.343923296","97735.8846470758","87818.6328584983","115877.459262377","79562.1518174939","68839.9549712414","108858.081955328","106868.76905178","97954.2408524171","112189.010183916","71128.301596615"
"M337.2517T331.4135","7181.9366815853","7413.17724973388","5642.38905713247","6213.27415192011","4977.66164012416","5411.68922910286","7641.26401272359","7739.72058939143","6843.80615747322","3597.96259799474","5406.92990336916"
"M337.2547T573.659","31797.4665005725","32225.1536684285","27801.0707060003","26776.7433606772","26804.8636334034","24073.4955685282","46679.4747892333","42921.8583472467","44869.2985281348","38802.1050110646","30867.7861325408"
"M337.3292T602.125","97214.8867787931","89028.8157255998","82455.7371270312","71419.1308858322","69686.7063817831","61472.3770792011","73859.3881539253","71345.8881303011","71361.451101153","65600.250407785","54969.439274597"
"M337.7972T949.756","15487.7867209962","16798.9936921612","17169.5187717199","15121.6375521307","16832.462380371","14036.8014649123","17419.3766024982","17533.9287110711","15566.4454138095","17651.8040733604","13753.4778072901"
"M337.921T26.638","2300.88211604219","2160.19226293065","2771.07181892582","2257.70648660265","3214.48031370962","1858.75420933246","34836.4301400757","30384.7758459473","26889.3308571167","27230.6415517869","21431.1449442277"
"M337.9602T958.232","169422.125508593","151145.898743018","120678.800020291","119159.150643742","118589.390958767","100135.949726049","180097.125078388","160973.593040584","147828.777110984","143090.254596772","126527.366767774"
"M337.9679T965.502","151270.206125289","115145.303911345","147522.544638566","126038.926249937","117695.003689091","113265.114747685","159543.127520414","169604.890602152","119985.531076349","122762.758250771","106327.23940856"
"M338.0757T417.424","458595.598846913","576603.460831425","587831.241181752","565570.203150744","569935.747682818","536143.417943904","417429.911531461","342953.712215115","342000.039805422","300432.904249587","282918.311653619"
"M338.1078T363.509","347101.789862752","325851.301167038","304860.123055876","292571.085387606","263473.445854282","236302.87544851","138015.433892263","123015.376035151","107192.620930573","91506.6531578379","66963.9366656257"
"M338.1116T447.69","74794.8542299221","74848.2693359376","71387.9027299457","66573.6738334045","71507.4762485963","62215.4156913848","31973.273349553","30711.2313702626","22956.0479860403","21154.6381742432","19731.9000440338"
"M338.1187T37.682","1829.46185345224","1622.48931893912","1162.98468463045","1328.07110997832","1375.79008698989","1458.89398103318","37963.5984474465","34716.7528710938","31164.9708527151","26916.0319108373","20975.8563694551"
"M338.1635T619.003","14681.5896709595","13022.6384380507","12539.318147547","10089.2422936096","11577.3501274395","9938.95355702451","12998.7161190593","12020.3992452191","11334.1354322218","8358.05178327717","7540.10866995242"
"M338.1694T573.125","6328.10017749927","5627.65878509723","5646.33566813371","4822.36146537114","4468.89800758963","4222.342643339","168048.296299365","151764.47687056","146850.037131049","119130.402476281","102158.221166681"
"M338.2007T631.8","29866.9338560043","25433.4856507524","24486.4046404036","24526.7302172973","23235.4957952183","21915.3956240082","33058.1014127208","32288.7949372132","31563.5739596804","27206.0783837446","25604.8840601307"
"M338.2175T467.6325","6219.69967981169","4970.52936400984","5280.09945760166","5184.4590630742","4507.73213505931","4440.03172548375","29186.2771477379","35715.7492883418","33790.5373413573","32774.8711445716","28161.328459309"
"M338.2323T288.413","7082.73883945943","6807.4927896372","6072.36346509694","5937.42326817748","5024.81631726612","4331.54372260531","20801.5624684944","21688.9522755642","18319.6448298556","12238.827298586","11982.1866070293"
"M338.2557T370.1705","35342.2674943068","36824.3215561262","34422.2154190564","13487.8345181178","31274.7875816563","28572.3559439696","41463.1782813263","36358.8006978316","36792.2878792346","33949.8149739091","27654.4731724853"
"M338.3347T602.126","11832.3821319581","12004.9535488217","10212.8413480513","8692.92879701612","9286.10373495355","7637.5572182007","8952.19239051824","9560.04942998035","8296.08390018721","6973.64654017859","8403.72283593069"
"M338.7014T468.076","1161.33772332491","1334.72787850758","797.557597509419","1090.95299356943","329.472679671765","522.578376833449","59045.2365742838","54343.3269330169","52138.8136483668","41688.8476225538","29704.1241652611"
"M338.7963T30.415","609.303905783943","1414.210262636","1335.82260465841","756.171807972309","752.793687441846","783.599730160216","10793.6265004617","12845.7349124765","10444.6888249535","10647.321388297","9843.15772172899"
