"","mz","rt","","","","","","","",""
"group","mz","rt","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:Yes","Cell line:T24S | Treatment:Yes","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:Yes","Cell line:T24R | Treatment:Yes"
"M881.84T711.6","881.84","711.6","40111","33928.5","18123.5","16728.4","11968.7","9990.2","7467","5861.8"
"M659.6T711.6","659.6","711.6","675.2","714","751.7","557.6","1102.8","1761.2","987.7","691.1"
"M607.56T712.2","607.56","712.2","1120.1","1134.7","660.5","819.8","1100.4","895.9","557.8","780.7"
"M901.76T712.2","901.76","712.2","18456.6","21153.6","12217.4","12842.9","5860.8","4989","5611.9","3798.7"
"M902.84T712.8","902.84","712.8",NA,NA,NA,NA,NA,"1942.2",NA,NA
"M1005.82T713.4","1005.82","713.4","5373.5","3427.8","3235.7","3714.5","9789.3","6164.1","4417.8","4446.3"
"M979.81T713.4","979.81","713.4","9482.1","9431.3","5879.8","5516.1","18571","7919.2","5572.6","3898.5"
"M1031.84T714","1031.84","714","3459.6","3928.3","2678.5","2237.1","7205.9","6056.7","3857.6","3890.8"
"M605.55T716.4","605.55","716.4","1845.8","1740.9","1941","1881.7","2718.9","2795.2","2508.7","1840.5"
"M617.59T716.4","617.59","716.4","1151.5","1216.7","838.8","1195.2","2253","536.9","670.8","878"
"M859.75T716.4","859.75","716.4","1943.5","2088.2","1985.6","1535.1","1839.5","840.7","923.9","647.6"
"M579.54T717","579.54","717","2227.9","2718.1","2638","2408.2","2659.4","2233.7","2321.9","1794.4"
"M921.85T717","921.85","717","12486.4",NA,"5995.2","5827.2","7707.4","4725.1","3405.5",NA
"M591.57T717","591.57","717","5089.1","4698.4","4360.2","3752.2","12021","3059.1","2287.5","1781.6"
"M905.86T717","905.86","717","2414.6","2892.8","1667.5","2494.8","2478.8",NA,"1238.4",NA
"M537.52T717","537.52","717",NA,NA,NA,NA,"8256.4",NA,NA,NA
"M925.83T717.6","925.83","717.6","5415.4","5934.5","3069.6","2974.7","3082.5","2884.2","1567.6","1308"
"M551.51T717.6","551.51","717.6","1814.4","1628.7","2044.3","1581.8","1794.4","1862.4","1744.5","1474.4"
"M750.71T718.2","750.71","718.2","1783","1907","1349.4","1552.9","3731.3","3804.6","2132.7","1377.1"
"M878.85T720","878.85","720","4881.5","4635.8","3199.2",NA,"3460.4",NA,NA,NA
"M661.61T720.6","661.61","720.6","896.7","979.4","778","515.4","1566.2","991","1029.5","714.2"
"M955.82T720.6","955.82","720.6","4230.8","5119","2735.2","2657","3179.9","2328.8","2238.4","1533.3"
"M1007.84T721.2","1007.84","721.2","3833","5311","2165.9","2519.3","4394.4","4120.7","2388.3","2293.5"
"M981.83T721.2","981.83","721.2","5807.9","5384.4","3486.9","3605.6","5461.5","3448.7","2439.9","2006.8"
"M1033.86T721.2","1033.86","721.2","2076.1","2465.7","1851.9","1948.3","3669.5","3574.5","1911.6","1546.1"
"M911.86T721.2","911.86","721.2","2672.8","2564.9","2157.8","1630.6","1618.5","994.1","1039.3","1625.4"
"M633.58T721.8","633.58","721.8","900.2","923.3","1701.9","950.8","1093.2","1264.1","1449.7","780.7"
"M1027.94T722.4","1027.94","722.4","2744.3","2202.5","1389.9","1166.3","4370.6","3000.8","2641.3",NA
"M1043.9T722.4","1043.9","722.4","5139.7","5002.6","4277.1","3781.1","4660.6","6639.7","4346.5","3778.2"
"M1005.9T723","1005.9","723","2463.4","2105.4","1604.7","1843.9","3712.3","2006.6","1754.3",NA
"M896.85T723.6","896.85","723.6","589.7","916.8",NA,"961.9",NA,"1399.1","926.3","962.5"
"M645.62T724.2","645.62","724.2","1912.1","1559.7","1560.1","1926.1","1373.7","1469.7","1164.6","1494.9"
"M949.88T724.2","949.88","724.2","10160.8","9670.7","6795.6","6980.2","8116.2","5421.6","4118","3906.2"
"M619.6T724.2","619.6","724.2","3095","2586.5","2773.7","2568.1","3099.1","1877.8","1560.2","895.9"
"M593.59T724.8","593.59","724.8","4572.7","4957.3","4834.3","5853.8","4144.8","3319.9","2882.1","2099"
"M1035.87T726","1035.87","726","1383.5","1950.1","1314.9","1406.2","2262.6","2138.6","1405.4","1597.3"
"M983.85T726.6","983.85","726.6","2269.8","2353.5","1351.4","1484","1119.4","1721.3","1179.4","977.8"
"M1092.98T726.6","1092.98","726.6","2854.2","2616.7","1440.6","1915","8251.7","7535.6","4584.9","2657"
"M1009.86T726.6","1009.86","726.6","2213.9","2985.6",NA,"1812.8","2666.6","2519","1061.5","1182.6"
"M1071.94T727.2","1071.94","727.2","1629.5","1322.4","1086","1210.8","2490.7","2172.3","2120.4","1333.6"
"M633.6T727.2","633.6","727.2","1432.3","1402.2","1169.1","1279.6","1000.6","561.5","1174.5","988.1"
"M369.35T727.2","369.35","727.2","7625.8","8111.1","6317.4","6911.3","11505.3","8130.9","7508.8","5677.5"
"M980.92T727.2","980.92","727.2","1076.4","908.2","644.3","1070.8","1532.9","1015.6","788.7","499.1"
"M1093T727.8","1093","727.8",NA,NA,NA,"1699.5","3412.8","7099.9",NA,"2180.9"
"M673.66T729","673.66","729","2163.4","2109.7","2392.8","2163.8","2274.4","1972.9","1366.1","767.9"
"M647.65T729.6","647.65","729.6","6687.2","8186.6","6947.5","6244.8","3396.2","3172.6","2513.6","1379.7"
"M621.63T729.6","621.63","729.6","6924.5","5975.5","4141.4","5711.6","2735.5","2092.5","2761.7","2055.5"
"M998.96T730.2","998.96","730.2","4993.2","3479.6","4084.6","4296.5","3572.1","3709.5","2688","2311.4"
"M1095T731.4","1095","731.4","1812.7","1935","1695.9","1508.4","5580.3","4918.4","4213.9","2552.1"
"M1057.99T731.4","1057.99","731.4","1299.8","1145.5",NA,"1073","1815.7","2239.8","464.4","1292.7"
"M1009.95T731.4","1009.95","731.4","704.8","776.6","534.9","562.1","858","1070.8","776.4",NA
"M1031.97T731.4","1031.97","731.4","2672.8","2437.6","1882.3","1552.9","2771.1","2690.9","2044.3","1215.9"
"M675.66T733.2","675.66","733.2","5879.4","5623.8","3179","4132.1","3239.3","2979.3","2978","1871.2"
"M369.35T733.2","369.35","733.2","2208.7","2329.8","4951.8","1046.4","7172.7","7744.3","1953.4","1827.7"
"M1097.02T733.8","1097.02","733.8","1421.9","1264.1","1276.4","1581.8","4035.5","3749.4","1243.3","1907"
"M649.65T733.8","649.65","733.8","10371.9","9323.4","8226","7046.8","3679","3525.4","2860","1814.9"
"M1099.03T736.8","1099.03","736.8","1325.9","1598.5","1009","1306.3","4035.5","2914.8","1882.1","1804.6"
"M1072.01T745.8","1072.01","745.8","16223.4","20922.7","18950.2","19138.8","23638","26083.2","23027.6","22131.5"
"M369.35T745.8","369.35","745.8","77945.3","92673.5","96343.4","106579.5","110059.3","120340","107415.5","100480"
"M659.63T745.8","659.63","745.8","16903.8","17827.1","19835.6","18163.5","22689.7","25132.1","24155.4","20654.5"
