"","mz","rt","neg-Exp1-Blatt_K-1_1-B,1_01_8102","neg-Exp1-Blatt_K-2_1-B,2_01_8104","neg-Exp1-Blatt_K-3_1-B,3_01_8107","neg-Exp1-Blatt_K-4_1-B,4_01_8109","neg-Exp1-Blatt_K-5_1-B,5_01_8111","neg-Exp2-Blatt_K-1_1-D,1_01_8113","neg-Exp2-Blatt_K-2_1-D,2_01_8115","neg-Exp2-Blatt_K-3_1-D,3_01_8117","neg-Exp1-Blatt_P-1_1-C,1_01_8103","neg-Exp1-Blatt_P-2_1-C,2_01_8105","neg-Exp1-Blatt_P-3_1-C,3_01_8108","neg-Exp1-Blatt_P-4_1-C,4_01_8110","neg-Exp1-Blatt_P-5_1-C,5_01_8112","neg-Exp2-Blatt_P-1_1-E,1_01_8114","neg-Exp2-Blatt_P-2_1-E,2_01_8116","neg-Exp2-Blatt_P-3_1-E,3_01_8118","neg-Exp2-Blatt_P-4_1-E,4_01_8121","neg-Exp2-Blatt_P-5_1-E,5_01_8122"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M225.0618T22.9","225.0618","22.87565","514.3271","511.511","291.8523","704.1145","842.7479","554.711","497.9215","484.1734","2818.1964","4009.0677","3481.1791","2848.3542","2930.5037","1928.8843","2375.3965","2736.7405","2481.6504","3001.4849"
"M225.1133T330.4","225.1133","330.44803","15382.2013","16569.7329","10547.36","10230.7868","13329.7915","12843.94","16828.8069","15278.16","5248.7338","4099.7129","3573.1907","5837.8897","3989.5276","4640.055","4596.2748","5092.8909","4601.8103","4153.4532"
"M225.1138T359.3","225.1138","359.28954","3359.811","3354.8982","1954.369","2346.506","3042.5128","1793.305","3037.8515","2693.68","1741.317","1249.3959","1681.0475","1092.2594","1069.1034","1818.909","1896.188","1417.375","2020.1586","2074.37"
"M226.967T20.6","226.967","20.60421","5992.6253","6356.2239","7137.44","6946.1678","6202.612","6354.485","5527.8788","6204.939","7934.3479","7052.8009","6992.5155","7461.2701","7244.7158","6569.4757","6704.7686","6858.094","7455.1005","6682.9392"
"M227.9685T20.7","227.9685","20.72792","563.4494","1177.2354","1202.907","763.7883","1306.5222","798.0536","735.4469","691.9327","788.0464","1289.0392","930.8703","1298.1197","1214.1055","1042.6043","1093.4387","845.2414","1205.275","1087.3438"
"M228.9669T20.4","228.9669","20.41804","863.4419","1205.9288","1388.861","1345.9945","1313.1881","1262.819","882.9828","1118.807","1485.3408","1522.4241","1390.9988","1596.153","1179.1474","1612.1082","1294.0758","1158.9434","1895.9475","1385.3393"
"M229.0235T22.7","229.0235","22.72941","4898.2165","5917.3988","5145.522","5966.3632","5338.6701","5230.171","4917.9312","4667.745","5812.1509","4813.6361","4337.8573","5170.0906","4066.0076","5293.3333","4970.6416","6569.6665","5405.5174","5678.0057"
"M231.9989T24.1","231.9989","24.09037","2629.981","2924.474","3777.856","4468.0928","4490.506","4059.713","4245.5719","4176.711","2292.4888","2808.1024","2547.3943","2961.3737","2593.7562","2167.122","2658.9809","3138.5118","2100.1567","2378.7318"
"M232.059T74.1","232.059","74.10026","6842.5222","5601.0465","5403.827","4748.0395","5732.7461","8207.666","6529.396","6265.589","11381.0873","10276.0687","9917.6393","10377.7457","10850.089","5443.66","9589.0335","5269.4579","6643.857","3771.4487"
"M232.8868T22.8","232.8868","22.78459","10532.2464","8193.9628","3958.731","6704.0072","7428.1749","9931.05","10614.5735","9939.681","2885.7755","1652.4947","2312.489","2838.305","2892.7085","4466.2757","4880.394","2305.4855","3970.0609","2938.2167"
"M232.984T25.2","232.984","25.16585","2025.8576","2180.9488","1642.021","1997.1435","1498.5644","1951.968","2685.158","1398.652","4189.0486","4803.0468","2654.6057","2422.4771","2466.9224","2822.9394","4240.1334","4383.8672","4081.3358","4271.468"
"M233.9662T28.6","233.9662","28.56924","3094.7062","3178.8536","2906.217","2679.9732","359.6667","3501.725","342.6791","4180.998","8558.5756","8943.4511","9217.94","6447.2826","10213.1716","7296.6442","7102.2454","7427.1067","7905.5237","10249.1502"
"M235.098T309.1","235.098","309.10404","5209.8267","3779.7865","3530.602","4624.3684","3070.7843","3741.043","4358.6758","3475.529","5142.4659","5592.226","5380.6998","5419.1247","4822.368","4208.6181","4400.4663","4206.6173","3866.8443","4365.2532"
"M235.1194T234.8","235.1194","234.8237","55841.8576","55473.731","39457.03","43117.625","41988.1885","22383.35","27588.6069","24555.6","48217.2046","49916.2879","39348.4451","35205.9973","41286.1579","20189.0023","16794.5427","22967.3798","16301.2704","24754.0297"
"M236.1003T26.2","236.1003","26.16532","6346.6966","8427.7557","7811.571","7841.4295","8890.2637","7952.14","8554.1838","7705.221","1404.1106","647.0571","2342.2055","3015.8122","2387.4793","3767.629","2903.6321","2191.9031","3375.02","1728.8692"
"M236.1228T234.8","236.1228","234.84369","6184.86","5694.7564","4011.405","4886.6127","4210.6541","2295.298","1547.4641","2560.946","5574.2589","4950.0671","4596.9305","3355.9586","4715.3524","2242.7473","1616.6605","2257.3648","1444.8664","2717.9509"
"M237.041T283.8","237.041","283.78241","36142.7786","37176.0169","27927.77","27833.4848","23394.9125","22779.18","29483.6634","32144.69","32723.6901","33828.3392","24852.362","25792.0784","26582.1929","27190.1419","35053.3037","39373.776","32879.0029","33305.3146"
"M238.0467T284.1","238.0467","284.09426","9038.3451","8992.0068","6193.436","7009.8365","6703.6835","5921.474","7039.3261","6634.229","10442.1687","9041.8411","8577.1552","8055.9825","7759.953","7739.9758","9126.8692","8773.7364","8494.9722","9315.9261"
"M238.0703T216.7","238.0703","216.74908","3813.4685","3270.3991","1870.911","2651.3839","2273.9244","2608.481","1885.5799","2490.875","3059.867","2482.611","1403.1576","2758.2934","2547.6653","1823.7012","1545.2608","1868.6565","1953.4888","1288.6643"
"M239.0522T284.4","239.0522","284.36392","1307.8456","2125.4592","1827.639","1418.0033","1876.8254","1766.735","1212.7129","1438.367","672.462","1914.3474","2014.038","1575.026","982.7403","1235.8535","2141.1462","1780.1467","1591.0603","2158.8102"
"M241.0725T183.2","241.0725","183.17795","19917.4111","18674.4674","9697.695","11011.2244","10580.5639","13622.38","13563.6017","13579.25","18734.3564","19655.3153","15051.0925","10041.9145","11992.3416","12473.4343","14721.3157","15666.2673","13900.6371","16035.2434"
"M241.0836T21.2","241.0836","21.23764","2269.8854","2769.7383","3070.629","2190.899","2948.3368","2911.697","2046.3648","2648.667","1432.716","912.3954","1134.9837","1491.49","1309.3333","2021.3799","1492.0298","1569.2285","1936.9087","1029.1775"
"M242.0535T25.5","242.0535","25.51822","25162.1871","13766.9596","20150.36","14894.9922","17139.6405","15067.66","11384.5369","12186.69","16670.5654","23991.3854","20258.9326","19890.6529","22880.5487","21738.3203","20077.1634","20374.961","17522.8987","18474.4362"
"M242.177T433.6","242.177","433.5718","2451.6635","1502.2804","2866.206","2033.9443","3120.0923","2530.322","1976.536","2042.139","1297.0593","2471.2388","2572.5667","1993.4149","2622.5959","2525.494","3265.4081","2151.0323","2481.2015","2846.1743"
"M243.9428T21.8","243.9428","21.78475","650.5317","883.0233","848.3426","1009.2678","774.4301","741.815","809.9938","669.8006","1229.8204","1607.1567","1390.8284","1303.7967","1296.253","925.185","1311.5296","1453.8834","1108.017","992.9248"
"M244.0622T256.9","244.0622","256.94796","1419.351","1621.0754","1757.993","955.2729","1250.0796","927.7123","817.3076","1309.74","8335.2046","8266.4915","9071.8982","6343.5915","5842.002","4402.9696","5850.6711","9209.6029","5298.9013","7170.09"
"M244.9398T21.8","244.9398","21.79969","968.61","931.0466","534.7539","1340.3422","1032.2949","1123.409","784.9075","1012.51","1542.1927","1451.4645","1590.2712","2253.6444","1651.984","1137.1668","1460.8298","1585.9431","1307.8201","1391.6527"
"M245.0795T371.4","245.0795","371.41624","8920.3601","8076.4166","6194.155","7386.0008","6065.8453","7045.009","8028.9295","7071.356","10960.6523","9504.6104","8628.0628","10065.0898","9824.91","7802.231","10150.9952","9066.0925","10033.673","9058.7668"
"M246.0147T24.3","246.0147","24.30091","9452.0761","10116.3626","7520.93","9269.4395","8493.3038","7410.978","8828.7214","8464.877","7006.5485","5359.6667","5639.2774","3997.4751","4915.7866","6514.5815","6515.1753","7385.6753","6398.2062","6732.0099"
"M246.0381T65.9","246.0381","65.94331","8941.9327","8663.6985","8706.906","8182.9471","6655.0858","7484.907","7563.4142","5003.867","15765.5736","16087.077","14010.1292","15534.801","14860.7722","9047.9556","10797.1734","11203.9569","11386.0476","12088.712"
"M247.0619T220.5","247.0619","220.46486","10187.8287","10203.9873","10820.55","7325.643","10819.814","8977.949","9840.478","10324.51","9332.5458","9704.2055","10766.0751","7977.9525","7616.1119","6994.1299","7066.2876","5957.4821","7114.2763","8023.2058"
"M247.0951T330.4","247.0951","330.39251","1380.1496","1054.5442","760.6306","745.6379","1295.981","939.2817","974.6744","1291.088","594.8451","390.4055","401.2005","536.1608","536.6551","339.8665","512.4358","201.093","627.0627","553.8881"
"M248.8994T22.2","248.8994","22.24507","1329.3333","1236.0844","1694.92","1629.1524","925.138","1322.915","1517.3125","1331.295","2002.334","1716.3535","1734.0528","350.007","1804.0382","1895.3109","1854.4379","937.1294","1683.0147","1620.3149"
"M248.9613T961.1","248.9613","961.08788","23114.4124","29378.6793","26420.88","28581.0935","29080.3277","29132.4","39002.32","24406.38","35197.6468","0","21824.6978","16055.0066","18832","20870.3496","20172.6949","29606.3255","12845.4854","62278.2903"
"M248.9612T873.3","248.9612","873.28593","21680.8811","11393.6982","11586.11","21967.2264","10065.1611","21819.44","15846.411","30013.91","26384.0368","0","22644.768","26773.74","23020.2698","34643.6633","16871.4477","21241.7131","23642.2883","21434.1223"
"M248.9611T1010.5","248.9611","1010.48667","36277.1552","32986.422","50332.11","50241.1952","73960.4894","52439.69","44386.3019","41957.78","34915.2532","0","42226.9635","45577.9313","55428.4989","47963.4404","41823.5564","56636.7454","44614.4862","56132.8794"
"M248.9612T982.1","248.9612","982.11223","32824.429","57427.7391","28492.29","35862.3051","28187.0865","35529.44","56232.2862","31612.32","30974.9473","0","22423.7383","31846.5608","44086.8884","9775.2037","43628.2828","37939.4578","47756.9708","21618.7655"
"M248.9614T914.8","248.9614","914.83158","13089.3333","19776.9369","25104.13","27310.8055","27157.872","27302.8","27509.6665","21199.46","25955.7684","0","26442.9455","33066.4197","29299.3171","26525.9756","32525.1098","27123.0566","17380.506","33903.1822"
"M249.1346T291.4","249.1346","291.40142","6476.57","4156.1208","2214.776","1442.9806","2956.2578","217.7755","2246.9305","1644.831","12409.7885","23750.3317","22963.4171","4325.5689","20745.5902","2993.5217","4754.6174","8345.8929","7228.9523","14356.5374"
"M253.0934T416.3","253.0934","416.31763","875.5834","537.5596","384.7436","1319.8053","517.5512","750.6493","347.0902","670.7426","1242.3839","1449.233","1620.9529","3221.2134","1578.1337","899.7585","1890.1533","1248.5244","1125.5246","749.4766"
"M254.0162T28.6","254.0162","28.6285","26162.9987","27061.1831","27608.09","32282.5869","24441.8673","16395.64","10896.8442","15978.16","21146.7158","10954.7528","27669.6792","33709.481","27316.029","22280.051","24103.4623","24764.6687","23967.2404","20385.4102"
"M255.1059T25.2","255.1059","25.22124","1129.0329","1501.5959","1511.372","1457.7833","1316.5296","1415.701","1096.726","1098.842","1148.6836","1771.0707","1485.4752","1571.5341","1863.0309","1670.7019","628.7653","846.6588","1746.5725","1664.7308"
"M257.0663T22.1","257.0663","22.12431","1984.9003","3513.4752","2843.077","2538.2043","3859.5031","3366.966","3642.6376","3883.301","2180.8165","1103.3223","1581.457","2432.3195","2539.6087","3051.0807","2979.4788","2487.9776","3019.0214","1890.363"
"M257.129T321.3","257.129","321.31004","528.2223","664.7797","417.8129","431.3457","523.2772","478.2533","444.5688","421.1473","1054.6346","1180.236","1495.0937","1031.5396","1603.1345","475.8331","1440.9095","1109.1885","1201.8169","1549.2434"
"M257.1304T298.1","257.1304","298.10831","933.45","985.829","478.0956","831.6243","804.0543","594.8905","614.284","838.3368","1452.3925","1569.5097","3433.049","2183.4961","2385.0391","1412.9924","1716.2645","815.2267","2027.8588","2172.7368"
"M258.9189T21.8","258.9189","21.78402","604.148","645.3225","778.5757","890.3384","716.7563","557.3333","529.818","700.8383","1229.1536","1073.6607","1409.5551","1262.91","1291.1936","1167.3217","838.2556","1177.255","970.7065","1213.2697"
"M263.0991T23","263.0991","23.00217","1148.2296","970.11","512.6769","354.177","493.8435","808.4853","951.1189","851.2597","453.145","417.6035","432.7084","492.5832","362.0452","342.8406","319.2839","378.9166","354.1087","365.6256"
"M263.1141T158.4","263.1141","158.37267","5588.2885","2906.9989","3909.847","1869.4141","2081.106","5517.363","5849.6159","2882.312","14768.8851","12792.0953","12748.1372","6850.5451","12492.8278","3538.3804","4609.3807","3016.5657","3915.1585","2984.9651"
"M263.1489T344.4","263.1489","344.39949","5605.308","1654.2455","1132.332","689.011","1120.3792","695.1145","750.8698","615.2907","4371.9154","5759.4511","5901.0001","1938.8065","4856.3847","1118.1036","1340.7354","2617.6518","1873.7051","2917.7803"
"M263.8916T26.5","263.8916","26.46948","14323.6669","16250.3591","14553.36","15467.8028","15323.5015","15103.16","14021.5544","15154.62","10598.8677","9484.5961","10643.2699","13901.814","12750.8337","12039.35","9979.3109","10032.4123","10319.2051","9979.5581"
"M265.0725T220.4","265.0725","220.43792","4407.418","4560.4378","4159.165","3350.9761","4227.8594","3779.715","4097.1002","4111.765","2311.745","2379.1995","4667.5026","3365.9716","3542.5887","3112.889","2874.0567","2811.722","2800.3872","3899.1538"
"M265.1497T623.8","265.1497","623.8416","155986.7018","143824.4568","144751","130514.776","140026.2335","133432.5","127855.8095","129556.8","197455.6789","0","213189.4953","158623.9938","160777.1098","131555.4876","132151.3709","142027.6874","153944.574","142635.8487"
"M266.1525T623.9","266.1525","623.86412","20517.7916","17595.0648","19822.95","17405.6248","20543.0771","19415.41","18504.5453","17860.28","28291.2988","0","30512.8136","20658.8472","23611.0774","18536.701","18213.5132","20028.054","21565.8836","20779.8829"
"M266.9732T23.1","266.9732","23.06232","2856.0635","2837.5115","2146.475","2343.9596","1707.9449","2887.911","2972.8798","2387.682","1120.8839","744.464","930.5766","1091.6451","1049.07","1106.0426","757.5204","890.9911","523.523","748.4638"
"M267.1474T623.9","267.1474","623.88664","8851.0562","7998.5742","8169.613","6460.9165","8312.3775","6549.363","7747.2158","7302.694","11588.0566","0","11506.5151","9431.8676","8487.0813","7763.5392","7667.4712","8882.6997","9162.9506","8601.2426"
"M268.0384T533.1","268.0384","533.07092","3344.4709","3222.205","2811.57","3126.7164","3206.3758","2890.561","3067.0731","3270.601","4029.6097","0","3536.2183","3319.3304","3257.568","3034.2132","3292.3714","3104.6881","3404.0073","3088.7741"
"M269.1043T264.8","269.1043","264.81907","3408.9496","3746.885","2309.638","2924.6854","2274.1129","1845.145","2634.5488","3104.466","2404.5716","1646.3205","1118.1449","2135.1585","1721.3285","1117.5568","1968.6083","2384.035","2086.4654","2095.5883"
"M272.0877T37.5","272.0877","37.54004","2482.2511","3107.0035","4034.279","4324.4827","3703.5175","3094.226","2274.4797","2003.176","2152.3767","1044.8994","2861.7439","2978.6178","3330.998","2739.2062","3118.275","2392.2109","3209.3921","2214.2422"
"M272.9601T20.7","272.9601","20.69746","27764.4577","26195.5701","36870.85","32240.6911","32869.3886","27494.1","27789.6842","22104.01","34381.0606","37482.4109","36406.5275","38135.0567","37005.1006","26991.9447","23433.9798","25419.227","28969.0957","28672.1083"
"M273.077T325.2","273.077","325.1688","24279.5983","25132.5762","26771.98","25696.842","26479.9","25773.58","26562.8872","26007.51","23023.8509","24392.5235","27429.2369","26951.5582","25543.0985","25902.8754","26125.1567","25026.5142","26049.7902","27925.289"
"M273.1252T376.9","273.1252","376.86948","182042.3306","181232.8083","190302.5","178637.7851","181926.7786","180165.5","185899.3169","177104.1","179251.7307","187631.7612","193501.8935","198091.5302","193106.1275","180158.5273","182658.1731","182551.9916","181635.8771","197049.9119"
"M273.9616T20.7","273.9616","20.65876","8683.109","7941.5879","11147.33","10868.098","9748.1601","8751.912","9018.0431","7131.354","10767.4864","11354.0319","11177.6795","11350.2709","11960.4859","8877.8315","7466.1326","8265.397","8819.3722","8624.6202"
"M274.0721T346.9","274.0721","346.93517","5963.647","5549.2983","5422.085","5683.3046","3813.906","2347.925","3922.3405","5904.91","14705.0181","13594.2861","19876.728","12802.7908","11163.2391","8749.6093","9246.9799","11197.596","11794.439","13405.81"
"M274.0798T325.2","274.0798","325.1688","4087.0696","3903.5253","3895.447","3573.0216","3850.7559","4058.478","3798.105","3945.229","3564.7128","4071.924","3871.593","3955.8452","4408.8239","3868.4602","3681.84","3346.6046","3613.6512","3666.3031"
"M274.1282T376.9","274.1282","376.88032","30146.5874","31370.4342","32777.75","30250.1482","32597.9575","31406.07","32646.1859","31429","30214.4014","32658.3947","34326.0968","33420.3735","33963.3374","32086.7533","32549.964","31850.4486","31985.3246","34942.0609"
"M274.9588T20.8","274.9588","20.75614","9014.8567","8114.6226","11674.4","10726.694","10888.5578","8933.431","8971.9246","6601.244","11895.5735","12068.3645","11844.9195","11612.47","12184.7372","8749.4764","8152.8192","8499.6012","9302.6077","8940.6674"
"M275.0755T346.8","275.0755","346.84121","1152.2425","476.5032","882.1075","956.1445","661.664","238.359","749.3585","866.3031","1663.8315","1707.9309","2832.2666","1874.3111","1649.6632","1455.2212","945.6642","1075.2501","1520.3353","1434.8353"
"M275.1523T176.8","275.1523","176.8192","10785.5249","7956.2913","4523.323","5351.2056","4681.3046","5555.61","7108.7331","3761.113","23441.6792","17127.9969","13079.87","12213.0288","10365.8351","10745.2716","12415.6731","15990.065","7979.176","8799.876"
"M275.1302T376.9","275.1302","376.86948","3115.4234","3375.8637","3521.21","3592.2566","3892.5613","3616.536","3663.0071","3569.903","4010.9006","3692.0664","3815.4695","3663.2484","3858.8412","3725.7292","3820.6701","3563.2666","3745.6513","4488.5371"
"M275.1508T207.4","275.1508","207.41124","690.5542","928.1856","719.4772","614.9371","392.1019","575.322","749.3296","562.1798","3774.542","2710.6436","1492.9303","884.9321","1080.4568","1117.7108","1842.4296","1698.8026","1134.8936","711.5823"
"M275.9602T20.7","275.9602","20.72332","1613.2016","1611.8055","1323.757","1777.2071","1988.5489","1611.127","1429.1784","1054.323","2125.599","2214.1065","1772.6751","2268.5924","2083.9271","1596.9956","1399.263","1267.967","1611.3319","1555.6667"
"M276.1556T176.8","276.1556","176.83528","1462.5117","752.4363","1093.147","769.5334","670.2345","878.6407","1082.1221","459.2295","3698.8444","2687.3063","1876.7068","2051.1416","1204.4214","1894.7741","2083.1068","1844.1095","1044.2198","1276.381"
"M277.1191T377.4","277.1191","377.44041","1101.3854","1236.8769","1536.98","1385.512","1290.6748","881.3083","818.6532","1038.163","1547.3179","1491.2064","1577.6293","1439.9157","1571.6972","1528.7441","1028.945","977.93","1472.8138","1113.112"
"M277.1161T23.1","277.1161","23.08524","3814.1331","3000.732","1832.832","1959.881","2190.2374","2455.498","2392.3096","2372.912","287.0193","398.4898","305.1891","281.5331","249.0711","444.8909","458.6588","518.2546","330.6113","343.5414"
"M277.1301T234.8","277.1301","234.79245","137254.6153","125160.4535","69199.77","85575.433","72458.9404","30173.76","40083.5279","35031.51","107652.6997","107425.93","75833.9362","66174.2349","77865.6035","27435.8089","20759.9815","32920.1847","21965.4836","35664.6856"
"M278.1335T234.8","278.1335","234.7855","18084.388","16257.9168","9375.497","11648.504","9692.1638","3766.988","5664.0946","4280.54","14158.464","13145.8416","10013.913","8630.0543","10178.1431","3019.8741","2710.1406","2610.107","2858.3471","4723.2293"
"M279.1341T234.8","279.1341","234.7978","2905.6112","2623.3419","1603.089","1623.0195","1469.6301","488.3859","676.588","946.3983","2536.4664","2302.9161","1794.6279","1735.0636","1546.402","412.1177","488.5389","670.6886","598.6419","473.428"
"M279.1461T199.8","279.1461","199.77717","6649.9318","1296.7642","810.2192","1075.4972","1483.4715","739.7474","886.1772","421.199","5272.635","4301.8385","3038.0367","1081.5496","3489.0921","917.737","805.6431","1605.7951","1293.5689","2292.3415"
"M279.9761T132","279.9761","132.01087","20367.2429","34660.6938","28049.17","32500.3565","14628.0212","32317.05","35872.2948","29125.1","29849.4834","29721.9683","27728.6414","34916.0082","31689.5616","32368.3984","16901.6876","30260.8719","34120.4531","31875.5965"
"M280.9992T271.7","280.9992","271.72344","1290.6837","1469.7345","1704.472","2185.5865","2184.0975","1985.234","2113.756","1258.291","1717.1179","1347.5266","1937.1247","1861.2127","2090.9425","2339.758","2028.4992","1828.6882","2041.7973","2327.9983"
"M280.9881T23.1","280.9881","23.12686","5497.6799","4988.6381","3756.875","4174.6807","3831.364","4518.769","4733.2661","5173.228","1516.758","1105.4421","1585.459","1315.1644","1223.7202","1753.543","2169.6461","2543.8288","1764.4293","1785.2331"
"M281.0673T243.3","281.0673","243.31274","5218.1571","3281.64","2874.77","2730.698","2856.9232","3334.55","6232.1872","3534.707","4063.5358","3527.6223","3290.0291","3967.0781","3536.434","3312.6624","2908.8541","3025.2359","3524.3762","4563.5689"
"M281.1246T159.8","281.1246","159.75033","4443.4495","4271.8942","4418.476","4502.2576","3782.8238","1299.213","2521.3634","1416.957","2337.2319","2254.2757","2621.6156","2169.553","2070.0345","1248.1248","572.2761","897.9231","862.0507","1822.9837"
"M283.063T533","283.063","532.97116","211442.1423","204389.0502","202177.3","194198.1026","192771.6314","192950.5","173511.1725","189198.9","237668.9466","0","222296.7595","202668.9093","194128.3177","181260.4714","193040.5108","208954.3082","206070.5882","201038.7515"
"M283.0816T207.1","283.0816","207.11611","2814.6395","2561.8963","1996.173","2200.6177","1809.6332","1783.509","2650.7024","2573.063","1320.624","926.3703","1332.9632","829.081","1265.2875","770.1194","964.6314","1236.8213","1170.9327","1238.3827"
"M284.066T532.9","284.066","532.93563","36376.0569","36176.6666","36208.3","33141.7763","34378.514","33091.72","30814.259","33302.23","40629.0977","0","38775.548","37110.4186","34423.0158","32335.0827","34856.2405","37135.8478","35430.6124","35540.7179"
"M284.7809T23.8","284.7809","23.79212","457.8955","357.4462","414.9138","602.1565","377.239","451.4507","382.191","403.8685","901.117","569.3362","454.7235","381.0991","625.4843","723.4601","671.671","690.6759","670.5038","719.6362"
"M285.0621T153.7","285.0621","153.66206","58916.656","47067.6556","39797.5","49971.7591","38039.0906","42941.38","47720.3374","39598.21","91954.5029","86723.9051","79336.4915","92775.6748","83848.5166","56625.5613","65914.0378","75350.2653","61185.1797","62891.3897"
"M285.0674T532.9","285.0674","532.94019","5435.0896","4725.6831","5077.383","4488.2997","4588.8637","4468.632","3956.3105","4234.975","4252.0168","0","4719.73","4772.1744","4575.2512","4852.8658","3665.0149","4343.0347","3633.4971","4867.8681"
"M286.0656T153.7","286.0656","153.74991","8257.8281","6161.2024","5050.016","7029.6712","4968.4316","5794.317","5951.3164","5352.285","13133.3091","11252.819","10420.2484","12060.7115","11108.8864","7126.8838","8727.6486","9341.1349","8229.6753","7779.7339"
"M286.0898T93","286.0898","93.03987","6131.3975","5174.4208","4729.321","3856.594","4612.972","4335.787","4813.183","3770.766","5061.6975","6023.4932","4651.56","4356.5827","5017.3403","4547.2164","3331.1317","3763.5048","5193.8178","4802.0383"
"M287.0862T21.4","287.0862","21.39674","1921.3546","2417.5946","2241.13","2137.6928","2560.9588","2103.314","2219.3766","2231.386","988.5014","824.015","1154.9232","1353.0816","1112.8058","1609.1814","1109.8963","1198.2552","1299.7046","949.9219"
"M288.9375T20.5","288.9375","20.45798","15159.6634","13940.376","20879.78","17822.5067","18628.6862","14991.92","16519.9988","14671.17","17007.4991","19111.5655","19438.3086","18481.1281","19062.5763","15311.247","11920.5992","13095.6535","16685.2864","17108.0363"
"M289.0903T158.3","289.0903","158.28433","1133.1905","1143.8954","1614.033","1668.81","1056.3696","2604.535","2783.0575","1756.732","4727.9315","4733.9339","4907.4308","3226.9041","4961.3602","1900.0531","2762.1223","1583.2691","1596.986","2070.4651"
"M289.9407T20.6","289.9407","20.59583","3034.8072","1938.4427","3899.229","3490.6705","3403.3054","2614.63","2026.0212","2754.603","2936.8955","3780.2083","3821.0934","3927.6531","3831.1672","3217.4749","2364.996","2760.9607","3310.1441","2568.9409"
