"","mz","rt","pos-Exp1-Blatt_K-1_1-B,1_01_8080","pos-Exp1-Blatt_K-2_1-B,2_01_8082","pos-Exp1-Blatt_K-3_1-B,3_01_8084","pos-Exp1-Blatt_K-4_1-B,4_01_8086","pos-Exp1-Blatt_K-5_1-B,5_01_8088","pos-Exp2-Blatt_K-1_1-D,1_01_8091","pos-Exp2-Blatt_K-2_1-D,2_01_8093","pos-Exp2-Blatt_K-3_1-D,3_01_8095","pos-Exp1-Blatt_P-1_1-C,1_01_8081","pos-Exp1-Blatt_P-2_1-C,2_01_8083","pos-Exp1-Blatt_P-3_1-C,3_01_8085","pos-Exp1-Blatt_P-4_1-C,4_01_8087","pos-Exp1-Blatt_P-5_1-C,5_01_8089","pos-Exp2-Blatt_P-1_1-E,1_01_8092","pos-Exp2-Blatt_P-2_1-E,2_01_8094","pos-Exp2-Blatt_P-3_1-E,3_01_8096","pos-Exp2-Blatt_P-4_1-E,4_01_8099","pos-Exp2-Blatt_P-5_1-E,5_01_8100"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M540.1677T270.7","540.1677","270.72966","1430.4768","1495.9745","1000.9333","455.8615","996.64242","743.928","1446.67543","987.9455","1160.341","1077.942","1003.28555","702.72664","870.94715","592.4736","579.61209","837.7901","1007.472","1091.94553"
"M542.0741T250.1","542.0741","250.059032","964.8307","1040.9305","528.0888","754.7212","521.7895","492.7272","960.89143","784.4787","1247.944","913","1410.11055","1309.46188","954.33423","1160.928","1216.89168","485.68","851.5957","1306.044"
"M542.7361T22.6","542.7361","22.633074","193.43","150.0429","192.1339","169.7893","118.46756","171.4572","171.45718","169.1178","529.0301","575.9545","448.60032","555.56055","438.886","383.3295","456.99677","488.2958","415.07304","411.99588"
"M543.0804T294.9","543.0804","294.873328","640.0092","741.5928","266.4505","623.1114","426.59766","468.1343","727.9152","545.0137","601.1472","446.7797","440.1503","516.00185","582.3783","497.1832","547.17969","303.6505","508.4064","518.21391"
"M543.2059T371.5","543.2059","371.527448","22505.7181","19284.6103","16281.8898","16110.6126","13639.41466","16315.6976","18197.75212","15644.5096","20220.84","19432.4","16169.26034","15792.22572","17394.64914","13958.35603","16943.71886","15412.9422","18813.53793","24222.88967"
"M543.2058T362","543.2058","362.006406","7595.121","7484.477","5073.3365","5145.4646","6628.93769","6133.9782","6597.48524","6279.6864","6588.881","8984.242","7117.71666","6162.20267","6823.4544","5298.4698","5458.08947","4989.2708","7004.11465","6706.15747"
"M543.721T26.1","543.721","26.144278","5502.5413","7220.9111","5837.9121","7071.8491","5781.21923","4681.1469","6438.41362","5830.8709","6161.252","5483.777","5194.70786","8070.4512","6166.24565","5892.25905","4988.89429","5031.0766","6141.67771","5273.0204"
"M544.2097T371.5","544.2097","371.527448","7687.2366","5196.8095","4109.8533","4520.2475","3813.7152","4716.1443","5112.10641","4700.4649","5631.292","5299.231","4869.2256","4253.61279","5208.81983","4264.02562","4478.15443","4973.2804","5378.6328","4278.30236"
"M544.4555T1015.8","544.4555","1015.794233","3676.3667","5453.8154","6553.8587","7014.34","6634.9704","5947.7317","5182.51453","4516.3471","2450.19","4583.915","6081.1944","6868.55747","6463.37829","4573.656","4789.94585","3896.2813","3700.50882","4578.46278"
"M545.1981T276.6","545.1981","276.645738","2999.8079","1734.0657","1019.9563","1365.757","1231.42306","1309.3407","1278.6311","1441.152","4378.742","2861.187","3142.26338","2401.43275","2181.25511","2214.95146","2708.68576","2415.0354","1931.8776","1957.2312"
"M545.7194T26.1","545.7194","26.121615","2564.7522","3343.206","2714.5845","3022.5972","2571.46426","2217.9224","2659.37732","2974.8323","2872.922","2431.622","2707.41723","3909.32568","3061.2204","3385.57576","2253.98583","2632.0822","2726.31346","2519.426"
"M546.1688T59.8","546.1688","59.805971","1957.7453","1266.5139","1113.2956","1528.4647","414.63217","1410.996","1742.25648","1040.3185","3256.067","2343.073","2286.94796","2309.56779","2234.59277","955.03351","1698.88356","958.6706","1181.49108","386.35222"
"M547.1439T285.8","547.1439","285.846587","13060.7736","9598.5552","7760.0172","7818.7904","7100.58729","8232.5305","7598.0736","6496.346","17020.12","15328.27","13605.05172","11566.555","12839.49333","11321.22329","12046.70948","12988.2716","12193.20744","12313.58058"
"M547.1452T358.2","547.1452","358.168366","1921.072","1370.9768","727.9152","988.599","699.98963","1381.6861","1221.3096","552.2026","2146.455","2058.469","762.9432","646.47375","1103.8824","1069.95647","1623.89667","2164.559","1266.04262","1745.7288"
"M547.2729T311.6","547.2729","311.550613","1356.8407","2454.1622","1167.9931","1425.5949","1375.18542","1006.8969","1496.38794","1338.8169","1264.314","1466.36","597.64292","1658.9928","838.0032","1278.90738","1183.6128","962.0113","1835.59444","765.52129"
"M548.0371T190.6","548.0371","190.640188","1043.3667","686.9474","887.6298","840.2206","574.26548","1065.105","1005.28004","619.4952","2945.354","2317.05","2153.388","1985.984","1991.29523","1868.34085","2099.60728","1759.4523","1838.29557","2698.09605"
"M548.148T285.9","548.148","285.868195","4300.7864","3004.2931","2238.3012","2554.2183","2065.9848","2509.5064","2240.7912","1860.4872","4923.851","4389.405","3998.26324","3544.49216","3735.90164","3494.62915","3726.88498","3512.0598","3380.2885","3869.98315"
"M549.1809T220.6","549.1809","220.596591","1137.3702","1243.5135","888.3094","562.1755","921.0696","654.8568","1075.49031","601.8144","751.8142","703.2288","688.28961","530.58404","519.4152","506.81435","474.30164","291.331","365.89936","515.48925"
"M549.269T376.6","549.269","376.647992","4538.9681","4059.8979","4501.754","4343.3173","4271.6937","3901.8372","4076.11087","4371.208","4266.481","4419.14","4257.0696","4290.7632","4198.36176","4324.34376","3939.16343","4289.0952","4187.183","4404.8544"
"M550.1906T58.5","550.1906","58.515618","1745.6087","1490.4666","1025.6289","858.2385","405.33767","1436.2232","1870.76434","1160.1252","933.616","770.0665","1054.07067","727.77789","514.79294","994.87273","843.13608","304.5323","631.74181","431.96344"
"M550.2712T376.7","550.2712","376.687984","1488.9351","1503.4824","1317.645","1451.1455","1263.46392","1686.8029","1322.724","1538.6248","1451.827","1589.604","1436.24367","1407.93267","1470.07436","1436.55584","1396.0962","1495.9905","1570.2552","1569.09716"
"M551.1517T234","551.1517","233.966079","3448.7051","2493.4561","1811.4763","2160.06","1327.728","1609.6639","1755.57171","1389.1611","4382.521","4369.281","2740.524","2078.328","2084.16217","1632.6384","1898.44941","2695.2141","1408.42951","1846.845"
"M551.6521T233.7","551.6521","233.723746","1576.9272","987.6119","1078.0462","1024.4856","946.90113","1014.528","916.20529","658.2818","2601.641","246.864","1634.42887","1032.7224","1060.33274","1245.92598","1094.78143","1921.4057","886.99024","1129.45009"
"M553.2473T331.1","553.2473","331.076068","38921.033","39939.9486","24172.9237","27527.4083","26465.28607","23616.877","33730.99727","25600.176","26935.32","11688.33","17299.18646","15758.92948","16869.93501","26469.97193","23589.01005","25773.1664","23068.8104","29852.5296"
"M554.1662T220.8","554.1662","220.788512","1419.5888","1973.7255","2549.221","2292.1618","3179.2554","2782.7895","3369.36","3193.3401","2080.464","2705.683","2819.9208","2946.1344","2875.72935","2850.0115","3355.16429","3240.0557","3228.36018","3119.86125"
"M555.9952T131.3","555.9952","131.273259","13953.8242","12717.8169","10998.9238","5012.9309","10358.47259","5599.476","12127.3704","11594.5486","11303.72","11005.65","5296.95833","11544.89903","10921.99204","10896.54974","11650.91545","11273.9687","12060.89343","10675.02663"
"M557.0954T338.9","557.0954","338.935737","3537.771","2879.7646","2463.132","2762.208","2324.19197","2610.9493","3220.77414","1934.5464","2922.107","2173.171","2129.61033","2609.94055","2484.76257","3337.668","3302.64","2966.7044","3151.32789","2377.40273"
"M557.1842T353","557.1842","352.950106","1330.3968","669.2016","545.3543","1057.0101","783.56512","516.4128","809.44017","738.7059","1192.369","1186.67","985.24736","1093.45529","1086.2016","991.38167","876.48845","1119.1534","957.85173","970.776"
"M559.2012T297.7","559.2012","297.665952","5786.8255","4590.0185","4577.7964","4121.1762","3142.29462","3652.9679","4743.792","3966.0315","7884.893","6504.1","5806.053","5552.48443","6275.852","4957.296","5437.044","4947.9394","5352.38813","4562.27751"
"M559.2017T379.7","559.2017","379.651277","4881.5604","4394.1792","3096.0222","3316.268","3249.9312","3371.4315","4154.5849","3627.2827","4199.303","4743.423","3759.92244","3479.94864","4093.23286","3421.22659","3077.62408","3268.2792","4047.62238","3630.04642"
"M559.2009T319.4","559.2009","319.379075","3315.4654","3451.4256","2177.2694","2130.998","2233.8537","2646.7824","2780.00967","2402.7244","3263.208","2980.181","1219.58212","1666.82337","2358.52092","2479.92327","2702.33792","1995.0775","2910.52772","2714.50159"
"M560.2041T297.7","560.2041","297.702748","1434.9129","1526.448","1394.2147","1366.528","1157.9256","1445.6144","1436.25562","1202.1844","1920.869","2087.002","1270.5945","1359.53114","1965.38488","1001.87588","1669.76184","1355.4168","1570.13076","671.7697"
"M565.1869T371.3","565.1869","371.313444","15159.5859","13483.727","9964.0185","10612.4741","9627.0288","10640.172","12521.3424","11398.8181","14463.48","14016.87","12086.328","10692.11973","12804.36207","10237.7434","11940.09714","13689.7524","12913.5362","11632.61769"
"M566.1903T371.4","566.1903","371.394442","4365.1028","3590.9981","1999.8232","3120.3543","2674.29304","3134.172","4043.5656","3276.5162","4168.164","4202.026","3512.1408","3154.02125","3349.45658","3001.3992","3063.49239","3354.6847","3870.92443","2645.90114"
"M569.2552T311.7","569.2552","311.676238","1854.4823","3400.6336","1441.7065","1625.4384","2027.44714","1415.4648","2036.12725","1739.0568","1890.184","1470.72","919.14671","2273.484","1235.3208","1749.81379","1507.41515","877.5888","2289.65134","970.8633"
"M570.0102T196.4","570.0102","196.405447","1399.8905","1414.2246","1013.6226","946.2859","907.05096","834","1184.28","761.4056","1015.888","913.8798","673.14107","1055.01567","1093.1544","743.78546","1243.5061","910.4688","1263.87443","794.35451"
"M571.1864T235","571.1864","234.959396","6604.6128","5592.9636","2470.1595","3744.3539","2979.30314","515.1813","1152.792","1117.8692","4397.169","4285.092","2686.684","2341.86235","2306.71653","584.04231","529.7568","911.9217","721.44802","943.98072"
"M571.2503T376.6","571.2503","376.605591","3672.2113","3350.6353","3388.2592","3183.8784","2679.19346","3226.0283","3205.17804","2971.3759","3309.292","3186.805","3201.5592","3278.98935","3320.7336","3252.76834","3180.01815","3088.1352","3245.20511","3085.00714"
"M572.188T235","572.188","234.959396","1787.7624","1416.3746","696.5568","671.4505","716.5728","335.3685","333.96893","346.053","1381.109","1033.159","679.78274","682.48467","744.52472","279.94633","246.48113","389.7616","252.2772","379.3411"
"M572.254T376.7","572.254","376.652202","1538.537","1371.9676","789.3187","1212.3024","1033.30214","1304.5994","1137.83175","991.3484","1059.514","1171.053","1286.6952","1220.3088","1208.0525","1130.44512","994.03814","1020.1488","1130.15723","1145.81786"
"M573.4332T980.7","573.4332","980.695857","6467.0737","4563.9097","3668.444","3735.6409","3241.17818","3781.223","4198.6896","4500.0227","8937.929","13628.18","8045.02644","4818.5184","4494.98533","4349.70193","7436.10881","6036.9339","6363.45186","4396.81552"
"M575.1763T323.4","575.1763","323.42018","19221.36","8791.5762","7199.7552","8585.8632","5548.00112","7699.7599","8980.41","5101.3725","53383.66","53234.07","36577.60007","32045.2824","31669.42819","20441.41406","30720.8231","33807.6912","21739.50344","29426.2437"
"M576.1799T323.4","576.1799","323.403924","5925.9107","2309.859","2606.6423","2849.424","1799.772","2643.4464","2541.74625","1695.3678","16516.06","16887.83","11230.53888","9691.41035","8491.00795","6318.7176","9557.5417","10705.3371","7397.86307","9321.11417"
"M577.1813T323.4","577.1813","323.397939","1369.7564","658.6054","986.9501","525.99","771.15709","1014.3947","794.80993","883.6342","3726.66","4377.414","2889.76148","2334.1992","2152.7208","1630.94019","2235.66535","2635.6375","1385.96612","1694.61939"
"M579.1697T287.4","579.1697","287.361375","65464.3533","43338.7669","35934.574","45329.2951","33694.9344","47065.6853","42796.72504","34577.9416","103278.8","98797.8","63058.54238","41542.83467","52569.10221","47352.33649","72882.5928","94441.1592","45283.54509","58741.6824"
"M579.2924T735.6","579.2924","735.577603","3799.0368","3444.5549","3671.856","3396.7922","3208.20412","3381.4136","3600.27","3757.211","3331.292","3426.739","3228.60441","3586.25727","3234.11669","3397.83716","3414.2625","3487.1673","3539.31223","3429.87019"
"M580.1732T287.4","580.1732","287.366834","20803.0137","12994.3891","11067.0816","14470.3171","9841.8672","13895.5577","12860.91013","9856.212","33100.8","30400.92","19192.15469","13191.84533","15331.04077","13765.6704","21961.8888","27637.7592","14277.24514","18288.32163"
"M581.1819T379.6","581.1819","379.597093","3583.3276","2934.6792","2449.2912","2610.1795","2150.7192","2502.2143","2850.12372","2672.8393","3476.374","3309.646","2804.8154","2285.21777","2855.2824","2309.46873","2168.84628","2572.065","3271.2816","2514.13765"
"M581.3649T711.3","581.3649","711.254884","4981.5821","5229.224","4888.3742","4809.737","4473.27948","4690.9036","4514.9424","4896.8163","4992.506","5210.939","4902.70162","4542.35071","4685.62362","4501.02494","4679.81359","4280.274","4993.32167","4611.0192"
"M583.0027T163.4","583.0027","163.365225","1831.2333","1258.0763","1075.7933","1477.1808","1226.71614","1252.4752","1810.41881","1044.5016","2374.389","2978.309","2638.4424","3207.204","2788.8335","2839.06643","2870.79399","2692.1032","2729.66861","2601.26533"
"M583.292T226","583.292","226.030882","4285.7091","2705.1202","1305.4344","1133.4595","2372.12053","1143.0604","2448.89925","1607.7295","3421.657","1399.408","1234.14493","645.744","879.3522","1151.39164","921.0696","2216.9818","1800.1576","3316.63387"
"M584.0548T338.9","584.0548","338.901305","746.6617","798.8539","755.604","647.924","686.27691","649.5192","705.67435","346.3391","777.0542","448.7622","503.34204","620.55474","496.56686","893.79477","881.3712","779.4064","921.98547","655.1904"
"M584.1237T37.3","584.1237","37.252461","1032.5072","723.4957","643.2634","876.1461","689.99456","679.8157","802.61612","711.692","678.1412","1020.156","656.33081","860.38299","582.94988","680.78235","891.02375","915.4258","887.07922","1174.40314"
"M584.1905T231.7","584.1905","231.685232","1592.4876","955.4304","744.6909","530.0904","763.2768","891.383","1131.31898","1047.0359","1226.314","1608.286","1095.2088","615.42281","827.69736","1072.40344","1286.3616","1715.3712","932.59309","1101.8808"
"M584.2931T226","584.2931","226.016336","1098.2112","490.1885","317.9208","258.1774","669.75927","345.3889","521.7504","373.1139","810.6787","477.7152","311.3421","200.60178","290.27945","317.0625","253.536","501.8347","473.12988","561.6982"
"M584.6952T231.7","584.6952","231.685232","698.7953","498.1928","372.2461","444.2825","432.6792","540.854","534.8538","440.2294","770.9496","793.7486","426.79246","348.555","471.97869","623.3738","818.77757","826.3272","728.11662","602.04955"
"M585.4495T968.6","585.4495","968.637242","9479.1004","5676.4484","986.6471","2635.44","622.08111","3120.3873","1956.41214","4544.7473","10756.43","16490.3","5880.45536","3718.81089","2517.352","3992.34186","9883.50236","8235.8748","4468.28311","3328.6608"
"M586.2106T260.5","586.2106","260.502172","1643.0937","1174.5067","1117.7108","957.1997","948.948","830.581","877.80345","964.2208","1266.996","1457.165","1329.84918","1429.11113","1294.09412","907.81724","979.72775","890.4817","954.65587","1035.68064"
"M586.4532T968.6","586.4532","968.587792","3963.7541","2415.9079","562.0818","1165.5984","383.25533","1338.892","914.60933","1617.3619","4191.017","6305.999","2140.96985","1559.70578","864.80229","1311.61043","3950.51885","3121.156","1809.78","1034.8272"
"M587.2172T376.6","587.2172","376.610805","951.0618","948.8912","917.8656","710.9016","918.99073","950.1534","927.408","962.0931","900.72","822.7714","1032.8256","747.01436","958.88957","819.61632","816.73869","718.4561","869.028","746.373"
"M588.8382T26.1","588.8382","26.103933","1048.4917","1021.0819","994.2141","1221.4057","1016.75343","826.1587","1160.70426","706.8189","375.566","378.8062","445.55218","478.42004","595.29627","637.22614","445.6896","576.2826","538.005","717.63006"
"M591.1246T532.7","591.1246","532.737284","1212.3024","1181.6112","1268.0136","1116.7505","1041.98895","1199.8456","772.86282","1227.648","1588.444","1692.83","1369.14951","1107.303","1102.73686","873.53933","1080.40894","1045.836","1142.14857","1243.3272"
"M591.167T220.6","591.167","220.59475","1322.9541","1408.4592","929.076","770.1932","1027.81412","1028.0231","967.5802","1145.5921","954.5179","948.3646","956.82817","632.2212","677.8752","697.3912","502.59523","423.3384","572.05969","852.0925"
"M591.6708T220.5","591.6708","220.455465","805.5534","970.8851","627.2486","566.3737","685.97649","479.2506","511.0752","494.0616","809.9808","660.33","743.928","432.36792","493.728","400.71911","358.9536","229.1489","258.59167","450.89625"
"M593.185T323.5","593.185","323.479255","3428.978","1813.4496","1533.0889","1688.7406","883.85294","1610.5049","1980.00397","1194.7111","8922.371","8799.716","6021.42078","4842.17438","5049.364","3738.57261","5007.61158","5439.348","3440.92691","5059.01362"
"M593.2749T921.6","593.2749","921.633039","36596.8535","18556.6096","4642.0955","9664.6818","2370.21646","11286.6387","10329.9165","13794.8938","80615.06","119982.7","25196.1408","19922.544","14552.67329","29202.6768","32815.5648","26497.3628","12469.2345","16434.4704"
"M593.2763T947.5","593.2763","947.4621","2579.6876","1447.9647","397.5982","659.7729","175.78378","671.1138","561.748","970.9596","5685.608","12799.53","2463.97489","1147.76467","877.83556","1627.5553","2331.61903","2116.8122","629.96267","1298.90791"
"M594.1879T323.5","594.1879","323.503666","1178.854","545.7151","589.2648","547.4376","417.27355","564.7035","573.706","392.0364","2692.152","2482.298","1852.1979","1076.8608","1384.9079","687.216","1615.6248","1696.1677","1296.23025","1602.16996"
"M594.2781T921.6","594.2781","921.624727","15110.7456","7422.3768","1884.8431","3849.9701","1027.2029","4365.3831","4305.77342","5787.8582","32316.25","48799.66","10797.80129","8198.8872","6067.96264","11877.58142","13188.2088","10883.2227","5416.25187","6190.71716"
"M595.1639T265.5","595.1639","265.502886","31483.0089","18360.0096","13502.1482","18342.7821","12074.3184","18118.1496","18414.36677","12242.0358","42744.65","38815.36","30174.87282","15906.57275","19100.88138","18373.02","28214.99988","36467.1643","17072.88845","23275.15569"
"M595.1647T232.4","595.1647","232.351894","2528.5818","1665.481","1201.8433","1783.5293","1246.45936","1266.488","1360.03446","938.4168","3291.208","2938.349","2296.19426","1101.78643","1630.34352","1741.56897","2454.60917","2961.9057","1370.90742","1959.2328"
"M595.2818T921.8","595.2818","921.789573","3301.9431","1679.0088","481.3207","797.2277","370.06477","1007.7208","766.87543","873.8471","7739.601","10770.77","2038.55786","1610.40622","1030.4904","2066.3184","2883.92359","2423.7058","1358.39496","1222.9776"
"M596.1675T265.5","596.1675","265.508607","9531.3976","5297.4685","4291.0469","5743.8222","3713.3016","5684.8776","5514.17197","3457.764","12934.22","11585.73","9223.29801","4493.21275","5972.84087","5611.95936","8261.19749","11148.9874","5526.32535","7140.62443"
"M597.1699T265.4","597.1699","265.443208","1523.8252","1332.9566","799.4653","1522.7471","664.07814","1333.1798","1359.42","950.2637","3331.758","3086.223","2087.86642","1236.76641","1442.16786","1322.724","2349.54922","2915.6259","1136.80233","1812.01436"
"M598.0425T294.8","598.0425","294.805089","574.8445","376.968","690.7481","754.1982","416.54807","542.491","780.69086","549.5627","564.0108","426.7411","269.63695","661.98771","739.18373","681.02167","442.4809","629.0146","765.35936","419.37489"
"M599.1628T220.6","599.1628","220.607709","4717.0336","4596.5238","4212.728","2643.4524","4293.41807","2956.165","3853.542","3742.1383","2854.025","3270.001","3655.9224","2482.70569","1918.2","2091.26492","1334.82708","1403.912","1696.71798","2230.1153"
"M599.1707T183.7","599.1707","183.653186","2274.9741","1612.4921","1006.8048","1137.0603","1281.558","919.2254","608.69833","448.0672","1819.739","594.1416","1439.36071","1870.03223","1667.13548","1229.74576","1397.90805","1589.1654","1348.62209","1237.48724"
"M599.6642T220.6","599.6642","220.586402","2419.6008","2874.9543","2572.3896","1416.1379","2413.50744","1778.8782","2282.94327","1979.5724","1772.127","1981.918","1972.5768","1214.33333","1359.41232","980.80308","1035.62743","839.6712","1077.37892","1260.60748"
"M600.1667T220.6","600.1667","220.618828","648.0391","1133.443","1114.8077","681.245","1004.02808","742.9272","922.30731","900.2","819.4095","850.8959","943.34","615.39975","536.68195","445.47043","534.93567","342.6842","577.4616","490.92332"
"M601.1146T283.5","601.1146","283.544342","4881.6088","5461.3986","4580.2302","4402.398","3418.62716","3272.5922","4134.98096","4844.6999","3604.214","3635.239","2550.78203","2755.2024","3169.8672","3556.176","4264.72024","4777.152","4427.5392","3995.37321"
"M601.1498T288.1","601.1498","288.147534","5163.158","3928.4107","3319.32","4168.7875","3240.924","4328.0893","3882.1032","3653.9001","7046.644","6418.464","4714.99683","3183.59288","4051.56715","3589.14989","5867.83647","7160.3904","3599.80149","4401.22811"
"M602.1175T283.7","602.1175","283.663373","1363.2188","1482.5619","1312.5435","1135.4285","989.28573","1029.4028","896.5376","1260.3558","1278.689","1266.139","673.11324","635.27825","1097.57382","767.4602","1188.8562","1245.8224","1137.0963","1136.06515"
"M602.1533T288.1","602.1533","288.147534","1564.2504","932.0976","1048.5048","1449.956","1179.51167","1308.8305","1198.73826","1056.8448","2164.352","2378.095","1384.58274","987.6928","1184.71506","1452.828","1467.84","2419.2816","1412.52982","1400.91237"
"M603.2038T304.6","603.2038","304.612358","436.2112","703.3937","621.8304","437.8417","381.6384","619.6345","681.8784","568.3252","770.0977","636.5088","848.08053","818.6544","658.5264","490.7256","734.18757","698.0053","538.24197","802.78683"
"M607.2904T1005.1","607.2904","1005.120027","380807.2332","218091.6672","89516.556","179149.5364","47662.28193","169156.2761","166098.1056","156388.0104","590108","630150.7","217669.1918","253833.9048","164652.6168","170416.8912","316716.8376","267012.4392","113115.7536","120530.1012"
"M607.2903T1020.6","607.2903","1020.600363","64815.5301","28562.6588","7067.316","17981.4503","3389.16155","16518.3486","14962.34625","17965.3427","88570.83","158059.2","44946.75706","37049.29611","18581.09906","19702.65058","60578.96365","38920.8015","13375.0248","10873.42071"
"M608.2932T1005.2","608.2932","1005.178936","156931.1735","89910.5376","37242.5363","73606.2265","19557.6336","71499.1536","67859.75255","65363.2488","240597","259103.5","88758.0814","103587.804","66952.5192","69716.44303","128691.204","109035.1584","46120.2","47820.5622"
"M609.2961T1005.2","609.2961","1005.178936","34881.7459","20835.6552","8629.2317","16274.3073","4800.64717","16138.8993","15983.31511","14409.8746","54410.83","57737.49","20653.14176","23892.0984","15565.77386","15827.39421","29259.7224","24316.5587","10424.5409","11246.9156"
"M609.6439T288.8","609.6439","288.759798","2543.0328","2089.3244","1388.1096","1219.8853","1496.495","1052.1744","1536.88673","908.2294","2040.275","1628.177","1294.48715","1591.70144","1434.63771","1546.84776","1338.0696","1374.2438","1635.69936","1852.73709"
"M610.147T288.7","610.147","288.698701","1532.028","1418.2857","628.9774","736.3435","659.255","683.2128","1009.14","798.7026","1013.036","795.4707","581.5368","865.50351","653.52446","859.13036","667.0663","828.8917","892.13084","924.924"
"M610.2988T1005.2","610.2988","1005.194587","5687.9071","3350.6045","1382.865","2694.1282","684.06923","2643.4278","2709.13822","2271.7283","8527.578","9170.33","3351.6792","3896.16462","2486.99022","2627.4375","4589.59114","3655.9479","1936.29","1717.632"
"M611.1589T248","611.1589","247.992588","2053.308","1405.9309","737.7991","1016.7077","803.05121","990.5394","1351.9498","924.588","1435.639","1496.863","2460.80893","770.2824","1064.27514","1023.61125","1264.89423","1515.6746","1126.79233","1407.89864"
"M612.0572T339","612.0572","339.040664","1542.5664","1392.4705","1282.3584","1541.6683","1225.66541","1514.1057","1555.82009","1048.3334","904.8189","1174.139","1238.46308","1346.51967","1173.55895","1659.58591","1737.519","1456.6991","1486.96663","1178.9424"
"M612.1599T323.1","612.1599","323.133475","779.3634","238.524","226.9124","186.4471","189.80043","182.7955","346.24402","189.8364","3000.141","2584.959","1923.38916","1354.98165","1267.452","768.54164","1188.01852","1406.9759","757.86745","1034.30754"
"M612.6628T323.2","612.6628","323.215695","223.1312","165.8365","109.4331","170.4313","79.05431","131.7572","149.76956","80.073","1699.025","1706.946","889.11","757.72947","679.43692","445.3026","765.39458","502.2932","361.956","551.36996"
"M612.7804T25.6","612.7804","25.582286","1056.1791","1200.1579","922.3631","1313.6419","1067.35619","1147.359","1272.684","993.384","964.7304","632.6607","731.43","706.37516","737.02375","779.73868","683.85829","636.4346","393.19284","645.91074"
"M613.0125T250","613.0125","250.014646","1382.0092","1350.9865","947.0194","1052.0053","950.95","930.9436","1064.77868","1044.6849","1355.042","996.664","1726.6284","1372.30245","1214.72863","1438.04614","1388.97662","1098.8784","1032.60455","1591.73006"
"M613.1576T37.8","613.1576","37.833936","9147.5314","7259.2703","4357.8157","5251.1109","5115.88744","6027.735","9692.91247","7993.5038","6366.879","7922.352","5182.56728","2854.19514","3508.33064","5303.63167","5719.79129","5889.0408","5569.00351","7072.45572"
"M613.3342T284.7","613.3342","284.734847","949.3248","384.6408","524.7528","284.8517","443.58825","463.1649","273.51415","293.2696","408.7519","425.3988","1491.01222","798.49624","478.11494","378.79315","290.85895","323.836","309.85247","357.6192"
"M613.4086T724.8","613.4086","724.781764","2585.3891","1339.404","1668.6672","1607.8354","872.4225","1126.74","972.7776","1802.5342","7726.622","10675.55","5944.4184","4334.66308","4479.02496","2700.8256","8006.70952","7583.7288","4398.26356","3745.14107"
"M613.4812T1018.2","613.4812","1018.21751","12892.3491","9873.6046","2372.9987","5662.3832","1464.504","6248.2964","4885.9056","9553.6368","15262.52","22622.72","13266.01043","9958.66664","6788.0928","9769.54636","18057.92296","14915.901","10996.32655","7698.33333"
"M614.1366T265.5","614.1366","265.484057","1513.3333","631.1712","564.5109","745.1135","433.68","907.256","890.48516","448.7395","3143.309","2671.335","2004.43071","663.77871","736.37558","733.92","1652.3208","2674.2296","425.0792","875.13116"
"M614.159T37.8","614.159","37.828508","2791.824","2033.1503","1166.7174","1527.1069","1424.17291","1813.4496","2838.66428","1995.3305","1833.943","2140.711","1340.50731","849.7695","1094.68221","1678.62024","1870.87269","1549.4031","1650.18359","2093.29817"
"M614.4113T724.8","614.4113","724.789222","1235.4524","471.569","472.6459","664.332","277.68","338.7963","403.8685","270.2908","3297.944","4414.595","2344.74579","1870.71923","1719.76036","1073.592","3405.159","3076.7928","1832.03293","1590.6048"
"M614.4837T1018.2","614.4837","1018.217009","5601.6","4514.1845","1001.9053","2275.6244","668.5344","2702.772","2021.616","4028.8389","6784.18","9800.167","6210.93522","4214.4395","2892.16957","4164.6624","7894.3104","6540.2709","4078.26","3067.1184"
"M614.6388T265.3","614.6388","265.345461","1034.9367","475.6601","264.9625","404.6164","314.9184","499.1712","364.1976","213.1944","1744.354","1435.662","1059.13938","245.5848","422.75567","457.1416","1083.07744","1693.1469","453.15745","520.80814"
"M614.7775T25.4","614.7775","25.404393","664.6587","614.0886","328.663","787.8026","707.73914","420.7236","540.78721","716.5728","574.0086","706.5648","624.10947","481.81659","307.19034","616.4928","508.30277","590.926","773.26631","647.26139"
"M614.918T27.2","614.918","27.216485","1556.6746","1443.5571","1203.3313","1676.5306","1378.27737","1486.7567","1316.80341","1359.1271","5863.354","6763.917","4968.62827","5946.60132","5267.75121","4102.253","4271.50016","4052.4407","4677.75324","5785.2912"
"M615.1672T343.6","615.1672","343.560842","6687.2729","4296.292","3716.5345","3608.1243","3827.90177","3489.0129","3870.6092","3379.1429","14197.9","14754.35","13484.50971","8598.97736","8907.38736","5977.54543","8387.89005","7103.1181","6149.85454","7867.12691"
