"","mz","rt","POS_SF.100109.114720","POS_SF.100109.121711","POS_SF.100109.124896","POS_SF.100109.124904","POS_SF.100109.130034","POS_SF.100109.169058","POS_SF.100109.199550","POS_SF.100109.227718","POS_SF.100109.231142","POS_SF.100109.239012","POS_SF.100109.244079","POS_SF.100109.255622","POS_SF.100109.259700","POS_SF.120831.00062","POS_SF.100109.142930","POS_SF.100109.146730","POS_SF.100109.199546","POS_SF.100109.225118","POS_SF.100109.252159","POS_SF.110121.00073","POS_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M231.1679T261.2","231.1678645","261.243","300.2710692","339.606473","327.3084622","610.5533311","373.6820809","361.2456362","549.917153","1077.559039","3727.356798","770.2383399","1866.645209","760.7387816","3951.72359","2299.862045","1697.11987","792.8081121","1015.718726","1037.091087","4408.337143","833.3374551","687.927164"
"M189.1218T218.5","189.1218173","218.466","305.4888871","343.276471","328.7127099","788.8160524","290.0460965","326.8588636","505.2146286","642.7881575","3769.268426","634.6116331","2551.484304","790.3351368","3069.478571","3676.814076","1016.159257","811.2957582","970.9845802","802.5068403","1580.288539","772.6398343","613.288875"
"M385.5567T280.7","385.5567124","280.689","18750.81585","9778.811479","14740.51243","6986.573963","15716.1937","19676.66335","15508.0125","465.8743343","981.4578224","4595.246605","1749.907822","7702.75982","824.4842461","4460.10018","1531.855915","4147.044162","2373.693278","1572.397119","335.9410128","7492.853756","3826.703223"
"M499.1628T752.1","499.1627798","752.1199998","5125.381645","5842.302571","7441.600241","4541.8087","5155.743094","5689.093308","5481.368586","15734.6368","8038.84023","7771.58537","8207.71537","6216.395489","8397.745797","5890.192961","10214.6049","7205.185276","11355.49685","14499.55406","13325.27836","15753.10572","8795.324326"
"M452.7427T222.5","452.7426721","222.52399998","1556.27377","2110.529367","2648.463009","1276.592549","1438.634523","1538.044913","1570.220223","1088.832904","871.7325005","707.0916032","896.891242","920.3632321","818.1307404","1228.840256","1337.276511","1104.176387","1021.943443","805.3531546","417.9645352","819.5605535","860.6289524"
"M456.4044T898.1","456.4043902","898.0609998","396.0174191","2619.187094","625.4034179","6081.637508","659.694611","1998.750326","933.0171045","26316.65939","13117.16088","14016.33405","7128.724322","4206.102554","11190.14698","10617.21668","699.8639613","4620.209367","5960.952272","6968.778272","7898.125424","2540.849697","10270.83372"
"M115.0861T237.7","115.0861377","237.73999998","8399.614548","2594.899228","5869.905414","4985.024478","10855.04842","4573.162606","5139.682437","154.7587335","386.839305","2350.62372","415.321809","5918.520872","148.2716972","1730.111796","585.6450006","1756.446981","321.9830606","249.7109072","122.3968438","1310.936844","813.0345109"
"M157.5367T888.8","157.5367139","888.759","634.3132767","953.5329644","795.1034033","1330.437265","706.4010861","1039.49729","920.3337067","3470.129447","2792.806866","1444.794895","1911.737519","1248.286368","1849.319277","2222.144122","647.7173597","1617.737659","1168.061952","1482.468352","997.1655171","907.9600916","1559.093823"
"M222.133T74.6","222.1329629","74.57500002","6810.097366","2652.088145","4542.053075","4230.205279","8713.31643","4534.997194","5704.983109","94.55717766","211.6399768","1808.586965","384.5234413","4395.18443","182.3017496","1505.773027","593.8166721","1221.214204","373.0255462","203.1056649","65.82971874","1530.477218","703.9600775"
"M384.5397T284.7","384.5397206","284.74600002","2034.034464","2890.991252","4177.413994","1249.647976","4442.369078","2367.174885","1462.151572","56.04610145","145.8746142","676.3197113","351.7922138","892.0486043","104.7320106","625.008542","331.4237824","742.2892543","373.4753526","211.7515719","21.15915648","741.7297353","624.3392716"
"M356.0801T160.3","356.0800937","160.30099998","1223.882262","1531.032629","1309.166062","940.4915714","1078.035014","1306.356153","1325.963781","2463.026244","1553.859684","1572.104718","1729.624174","1240.651072","2193.274282","1670.106543","2174.93432","1389.381009","2383.616536","2191.568565","2887.429265","3034.582616","1717.103044"
"M246.1809T74.6","246.1809106","74.57500002","14793.66139","4971.856694","9361.076061","8718.421635","19957.69143","9191.974611","12423.99383","53.49370727","499.349513","3211.607745","575.7157446","9269.006291","292.5098898","2637.182131","940.6762168","2189.735488","428.5748337","245.5762294","118.4534093","2319.180854","978.8937204"
"M361.2698T892","361.2698181","891.9739998","2855.949276","3430.081895","3811.800091","3290.025233","2666.87304","3628.935419","4151.491598","11158.40437","9200.552869","5216.294277","6630.335797","4348.764794","6481.657802","6663.982853","3461.953887","5047.990961","7282.160158","10015.60667","10317.31768","5548.188588","7822.703034"
"M343.1977T891","343.1977149","890.9599998","9477.547912","9235.291577","11349.9262","8330.385649","8041.361669","9316.717197","8286.37385","24003.90405","16324.60468","12696.08074","11895.93664","10495.47626","13737.00074","11097.59986","12295.01902","10648.77757","16860.17224","19344.27829","18227.27825","20618.42567","14616.78326"
"M177.0862T51.1","177.0862024","51.072","675.2405436","897.832219","1022.498065","983.4604738","729.754149","831.3406492","927.1828292","1049.834356","1019.084456","838.8853623","2423.606029","1217.089915","1421.07242","1819.238165","565.1220982","750.5823738","1053.409375","669.8595546","463.6582567","349.5899655","445.1847771"
"M496.613T247","496.6130196","247.041","1217.167072","994.2426509","834.1048971","1450.499421","1721.786582","1270.808454","1246.980759","554.3417838","492.67597","844.3255309","558.0513438","972.228761","573.4628594","800.467726","747.2978109","916.6829938","951.7993267","657.831217","660.7201533","723.072587","422.1189293"
"M311.1242T135.8","311.1242213","135.783","833.3926095","664.9827299","716.9982249","1151.497533","742.3771063","739.3972655","1046.842953","1532.850802","3641.914324","1028.141174","2330.019413","1071.893901","2496.862892","2156.166501","1276.746324","1111.128619","1053.68178","973.5556595","1493.751334","819.1961954","883.596844"
"M293.2032T886.7","293.2031944","886.7299998","847.9279324","826.8346923","1024.192697","827.5577084","782.2781794","839.622398","846.3188596","1821.81723","1071.984051","1112.432294","1020.250645","933.6996763","1167.269725","827.7002874","1184.293797","957.4335418","1438.386592","1638.339936","1613.139066","1948.362179","1295.04094"
"M497.2004T892","497.2004217","891.9739998","1364.939681","1651.251345","1828.020178","2233.002665","1279.641599","1825.614817","2808.942247","6283.493706","6798.85508","2948.004524","5234.202248","2359.597415","4897.522687","5091.083469","1697.872531","3741.763149","3942.966779","5653.233801","6080.215422","3726.144527","6186.511115"
"M250.095T183.8","250.0949856","183.804","1152.435387","902.068408","1010.82998","1549.181497","832.6131907","937.9242247","1177.48696","2768.281","2279.716396","1957.197116","2472.367024","1673.539853","2518.864185","1451.968046","1059.386911","1740.571297","2117.703362","3757.414232","1527.168937","2815.136428","2199.733811"
"M414.7169T227.6","414.7168584","227.59600002","4769.557084","5309.803527","4600.818708","5742.544557","6157.554755","4721.705352","5548.78996","941.4720803","2855.555595","2674.149891","2904.249424","3161.41885","2290.409679","3838.449304","3843.754713","3047.819348","1982.662596","1309.045639","745.576477","663.1968618","1726.28437"
"M84.0804T155.2","84.08037855","155.229","822.7801623","512.606739","597.0111969","725.7905356","981.4581868","628.4165854","692.5184782","117.2980214","448.5345569","373.9002687","324.3204221","454.8400341","240.8047309","452.7450753","449.2098571","461.8790729","287.8404593","179.5249585","146.3425606","194.7726767","239.975744"
"M428.0371T64.4","428.0370985","64.431","3532.88518","3970.827846","7969.309159","6092.599963","4841.516461","5493.275189","5687.296277","26276.5702","6664.197224","5559.122111","26007.39574","15408.30497","52870.33068","6481.051958","21001.38368","32555.98133","11282.20334","42924.5299","273831.6143","20616.74534","75052.31117"
"M216.0519T122.6","216.0518589","122.59600002","1034.562613","1066.180343","1015.540948","1139.019399","809.5452515","1005.08782","1028.15955","2042.042933","1558.659288","1210.017231","1408.517017","1041.904551","1607.507919","1243.780266","1449.81258","1162.473569","1594.31649","1704.00603","1848.744277","2328.280474","1347.592647"
"M481.1656T248.1","481.1655858","248.05600002","1953.556704","1997.490659","2318.343618","1699.103514","1564.120588","1824.43752","1822.543854","3334.085556","1966.667686","2326.403562","2359.327391","2120.435399","2647.61577","1864.95983","2642.277607","2057.118002","3157.458024","3405.460046","3301.423865","4086.862813","2478.649029"
"M123.0552T80.7","123.055214","80.661","21804.29036","24119.56523","26064.5524","30879.90923","25495.10248","25305.66253","21792.13785","107990.5119","45694.41173","28976.6246","41680.6334","26132.30389","70654.85619","44615.00016","32704.99977","41931.40716","62882.42211","59298.37005","78657.30992","62246.26431","62331.14104"
"M290.0593T160.3","290.0592989","160.30099998","631.1625766","805.5336334","826.7953591","785.129761","582.8310668","872.6896184","825.1974859","1454.781192","968.9696575","789.1667906","1121.5238","843.0981554","1369.880485","1098.665113","1083.543146","916.1237089","1221.202582","1317.764343","1677.689456","2053.526635","1280.583822"
"M209.1136T765.3","209.1136324","765.3070002","4536.763562","4903.538257","5517.832625","4217.638192","4151.950163","3876.851383","3779.235111","12976.97264","5395.35237","9785.357522","6290.464112","9360.364558","8226.780267","4404.340106","8791.401671","7035.570426","7827.533445","10434.03001","11778.64706","18777.10045","6318.381557"
"M267.4992T164.4","267.4991773","164.358","529.4928677","675.6339268","293.2213713","357.9563854","1194.255669","390.2603913","1327.597905","0","0","108.3242412","38.21621807","188.5599279","0","36.88679089","11.51898952","116.9684328","65.2939755","11.37744913","0","14.93334914","29.66701521"
"M373.7209T269.5","373.7208537","269.53000002","4224.756549","1315.26158","4132.823733","690.1225064","6982.260558","1573.416181","775.3237521","37.95474041","291.8691355","407.9122108","177.1614905","588.9663759","74.86951493","387.6068322","620.4948126","398.8737022","150.1706176","1.712772051","0","7.476229742","81.04987906"
"M306.1755T193.9","306.1754911","193.94800002","2924.336685","2410.790255","1538.96817","933.2177175","1584.207309","1812.158366","1115.426323","903.8716096","715.6949239","906.0396003","831.0312295","977.0464062","803.8892406","768.559354","971.6334082","818.6930472","1340.665639","957.249372","514.3287789","957.7115011","764.8764931"
"M236.6284T271.6","236.6284261","271.55899998","2580.509782","2207.05556","2609.634474","1627.183278","5296.801323","2745.733995","4254.772668","14.90690325","78.23003049","522.3538361","248.683162","755.1482459","96.53353822","352.1509768","193.2225651","390.3125099","338.005275","119.5570641","0","36.52472154","235.7414115"
"M227.1124T178.6","227.1124118","178.56","1710.595067","1021.470696","1516.137757","1099.958882","1254.223283","1082.791465","955.7373485","619.2252315","853.7812855","973.2621769","762.4436879","974.1288851","801.7276566","815.4280639","771.8342712","775.7607399","636.2576035","724.9349403","458.4039228","1039.846903","785.3327419"
"M353.2262T765.3","353.2262273","765.3070002","4218.258226","4220.346295","5030.744464","3792.768815","3440.097126","4254.448124","4153.628238","8557.193709","4804.901473","5878.668005","5368.175534","6065.947874","6049.105008","3820.400972","6271.632753","4824.313535","6870.600663","8838.778978","8972.907758","12305.99134","5841.288107"
"M171.0754T46","171.0754266","46.00000002","469.2215343","355.1875429","320.3779967","443.4932949","365.6685512","259.8736259","411.2402556","2115.532462","540.504674","694.0761503","555.2538639","773.3079153","534.1909311","746.8932881","792.4678635","1161.850215","462.9960706","1128.867219","1277.466147","2034.326762","787.7082205"
"M398.2083T237.7","398.2082748","237.73999998","8110.485148","7822.976169","9020.401","7599.405381","12008.73063","6769.225292","10073.62095","4171.159528","7129.624486","5318.754675","8490.53903","5942.873224","5479.646574","9617.388488","7724.941886","5429.449758","4247.698689","3745.854338","3577.182701","3922.269964","4000.723851"
"M237.1321T275.6","237.1321224","275.61700002","1454.038711","709.6246069","1187.523303","882.9136504","1572.706344","996.9262691","1138.39318","223.2599419","344.3392216","556.5690912","324.2208405","917.0315531","353.2716835","660.5238698","489.6156555","532.3981969","332.7962786","277.8645426","290.1590978","1047.533047","490.2240872"
"M192.9816T161.3","192.9815757","161.31499998","2210.685199","2121.321562","2222.116737","1535.568297","1843.100986","1769.945817","2069.83511","3714.653725","2222.21574","2716.108676","2378.645541","1899.012032","2862.896187","2072.934263","3455.853887","2075.712608","4054.249404","3864.255316","4006.378324","4799.126156","2523.652539"
"M84.0804T263.3","84.08037874","263.27200002","854.6319111","545.6233084","791.6118506","550.6128949","807.7521661","661.2355106","692.5685747","106.788949","178.7130888","443.3471999","208.7303683","573.5433731","125.4553785","367.6392625","280.078556","434.3969846","211.4111806","148.2748096","65.67281175","320.1943248","303.8400612"
"M148.0596T117.4","148.059595","117.35200002","428.0511271","477.5740531","381.6282592","550.2678834","424.2746394","425.2032138","647.781214","810.6643864","5232.00727","1026.919041","962.956545","1015.014054","10245.84718","611.5582509","4165.61756","1231.216362","2960.917557","8868.641824","5623.731465","4965.743093","1055.371993"
"M110.0704T36.9","110.0703947","36.87","149.4092184","119.7882447","141.9122821","269.8261143","116.7006397","134.4651395","220.9925551","359.5472191","517.6027085","231.8405261","557.567097","182.8741704","626.186656","398.5247672","220.9254623","491.4007961","285.155936","334.1595681","404.3404521","743.384834","579.9546125"
"M201.9551T110.3","201.955149","110.25100002","1146.502707","1226.004298","1158.125107","859.9019991","1039.577017","987.2785252","1236.124664","1287.268504","1511.954238","1158.252958","1157.742889","920.1180252","2067.010856","1002.282642","1257.3876","1360.184404","2470.764608","2039.773539","2412.747139","2539.563107","1874.884362"
"M255.1403T876.6","255.1402846","876.5860002","1565.298991","1376.125504","1800.469641","1144.328809","1270.61662","1463.516435","1193.168878","2793.612528","1421.51101","1708.258813","1501.692","1477.454111","1864.48265","1205.620272","1967.95344","1597.585361","2296.563963","2511.807268","2788.882257","3259.222565","2231.808875"
"M119.0814T74.6","119.0814333","74.57500002","781.012208","292.7019539","518.2550153","475.9386612","1005.601555","472.8938276","642.5033948","5.602596745","29.28812147","237.051468","48.61644853","504.7783989","53.13633657","158.0326988","78.08895362","127.7140175","67.87165772","73.57954091","31.48045315","208.2743532","79.05218949"
