"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M392.2913T402.1","392.29133","402.06","54206.61645","63298.56464","1071100.996","907799.9603","5821.332072","14644.91151","41887.87857","27939.19349","24869.11449","743551.7883","23106.67679","2242095.119","29153.18819","405235.9075","7875.799912","8956.255452","1657299.055","224192.9621","149852.0481","20564.6311","29306.59247","6401.349486","82862.84757","7748.866","204361.188","116680.6124","147669.1169","19668.41597","34709.1875","19805.23718","15681.89359","1859803.901","264220.7483","80933.13443","288255.9129","429524.2372","217034.2145","4933.464573","542437.8859","153581.9865","28894.40023","28742.53672","1998371.641","1354193.27","1611696.083","483259.0942","732361.2881","154681.5375","19519.74457","20602.47077","1391184.948","135153.6532","200627.42","2708350.635","1947687.561","2851447.425","88422.32417","1551966.77","55317.77274"
"M300.2653T525.1","300.26527","525.12","41218.52201","209864.7965","15644.86682","73288.83013","9368.624141","21736.99713","1668770.703","27732.45237","21401.76535","13486.20136","3687.681265","17555.15803","17351.23572","1207411.591","22156.24491","12696.72874","2830524.879","3912.786281","10278.81163","5754.532488","29144.5405","67315.69736","16735.49885","13571.07935","263765.1263","15801.02243","185038.7055","117760.4289","24483.03442","13670.4251","25846.02785","1358952.57","17992.94884","26310.8497","16118.95059","3878.967317","7696.145387","30561.62349","17260.24241","6192.049774","367796.6419","53210.68688","16389.7628","49512.40226","63884.29393","75961.5725","13545.93832","205830.2314","12769.04936","19442.59989","837905.6095","38614.09513","32780.43639","10596.85791","11671.74284","7197.460859","7952.422989","26350.75471","8588.891354"
"M179.0617T206.2","179.06174","206.16","2712106.736","2676.900785","666800.1954","407201.3205","234.2860468","89305.30233","309.1316735","105943.2526","1240.572611","853.7996449","7729.313364","56993.96256","425695.5022","3261.098628","3009.211232","237.044966","2547.795455","119023.7516","37121.43746","529.0197463","75446.07065","392758.8137","86170.43585","14595.45564","31777.06559","39436.00081","2908.445933","1373.747942","2634.460294","407815.0943","4581.367855","148058.7449","501145.3085","395394.9042","580226.1444","5373.400279","347455.7126","49731.53819","407160.8938","499182.963","893.9935933","693855.5389","82163.07503","18128.4399","325.6316355","4592.934899","21028.5658","81779.73312","380.0200196","248.7802604","52415.19737","1607.508081","445.8167279","363.1580871","23588.96872","460.3953034","3565.810034","58782.02037","590.9374072"
"M179.0616T209","179.06161","208.98","2617530.57","2769.965623","445256.0165","410716.1282","251.8287741","89396.59251","225.1286252","106077.0552","1329.862085","933.7918848","87848.39699","57085.8656","427560.1389","3294.452349","2553.507187","206.8655177","2637.60116","119249.0152","32789.23561","308.7965849","75577.89566","393189.5433","1126057.417","14407.57849","23144.47311","14277.53763","3009.862805","554.7765981","2347.890912","413185.884","1003.790694","148361.7768","514026.4145","397820.0341","582779.8145","5577.016871","349489.8299","49821.34325","314436.2296","506273.0148","294.6333551","465454.432","82439.10421","476811.5749","1560.026443","60019.45699","224467.8057","1616322.301","1285.845063","1733.298515","52516.68934","12173.68078","2678.028495","220.5195011","153668.5366","558.574069","51199.01211","534030.1526","1139.072567"
"M472.2482T341.6","472.24819","341.58","67512.25763","819516.1281","2490335.798","109542.8867","8864.050733","892.6950102","1840.244774","31908.58748","118225.5532","295144.5836","319842.9581","440751.0085","2306528.346","1034203.225","30034.98044","3364.908628","39182.63889","20076.70039","299699.6526","1019.642337","2584.423812","833.3734243","13338.43654","1711.274705","10991.48084","3029.748439","2109.962728","9690.594553","15487.94107","11098.89775","18132.32665","879.5881334","10677.32871","4074.040402","1325.95525","15288.10257","857.1439674","8561.189901","13365.97647","27813.67044","94587.14787","1977.287516","42625.4333","3533.968775","1821.457697","2708.055744","6332.552064","6247.809132","8453.961389","2624.598914","7256.616348","2426.552653","10387.19753","34997.74262","2271.337423","2255.952322","7310.587829","4299.196997","1344.903328"
"M472.248T300.7","472.24795","300.72","8724.340078","62624.20384","813191.2898","6517.038552","2775.923898","136.2871826","2101.433735","1316.094031","5829.876058","18792.99323","9204.895799","12158.46369","638245.4077","365340.7722","160875.4528","665.5005498","30980.19556","11788.27327","14083.34591","611.737761","137.9716862","860.5654858","155368.6689","515.5909392","24139.9857","26293.85241","2238.513989","498.1533773","31992.00242","211280.7421","370432.9162","78897.23654","651007.4501","1536.015779","2331.525859","5754.691619","33953.02472","163535.39","15364.47717","378157.4772","6828.988061","1657.956895","395174.6744","882873.6037","78210.27874","426163.0196","904073.4942","17958.56315","397504.7716","167387.9496","1049676.196","55768.95989","2515714.49","1980750.519","601973.8047","335485.8941","1007093.075","30833.1666","36403.71833"
"M472.2489T349.9","472.24894","349.86","37272.31454","8320.95908","2490335.798","106812.3834","7738.671156","296.5004742","180.5870828","10741.31486","117969.809","295144.5836","302413.3416","440751.0085","2306528.346","1034203.225","30352.18632","2755.808441","13371.31421","7196.822256","3036.750088","186.5269285","462.8683622","652.8724421","2880.612546","664.937178","3072.505445","773.2999091","318.3797619","8705.043574","1455.117597","2898.934429","1603.614121","4563.573884","8987.834799","3275.97698","2289.530697","2493.906634","1184.549308","1937.996925","1289.725019","9081.113451","1705.617985","1189.549208","3122.99216","1986.149893","1885.815823","1328.772653","5747.859889","6183.867444","5116.334718","2056.804202","937.9697645","2234.139652","4062.570617","11394.28736","718.5164647","725.2000685","7600.919117","342.5646002","6999.032772"
"M499.2953T300.7","499.2953","300.66","127.507877","2155.403019","29093.13842","1476.093205","605.8237461","2158.408552","3090.888215","12244.04699","2980.006476","9496.518454","526.5982849","60890.99889","7313.632254","191.3240356","2124.738904","1020.067718","3417.526255","8574.310995","4900.398376","5230.369471","7320.921421","20225.28224","1051.747175","1645.607706","24030.64394","2820.022535","22940.86328","4683.682834","36032.87421","34825.19818","546.7357862","20872.71673","234246.8845","129.1435369","1237.003638","5597.658205","6957.028954","8530.370777","1385.909731","4250.096647","18417.32521","3301.698973","401491.5768","12744.73395","2458780.999","495.5999828","5327.291054","4389.489234","9117.526675","1348.277067","43714.19754","48850.23544","26833.79325","133323.0722","448.2027101","32301.90078","711.0944061","60237.93883","744.6416807"
"M408.2863T331","408.28631","330.96","82666.09523","171803.6152","234239.946","1633710.267","54426.38024","8511.413529","39407.44658","43547.44045","28192.21896","1155672.908","42246.37185","2417158.376","58279.90774","14576.63062","52042.06162","16833.51545","1812913.533","59101.96726","35312.85817","19747.70554","18956.25384","11689.57445","36700.77318","6403.533349","35119.42647","23075.05974","119378.1705","34265.31948","86300.82711","14090.62519","133707.4176","1659261.019","228698.8771","33311.37363","850627.8125","24709.61851","103842.7579","23638.66764","408855.4802","41526.04424","40272.59082","27147.73627","21647.21808","97226.58585","22121.19011","34347.60807","14836.03821","4294.585202","3737.523858","6358.70768","19489.51865","41237.25728","7744.638642","13353.04036","20611.24991","208527.2038","5093.060439","46734.06006","5496.67617"
"M550.2947T371.5","550.29468","371.52","682.4084821","1674.39478","412.0716981","3582.079746","980.1436355","133.1264427","656.2065698","618.7311791","134.1963613","563.0345763","762.1005209","237.354354","129.514438","1719.965948","666.637756","132.9118435","128.0493762","2093.404292","317.4946865","132.76971","422.7102659","1068.183011","129.7349686","544.6801854","387.9570271","2936.017559","552.1310856","385.3914045","133.8478435","160.1324634","3036.963452","2021.813721","291.1781149","1002.804742","1000.54903","74372.59162","722.7597098","787.7464778","5609.139735","410.1203758","2567.788428","148.1797869","333.1454598","767.7396584","8291.072532","11406.11631","120259.0763","12148.84012","2341860.446","23164.74174","10183.34753","40322.35477","1704.857319","533.4212201","334.9335447","1004.220133","3387.705559","1179.534641","540.9188162"
"M538.331T395.1","538.33104","395.1","5892.549031","2464.924474","13739.1225","5618.123387","6831.329715","43899.80903","3063.611627","7802.655815","4461.544122","10378.69542","5884.180387","4936.687637","1284.532449","627007.9244","4847.620295","4410.724185","1748.706783","31718.13537","4948.858583","87342.31721","14132.99916","7491.682037","1730.399419","4318.164038","11005.4702","34691.81405","930.2237144","19240.16598","21777.70694","16704.58865","7356.46814","316826.6771","13456.49792","45530.72874","45286.34604","129731.4498","29298.7494","9317.097006","76449.32302","17560.11125","10205.37","41120.23116","3304.799718","5177.53329","4197.644993","13493.09408","6804.827004","4876.515388","3418.537298","7137.652453","1032337.688","84728.71748","407182.3465","2341826.73","40771.27571","381552.1837","145320.7934","1406282.998","14203.87986"
"M392.2911T364.3","392.29107","364.32","411884.2104","444798.2072","122379.9748","3442.847568","346503.8487","292746.7298","22234.56589","622563.6641","469670.8362","308444.3745","287346.1144","8202.403535","570127.2076","1945.78537","211006.1166","237425.947","4205.558013","96271.98252","429607.7439","24333.55313","919234.0525","224650.9303","527753.0193","52150.44376","404797.6339","154606.0756","1165.223345","359414.9577","333314.4007","282333.7068","326417.6307","49343.19421","946314.5876","333847.0692","88735.23803","1210.264879","74137.35932","197138.9507","419730.3958","339871.7724","176578.6831","347307.1945","395547.7133","4457.684077","966341.7917","6809.156449","696955.1938","186922.4295","96423.20709","166471.7591","6631.830308","257003.3156","360926.4212","2316961.811","8986.372245","2300.586438","61823.78971","659096.4204","2048329.654"
"M550.2947T388.7","550.29466","388.68","798.0359353","4650.878136","4701.69433","2433.731349","2263.420473","225.4288581","260.1907985","407.189131","46651.34945","887.8821309","1872.502669","230.4991159","4259.405109","131103.9168","546.3053142","226.9042412","2038.486182","111237.0113","1577.276836","2171.779204","225.5762473","3412.16336","4960.204115","1478.293064","6841.558517","12071.31278","1728.807416","2067.080798","2673.580125","372.9929557","154593.6715","217.0667674","368.9645883","431.331946","1095.723732","637915.4101","2990.801891","43841.3105","2286180.728","228.276903","13414.89776","789.942723","4449.857217","15837.45632","23204.60412","12728.12791","6058.560209","1558.001521","17861.9052","26249.55574","11578.07173","6878.594718","21546.05172","3261.763296","345.6753971","11206.24447","12944.48996","23226.55533","1353.415178"
"M515.29T270.7","515.29005","270.72","8283.213711","1645.665174","27990.01701","454.8165149","415.3635086","634.8282964","1038.963471","5288.429629","381.4401774","9215.509089","1046.935343","38675.93706","8381.354646","21352.10688","1517.27797","458.4067374","7824.154984","1816.015501","785.3793181","2948.381113","3211.58438","2237.290663","923.8851018","696.0868845","26450.10653","664.342881","7686.952157","560.5737844","2961.627569","5405.571055","1215.843642","29347.1297","138195.8324","322.0883665","545.064451","19953.02334","862.5244027","4308.702941","5138.182815","36717.85268","4990.424672","917.9097737","436978.7725","104922.2604","2262519.107","781.9581355","3561.305372","1520.27851","3652.219724","495.0307666","20392.93097","13214.81709","9973.737749","102774.5545","1654.488238","53120.50697","300.4801592","6042.970306","473.7513873"
"M376.2969T500.2","376.29686","500.22","18565.64321","16862.66308","16449.20122","522.5268277","20992.84989","2285.03475","7163.647234","13566.3364","2396.736842","8084.155312","18146.7858","672.3519185","8219.870132","418.1381046","7348.797362","1309299.277","484.9185275","14315.68757","562531.2633","3415.885833","78713.07723","1910.624303","40769.74845","1229.556233","2987.186474","730648.7305","1322.378325","5022.258423","9832.010699","8281.481868","1100669.563","543.0660493","215449.0102","97348.04257","10463.5623","459.4728135","21189.00611","2503.228658","2658.812676","8463.863692","1688.849316","14326.7168","671375.9671","30229.56416","2210751.838","13322.49369","1933743.075","1429183.452","801505.6471","1876811.203","2705.499268","922293.5061","663738.5686","1072906.051","149733.2052","1272.994209","1177158.503","1696962.666","1665498.993"
"M226.2293T570.5","226.22931","570.54","702124.3419","1412605.17","883148.5738","168148.5519","812780.7414","720069.6107","48412.85514","462346.3801","846557.6751","674582.8399","81457.35257","140541.258","783810.9912","31359.80016","369574.266","1044780.191","580190.4987","306261.5778","1273905.812","818465.0862","489539.0896","724655.1283","1452392.795","769927.6132","510676.603","994645.2757","80435.65956","607092.9184","780069.115","596838.7552","1132609.438","276488.2557","639836.0501","1056538.226","1131304.76","46102.86433","425767.9778","637452.918","538257.456","197080.3683","828522.0381","1048615.411","650046.3819","89370.88907","1558198.433","459055.6741","1874941.973","1380231.094","1708914.421","1715429.261","480155.3342","2184010.884","1749543.742","330869.176","780401.7797","569174.4301","1537854.015","1509825.521","1110622.223"
