"","mz","rt","pos-Exp1_K-1-24_1-E,1_01_55180","pos-Exp1_K-25-48_1-E,3_01_55183","pos-Exp1_K-49-72_1-E,5_01_55186","pos-Exp1_K-73-96_1-E,7_01_55189","pos-Exp1_K-97-120_1-F,1_01_55192","pos_Exp2_K01_1-C,1_01_365","pos_Exp2_K02_1-C,5_01_370","pos_Exp2_K03_1-D,1_01_375","pos_Exp2_K04_1-D,5_01_381","pos-Exp1_P-1-24_1-E,2_01_55181","pos-Exp1_P-25-48_1-E,4_01_55184","pos-Exp1_P-49-72_1-E,6_01_55187","pos-Exp1_P-73-96_1-E,8_01_55190","pos-Exp1_P-97-120_1-F,2_01_55193","pos_Exp2_P1_1-C,2_01_366","pos_Exp2_P2_1-C,6_01_371","pos_Exp2_P3_1-D,2_01_376","pos_Exp2_P4_1-D,6_01_382","pos_Exp2_P5_1-E,1_01_387"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M219.1067T221.9","219.1067","221.89544","7390.412","11772.51","12033.81","13272.19","15504.32","643.2634","1772.907","1620.261","1689.219","5766.574","8009.328","7928.375","11444.03","10597.82","7494.196","8313.824","6438.521","7549.113","7657.56"
"M219.1097T181.2","219.1097","181.17177","22825.96","38205.3","33016.97","26476.92","41110.07","1897.506","3175.636","2544.991","1904.321","4681.422","11402.99","10805.9","10669.85","10797.61","2572.478","2179.312","2465.956","2095.566","2210.739"
"M219.1003T334.8","219.1003","334.75818","46161.73","35029.71","42457.18","51954.03","51111.8","3036.059","20090.1","16499.48","4205.953","7117.37","5327.632","4906.429","10104.31","7016.704","3490.357","2157.36","1627.19","3047.293","4189.973"
"M219.1323T42.8","219.1323","42.75335","39232.34","54314.37","46811.98","48682.21","48606.08","2270.074","3400.674","2627.614","2317.635","100417","54676.01","55999.17","57779.54","48144.09","12894.48","12800.99","4706.85","13318.32","9706.033"
"M219.1337T82.2","219.1337","82.19796","190302.2","298924.3","253751.7","294303.8","325937.7","10364.76","11656.52","11923.16","10038.7","353796.7","260084.3","241368.3","281841","212201.2","94818.52","83696.49","29959.7","90783.19","69208.3"
"M219.1007T291.5","219.1007","291.45373","14800.55","6165.028","9415.69","16032.38","9687.668","2695.874","8171.695","9502.441","2021.897","46280.45","43611.61","46959.12","69155.39","59974.84","53602.5","42125.93","43921.87","26435.58","62908.54"
"M219.1732T589.6","219.1732","589.60687","6906.53","17827.94","12053.18","21060.77","20179.6","6241.459","5074.196","6686.014","4547.929","31936.54","23527","23347.11","27393.35","32235.65","6312.228","8058.551","8342.124","8480.709","5696.422"
"M219.1935T564.1","219.1935","564.13228","7081.785","1174.363","2006.003","3044.988","1232.309","506.5449","304.7724","675.3342","1407.297","3070.961","1619.029","1296.999","1873.483","2111.296","911.5658","932.7474","398.8312","1045.038","441.0192"
"M219.1724T429.8","219.1724","429.84994","9398.163","31018.8","23922.46","33343.55","32152.01","5432.115","3764.546","2497.915","2370.349","9923.14","6692.987","7326.695","8303","7763.946","3865.774","1555.309","3063.719","1043.292","1371.25"
"M220.0305T23.8","220.0305","23.82985","1788.846","2392.564","2863.109","5914.997","3025.137","1484.735","9587.59","7269.449","7795.319","145462.7","189045.7","184992.6","166912.2","172877","6131.205","29100.02","19134.78","43033.16","23633.84"
"M220.0301T33.1","220.0301","33.09855","2160.424","1781.889","1694.545","2113.546","1503.154","668.6697","2679.997","2111.034","1963.451","55732.35","102761","94874.26","78651.33","92594.89","2543.843","18677.31","7646.297","32595.13","13084.8"
"M220.0611T344.9","220.0611","344.87708","2561.329","1234.701","879.8088","2275.685","1366.065","541.5826","553.2618","763.488","511.1459","2250.462","5512.705","2219.091","4466.514","5437.487","3989.725","3890.359","4075.144","3993.792","9351.587"
"M220.0815T427.8","220.0815","427.82076","3177.705","1354.546","1438.889","3399.84","1874.098","485.5543","553.0119","420.1463","456.9331","22392.31","54112.12","30528.71","49031.83","28134.17","23428.68","21230.78","10151.18","17754.88","21558.61"
"M220.1178T92.8","220.1178","92.84819","20910.57","21849.15","18609.01","21911.6","25738.47","5789.325","7705.055","7433.81","6462.423","853618.9","831450.5","869749","744238.4","949789.2","282840.1","293744.7","129986.5","352866.5","230669.1"
"M220.1307T560","220.1307","560.02769","8722.832","22635.9","15342.71","12612.62","21781.56","12762.6","17351.28","14489.97","11604.47","12580.26","11943.92","12850.91","13105.91","14164.93","13446.28","11484.43","12217.88","7317.802","11548.49"
"M220.1351T231.2","220.1351","231.21885","3806.015","1791.85","2022.461","4350.821","2715.394","1104.3","1041.567","951.951","631.9196","17892.84","44274.91","37988.52","32706.32","22333.77","70641.98","48133.91","33553.66","38876.62","26450.94"
"M220.1036T291.4","220.1036","291.44962","4211.012","2164.641","2100.756","4069.689","2758.737","886.0873","1058.632","1143.428","532.608","7220.464","7531.362","6919.746","11955.88","8017.55","7879.143","5840.832","6132.02","4082.77","9096.112"
"M220.1357T81.8","220.1357","81.76562","19962.36","32953.53","22601.09","26087.78","34015.37","1738.751","1821.003","1631.847","1559.454","40524.97","28369.57","29450.59","32553.9","21565.67","10787.83","10046.44","3775.177","11108.05","7417.928"
"M220.1337T448.7","220.1337","448.74518","2395.232","1106.453","855.1392","2051.93","999.7572","298.0834","331.4634","346.4498","317.3804","3911.282","8272.825","5541.194","4575.13","5583.854","5960.431","5162.779","5516.23","2972.526","2304.693"
"M220.1762T589.5","220.1762","589.5112","1352.72","2831.221","1538.38","3412.074","3929.707","752.8925","912.2447","1138.372","662.3253","3323.644","4025.99","3269.986","3163.05","5563.639","1136.816","1029.49","1353.532","1036.495","942.5895"
"M220.6317T559.9","220.6317","559.94526","2721.608","9133.013","5400.047","6704.967","7617.129","5070.27","6979.922","5531.346","4240.031","5565.373","3404.629","4527.758","5111.527","4255.547","4247.464","4784.21","4626.029","2869.032","3061.1"
"M220.9758T452.6","220.9758","452.63129","53360.05","97547.45","78577.44","80263.74","106521","15389.71","21355.41","20333.23","20900.26","29291.24","36210.33","44498.11","41718.73","47607.94","10403.7","11505.03","17456.52","8943.499","14944.2"
"M221.0262T24.8","221.0262","24.7893","603.9422","706.3642","1960.616","4658.412","1621.435","1665.495","9972.935","8860.018","8973.789","182050.6","235862","222893.5","207097.4","204964.3","7180.609","34262.47","21148.77","49489.39","31791.57"
"M221.0913T238.6","221.0913","238.56915","9366.742","7593.624","5015.325","13626.92","7489.053","3335.498","5922.819","5725.815","4705.931","4924.552","10973.99","6963.854","12315.55","7274.252","10112.22","12014.3","9142.114","10016.84","12209.48"
"M221.0684T274.6","221.0684","274.61285","33595.01","10782.15","15360.98","28699.77","12265.39","1570.615","4641.886","4760.107","1881.964","8831.467","9101.721","6620.813","14491.19","6478.151","3232.083","2681.397","3381.662","2002.097","2263.476"
"M221.1169T660.7","221.1169","660.72194","7182.809","10363.78","3948.75","4361.682","3206.238","292.9818","871.0296","776.2872","1068.48","21137.15","12772.67","12560.7","13904.48","14657.42","2039.795","600.5575","872.364","1009.675","636.5088"
"M221.1205T93.3","221.1205","93.32264","7566.237","8903.103","5471.765","6864.776","7630.267","1518.229","416.0491","1634.25","1510.122","95009.42","91731.63","97620.51","82372.95","100986.1","31370.68","31856.55","13104.07","39161.36","25909.21"
"M221.1139T467.3","221.1139","467.25086","8437.712","6343.989","6676.516","10679.39","7272.057","1896.108","2568.121","2559.245","2772.832","103963.4","189550.5","182744.1","135090.2","184317.1","70759.07","80057.08","25778.85","85784.12","66825.89"
"M221.0989T321.2","221.0989","321.15339","32453.51","5134.234","14956.39","27720.54","10540.68","1561.076","1512.167","1546.059","1217.822","8591.068","3689.98","3131.679","15830.6","4389.261","27654.53","22959.21","21615.22","12152.53","27943.45"
"M221.1339T282.4","221.1339","282.36363","8477.339","4373.445","14080.51","9691.699","11851.29","2216.861","1107.773","3945.699","3570.525","6267.411","3713.769","2795.069","6143.997","3358.584","1233.427","744.7078","1689.688","1682.723","1487.103"
"M221.1319T327.9","221.1319","327.85063","36962.85","6554.115","15642.96","32143.84","11762.18","1255.191","2119.789","8295.336","7971.903","12860.21","15278.63","9810.138","51669.41","13743.99","2613.93","2194.082","2152.315","3566.747","2948.335"
"M221.1374T231.2","221.1374","231.21377","13315.37","2616.658","3342.339","9863.774","3327.494","920.6204","813.5118","978.6834","781.7185","5354.754","3453.056","4599.932","2936.196","2322.971","8339.078","5753.195","3753.862","5225.153","2903.654"
"M221.1718T397.8","221.1718","397.76539","17272.22","8666.394","11401.43","17769.62","8852.738","13.0122","89.42954","1277.04","1344.4","12888.14","6392.704","8101.529","16491.16","11322.57","162.152","152.7888","557.3267","227.9118","98.78658"
"M221.5608T226","221.5608","225.95215","1372.474","736.8548","768.6307","1254.508","592.5775","397.0633","568.0141","429.8485","378.8252","4416.883","6100.104","5942.577","3850.915","5411.625","4943.496","3348.389","2732.776","3344.956","3223.967"
"M221.6079T407.3","221.6079","407.34479","2832.623","1362.681","1123.761","2772.396","1358.024","530.0075","585.0776","491.2684","548.2647","46025.04","59422.67","60969.18","41092.64","56461.75","42747.91","41754.96","30897.3","17620.75","38252.71"
"M222.0726T525.3","222.0726","525.25131","3831.984","10712.48","6652.922","9192.43","13417.41","2702.725","1782.32","2124.273","1689.149","5194.244","5469.332","3455.72","2167.899","5783.686","536.9003","1493.533","731.9795","1222.664","1558.104"
"M222.1164T467.1","222.1164","467.09537","3616.201","1821.041","1629.571","3578.427","1896.257","703.5207","807.4795","707.1429","848.9132","14113.15","24805","24673.63","16044.01","24879.88","10544.8","10978.22","3142.205","12422.39","8297.117"
"M222.1573T194.4","222.1573","194.427","291.7599","236.1726","135.2805","62.39368","153.1461","405.3624","890.3009","1717.627","1516.173","4140.755","8003.816","9895.267","8298.697","4955.998","9341.574","21333.51","11638.98","19823.92","22641.88"
"M222.6616T181.8","222.6616","181.77643","452.5698","295.0963","260.6829","315.381","265.7831","20.68976","11.01288","45.71529","41.38609","142856.6","155403.1","138889","115958.9","76161.92","6504.616","7179.423","837.9798","17296","9044.325"
"M222.6498T142.1","222.6498","142.0944","1977.785","849.6867","714.3779","1097.321","713.366","356.0698","258.3096","292.292","257.6764","73003.91","70683.49","65595.46","59440.14","46206.89","7386.898","12186.1","733.1633","21981.34","15772.01"
"M222.9729T452.6","222.9729","452.61738","34817.31","64882.04","53390.05","54881.09","74047","10210.43","13387.99","13362.15","14193.23","19057.99","25218.49","28714.81","28401.16","33337.06","6968.719","6917.004","11994.91","5554.042","9194.479"
"M223.1069T97.1","223.1069","97.06331","13349.89","35310.71","22299.07","38459.96","27379.62","4522.116","4377.893","5549.94","5004.861","101682","88383.48","82768.91","82266.43","76090.77","23270.14","21979.1","12069.6","24415.59","20390.51"
"M223.0977T512.5","223.0977","512.54867","11460.51","12039.51","8759.444","9601.268","13801.71","1457.325","1133.466","1431.613","1419.269","27483.91","24385.92","12232.6","5619.874","11172.6","2420.702","4021.829","3078.277","3464.832","4251.536"
"M223.1067T134.9","223.1067","134.91249","41979.24","55054.44","45646.76","66343.31","67129.05","11807.07","15114.34","16556.35","14900.94","105394.6","87360.1","86495.58","97310.07","71617.31","25725.19","25936.58","9039.697","29156.86","22983.94"
"M223.116T165.1","223.116","165.06441","17826.13","6737.268","13138.63","25523.03","9483.311","2804.491","2642.64","5181.426","7210.914","180108.2","5763.2","5490.781","9647.721","5124.509","1221.603","1035.893","776.8357","1094.026","1055.99"
"M223.1296T536.9","223.1296","536.92813","3097.596","2129.432","1998.205","3105.016","2397.736","885.9976","883.2558","735.8887","674.4261","102917.4","151943","156165.3","99859.32","112673.1","43288.67","39652.23","9089.042","68842.49","24683.51"
"M223.1314T360.9","223.1314","360.90687","27970.49","7762.631","7642.971","35384.98","9010.353","1995.158","1421.926","1663.303","1561.768","122804.3","176708.9","290841.9","131730.6","110066.1","27848.66","27803.32","962.0349","55382.36","22771.46"
"M223.1496T142","223.1496","142.00736","30043.07","37539.45","23575.63","32781.91","30848","1362.646","1196.428","1460.645","1445.391","12102.24","15145.2","14139.24","12217.05","10302.22","1322.588","1360.243","1207.087","4414.781","2877.116"
"M224.0049T44.9","224.0049","44.93958","7537.293","12377.6","9352.677","12093.04","12486.98","3116.091","3343.5","3233.437","2843.806","3002.469","3171.962","1884.701","2898.622","2856.316","2090.276","1762.242","1660.659","1290.623","1857.182"
"M224.0912T159.4","224.0912","159.41889","4861.358","5612.33","4133.888","5209.066","2185.312","1291.569","1255.516","1327.693","1077.173","9189.395","15924.52","16434.73","17640.62","16285.46","4409.163","3725.077","4749.755","3373.851","4250.398"
"M224.0778T57.6","224.0778","57.62843","10808.56","13705.72","9932.612","9159.825","11099.6","1528.527","3012.774","1599.499","2611.247","3314.086","4095.595","7388.974","8680.833","10834.1","5371.213","4332.724","3662.264","4247.914","3914.033"
"M224.1074T319.9","224.1074","319.86223","82594.35","110154.9","101120.9","60793.05","64102.26","67184.88","79647.18","52330.69","57715.18","163440.1","482087.5","407962.2","390058.3","453076.6","566564.8","529558.9","407093.6","430207.3","514866.2"
"M224.1416T465","224.1416","464.95565","3545.238","2318.4","3044.655","3617.343","3229.911","2800.46","2838.139","2894.614","3788.603","3107.312","3957.195","3638.709","3025.926","3833.814","2880.734","4103.014","4371.208","1020.699","3317.475"
"M224.1841T315","224.1841","314.98987","56633.62","29254.88","33918.13","63833.4","38057.79","13852.13","21236.37","35917.21","36084.04","25910.52","74269.8","90067.1","156436.4","87765.7","16202.03","22073.98","36520.49","37575.48","28686.08"
"M224.5985T559.9","224.5985","559.94526","3115.054","6240.474","4338.375","5848.129","5437.792","2384.17","2041.577","1629.701","1011.647","3331.199","2242.292","2560.539","4243.68","3786.032","2067.319","1871.621","1873.205","1476.208","1749.63"
"M224.9706T452.6","224.9706","452.5557","5627.612","10204.94","7597.023","8217.661","12460.22","1726.65","2061.574","2265.78","2282.181","3269.786","3026.033","3323.78","4916.063","3744.269","1138.319","1448.692","1785.597","993.2187","1706.797"
"M224.9916T251.9","224.9916","251.87177","1111.387","3495.777","5574.96","2256.88","4574.923","2655.987","3979.806","2638.463","2800.576","511.8737","332.2528","539.0254","398.6147","620.1108","1123.535","882.5672","2738.595","560.0605","1303.001"
"M225.1103T408.4","225.1103","408.43109","10241.98","10524.46","9935.755","6744.555","10021.28","1952.933","2589.772","3343.289","3539.296","12210.03","17219.78","14851.72","18938.16","26622.68","2716.232","5413.095","2873.652","2954.362","7347.817"
"M225.1131T454.3","225.1131","454.27727","2520.566","1668.128","1397.02","4969.479","1319.698","304.6316","397.1982","401.4652","455.364","12154.79","14579.03","16134.01","11942.53","14940.26","4644.936","5221.25","696.5154","9175.494","1911.224"
"M226.1281T317.1","226.1281","317.13566","38309.4","5795.476","21142.91","40845.04","18128.43","1964.224","1565.351","5712.164","5763.586","4271.863","26979.83","2901.943","9611.301","23359.64","3570.901","1368.701","1379.102","1532.892","2034.723"
"M226.1222T448","226.1222","447.99031","2042.274","1067.6","1173.896","2578.86","773.7541","410.4834","361.6947","417.25","395.132","3337.507","8694.388","8888.857","4569.06","6013.739","13066.94","8252.228","4665.328","4883.269","3644.095"
"M226.1369T189.4","226.1369","189.36387","7326.773","4005.302","3443.824","5973.709","3501.225","1105.201","1045.695","1091.755","1065.902","59933.49","65482.36","58824.48","43726.13","43001.21","1488.117","3653.624","1360.438","11482.53","3849.948"
"M226.1363T167","226.1363","166.98644","11337.85","9167.13","9547.951","11096.12","7565.529","1244.108","1341.888","1593.513","1323.39","40370.63","37965.59","31304.81","31264.44","23776.62","3072.001","3182.881","2272.299","7281.576","3484.176"
"M226.1539T42.4","226.1539","42.35837","131511.6","152323.2","111122.7","142636.1","147563.5","4197.344","5481.54","6971.05","5726.452","132085.4","105827.5","107187.3","121981.4","110515","10063.82","10027.59","7001.62","8522.724","10789.18"
"M226.179T428.9","226.179","428.93925","22424.14","24865.04","15759.64","23989.7","22150.78","3448.973","3568.121","4409.367","10236.86","18157.23","18134.73","22214.68","26061.18","27288.04","8606.224","5280.719","6479.756","8239.547","12568.15"
"M226.6336T315.3","226.6336","315.276","6965.355","3902.487","5233.579","9241.387","3851.592","217.2337","396.0928","1062.543","1381.471","1517.192","794.3234","738.3329","1115.458","1206.487","789.1217","205.2255","427.4598","624.5794","409.3948"
"M227.0907T265.5","227.0907","265.45147","19881.2","3762.366","4549.84","21469.89","5790.337","15660.91","18638.67","17034.02","14869.85","22426.16","23059.39","19790.46","26278.78","15934.98","5808.469","4414.329","1834.084","2559.108","2389.237"
"M227.1027T88.5","227.1027","88.48897","52035.21","79102.03","69058.46","87731.35","89157.46","8505.619","9209.13","10922.09","9175.298","64690.55","59527.59","70217.8","65894.31","64232.3","11898.54","10617.99","11324.36","9938.424","11826.36"
