"","mz","rt","pos-Exp1_K-1-24_1-E,1_01_55180","pos-Exp1_K-25-48_1-E,3_01_55183","pos-Exp1_K-49-72_1-E,5_01_55186","pos-Exp1_K-73-96_1-E,7_01_55189","pos-Exp1_K-97-120_1-F,1_01_55192","pos_Exp2_K01_1-C,1_01_365","pos_Exp2_K02_1-C,5_01_370","pos_Exp2_K03_1-D,1_01_375","pos_Exp2_K04_1-D,5_01_381","pos-Exp1_P-1-24_1-E,2_01_55181","pos-Exp1_P-25-48_1-E,4_01_55184","pos-Exp1_P-49-72_1-E,6_01_55187","pos-Exp1_P-73-96_1-E,8_01_55190","pos-Exp1_P-97-120_1-F,2_01_55193","pos_Exp2_P1_1-C,2_01_366","pos_Exp2_P2_1-C,6_01_371","pos_Exp2_P3_1-D,2_01_376","pos_Exp2_P4_1-D,6_01_382","pos_Exp2_P5_1-E,1_01_387"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M556.3018T223.8","556.3018","223.80254","3211.757","3290.677","1867.101","4704.221","3635.703","573.7841","539.4038","286.636","457.1618","34168.81","51310.05","35900.69","36024.43","31088.13","5096.099","8426.781","1284.36","14475.08","4554.27"
"M556.309T205.6","556.309","205.57073","1613.502","881.8685","715.1184","2036.327","1542.164","42.38105","157.1513","154.224","87.41749","17558.14","25937.44","27382.06","23416.85","50589.1","1582.352","5909.691","776.5411","9810.716","5333.79"
"M556.3244T284.1","556.3244","284.12474","1452.966","1187.384","1412.275","1852.503","1425.198","344.0653","268.9203","302.367","452.5243","28100.7","25075.56","26423.13","28583.13","24478.9","14229.66","15484.2","3563.975","15434.29","12256.27"
"M556.6002T160.2","556.6002","160.2343","498.1985","327.1852","414.8202","535.7693","322.5128","180.252","160.176","108.4688","84.105","12291.82","12733.88","13890.1","11811.51","14757.6","961.3897","1790.173","372.7988","2499.52","798.818"
"M556.8104T205.5","556.8104","205.45852","772.188","984.2998","1501.482","1690.912","1887.305","230.8927","422.4895","331.7773","194.194","5942.062","8878.402","8410.344","6917.567","15310.37","655.1118","2136.809","494.1505","3783.931","1195.672"
"M556.9328T160.1","556.9328","160.14125","538.675","214.5256","320.4143","440.012","403.0475","69.76057","101.1203","125.4728","57.07237","10794.78","10967.94","9715.881","9206.177","13329.79","1028.983","1512.4","182.7763","1720.224","1353.749"
"M557.2543T371.7","557.2543","371.7237","4258.325","1833.2","1311.967","4398.002","1558.355","364.4732","391.5083","451.7847","463.5556","33375.77","34213.6","30717.81","24385.56","20013.99","4691.332","6096.669","1783.338","12426.04","4520.487"
"M557.2899T183.7","557.2899","183.65034","31132.03","48141.14","37651.87","49676.46","55422.79","10269.48","10044.37","11065.06","9831.067","24003.24","20753.69","20938.84","23367.9","17745.02","3031.451","2745.761","649.5261","4637.443","1296.032"
"M557.3241T249.2","557.3241","249.17351","5520.8","8261.97","6879.554","12228.24","12901.82","1685.195","2000.13","1807.444","1658.436","21617.56","19268.08","16691.63","19170.96","16033.12","3600.559","4110.396","1224.993","6018.99","3788.795"
"M557.3498T307","557.3498","306.96483","1509.486","1092.642","740.0491","2031.006","1391.241","182.8708","157.8429","274.3062","137.5159","15864.25","18253.31","18822.9","14051.25","9631.628","2623.287","1732.267","857.1091","4811.846","1135.814"
"M557.36T276.5","557.36","276.47685","0","193.9103","197.6199","140.3046","154.4861","50.38959","82.40792","82.78532","41.0615","116616.2","116212.3","115579","112188.9","107184.7","27012.82","29057.31","6112.717","40130.09","21847.61"
"M558.2904T184.4","558.2904","184.39716","10595.9","16483.8","12183.49","16816.93","17855.62","3238.117","3370.07","3315.646","3284.24","27548.77","25615.02","23610.18","22344.15","18670.66","4413.69","4962.398","1621.222","7062.682","4476.342"
"M558.3348T283.8","558.3348","283.83172","575.3769","666.4967","395.0173","781.9668","376.6128","101.101","140.14","52.0312","171.171","7568","11028.56","10781.78","16046.64","12659.11","2105.926","2458.562","573.7162","2887.901","1223.222"
"M558.3606T276.6","558.3606","276.64291","127.4822","137.9371","97.46656","182.8511","34.41109","14.6832","0","24.71062","51.4248","31813.81","34551.72","33167.05","29219.73","29111.78","8183.107","8365.28","1887.697","11371.83","6347.37"
"M558.7668T243.7","558.7668","243.74795","9883.512","17422.95","15503.13","16801.46","21453.15","3974.108","4186.914","4541.595","3508.188","10899.99","12176.76","11918.75","10511.07","10055.59","1182.476","1780.957","281.0175","2780.471","1478.512"
"M558.795T346","558.795","345.97402","353.0484","238.4216","209.7562","436.9071","371.6605","121.4408","61.06449","79.77137","68.74514","11664.96","13224.76","13850.52","9023.229","9688.311","1917.878","2269.036","462.1943","1204.63","1455.566"
"M559.2691T242.9","559.2691","242.85626","9869.499","14386.25","9398.82","14731.15","15688.85","2628.626","2547.985","2682.826","2609.727","17781.95","15705.21","19346.08","18774.96","17258.91","4217.038","5841.75","1848.259","6526.491","5317.494"
"M559.3643T409.8","559.3643","409.81051","46318.34","9686.752","13506.95","69760.61","9377.697","3949.522","1826.205","2810.635","4542.413","37586.58","15342.85","17008.62","63336.13","18025.26","6854.224","5460.591","2779.888","4304.503","4020.683"
"M560.3702T409.8","560.3702","409.81051","13943.11","2598.27","4063.295","19325.94","3211.235","1263.767","514.9762","732.5813","6578.074","102575.6","22218.41","6064.734","18183.85","5839.239","13827.27","1781.67","1111.666","2888.488","26996"
"M561.1324T22.6","561.1324","22.5554","937.5619","1085.605","1455.051","1817.085","1222.165","592.0725","1064.939","970.991","981.716","1437.693","974.4213","602.8176","752.2459","533.3266","341.76","628.4512","915.1425","331.4138","682.0147"
"M561.6435T211.6","561.6435","211.64651","816.6138","993.8523","880.4324","1102.392","722.331","421.5263","215.5702","343.3516","362.3168","20808.64","22045.89","26149.61","20189.58","30118.29","1289.91","4302.195","411.188","8625.931","5310.252"
"M561.6495T286.9","561.6495","286.94905","885.4872","766.0537","587.2741","832.6703","714.7811","302.0383","285.9775","312.6956","292.9818","33065.06","41479.68","43539.15","30407.07","41083.88","1519.093","2254.147","670.0616","7278.642","1502.801"
"M561.9771T211.6","561.9771","211.64651","313.7076","330.9109","315.0569","441.732","411.911","180.8862","131.4839","106.0995","77.08292","9948.443","13669.64","14505.73","10391.89","14218.52","619.146","2519.145","171.223","4797.417","2129.195"
"M561.985T286.9","561.985","286.94905","139.2636","158.2031","365.3176","322.7693","240.5092","134.4988","127.4719","64.07424","122.4576","26307.9","38272.56","39219.95","27656.81","40490.26","534.5739","2472.943","170.185","6796.921","1926.109"
"M562.5949T201.7","562.5949","201.68128","11963.5","23717.92","15758.72","18326.01","20559.59","4916.005","3476.57","4542.73","3670.331","5971.829","5643.676","5789.382","5299.944","5740.47","405.5062","469.5599","221.8955","803.0141","564.0375"
"M562.9295T201.7","562.9295","201.67411","9956.59","18140.68","14706.11","17295.57","20594.08","4448.754","3262.251","4029.088","3607.098","5403.886","4714.5","4585.846","4546.086","4459.926","361.4404","690.8418","427.4408","420.8649","435.1709"
"M563.0276T26.2","563.0276","26.15748","321.0745","507.0987","398.1691","319.7734","55.6413","286.0576","23.02777","18.0219","74.09005","12532.91","37786.62","34887.31","30880.13","24951.79","187.1673","2289.008","337.0189","7094.421","1130.745"
"M563.3715T521.4","563.3715","521.39177","15142.97","17550.09","12113.87","19123.1","14724.22","5545.594","6440.55","6422.893","6992.573","3066.877","25093.54","27013.22","26407.64","24765.58","11688.51","10591.61","7690.112","9779.419","9669.031"
"M563.7651T265.7","563.7651","265.68187","540.619","650.9849","557.8424","703.4032","507.8965","84.7471","73.0584","66.41625","80.076","7071.458","8079.133","12628.83","10774.64","19677.63","4142.103","6278.015","554.2002","7281.693","3885.657"
"M564.3553T270.2","564.3553","270.23855","9329.133","6417.63","2931.553","15400.33","9776.777","5325.101","4840.526","6360.555","7293.62","33075.14","43972.95","18357.8","18024.69","16118.68","6667.997","8081.593","5376.517","17619.6","7707.291"
"M565.3128T203.3","565.3128","203.26462","947.3634","1188.716","483.1047","937.7458","1557.129","127.1639","168.8623","164.1312","94.0752","34775.39","40839.87","28962.45","26772.39","40204.79","3620.478","6439.118","731.4434","8600.482","3870.485"
"M565.3548T271.3","565.3548","271.31287","1212.544","1555.273","285.9456","3131.455","2377.26","1488.213","1323.09","1759.445","2134.519","0","0","0","0","0","0","0","1577.482","0","0"
"M565.8153T203.2","565.8153","203.20594","629.0379","495.4056","547.8726","797.0061","969.4577","113.1582","43.0602","129.4678","164.4648","19859.4","22721.59","19923.8","17536.31","21448.42","1564.187","3308.433","388.1762","5056.535","2873.297"
"M567.263T326.2","567.263","326.1786","3588.234","2233.131","1293.622","4457.729","1806.563","165.5214","100.0913","169.2112","2772.75","220292.1","55065.01","19010.44","21064.12","25518.5","4296.491","6528.668","5741.663","3608.551","4287.738"
"M567.2917T570.1","567.2917","570.08403","1939.013","702.3763","491.4524","2147.274","527.963","95.78063","107.1358","154.2076","168.894","11468.83","20862.13","19280.29","13016.42","27062.23","2007.232","2288.854","799.4306","3598.586","1746.27"
"M567.786T191.8","567.786","191.84357","2492.785","3440.593","3429.334","3817.737","4139.08","668.7749","591.6856","819.9902","921.7346","4918.3","4484.721","3884.7","4419.53","3839.477","722.2814","970.9007","339.1002","1613.73","1036.428"
"M568.477T983","568.477","983.03599","545.6982","1390.174","851.6697","948.1699","994.9086","132.192","100.1455","225.6611","215.764","5771.28","3105.095","4813.569","5372.203","4899.346","244.1952","554.5667","383.104","502.67","453.6589"
"M569.2895T165.9","569.2895","165.87318","2256.672","3725.69","2472.102","4618.267","3512.477","735.3045","589.0431","704.1819","711.7752","183033.1","181359.8","185401.5","194391.8","182803.3","36534.98","40120.66","34970.66","36116.37","40891.27"
"M569.3108T271.7","569.3108","271.73272","88690.46","63566.75","25769.01","98028.73","62598.46","11634.95","7187.615","9830.272","9056.047","39231.87","27435.51","58840.68","50478.49","41487.42","10258.14","8260.889","6129.569","8025.216","7976.617"
"M569.3552T254.9","569.3552","254.91109","2675.103","2768.743","2875.688","4501.443","3406.361","417.8038","603.2474","556.2021","465.372","14953.19","13248.71","15099.82","10895.06","12202.16","4456.897","5824.933","1151.138","7614.332","4298.642"
"M569.6106T258.6","569.6106","258.59427","4282.645","10671.38","6788.699","8278.946","10245.22","1414.148","899.8113","1475.337","783.1282","2154.813","3096.758","3086.013","2084.661","2328.857","380.4618","488.9607","84.43453","454.1808","506.9137"
"M569.9204T201.8","569.9204","201.8431","6666.488","11464.24","10056.3","8373.472","12263.73","4354.436","2423.441","3837.736","3452.126","2644.778","1895.39","2627.578","1648.032","2853.203","484.612","572.7233","328.3547","751.229","777.9374"
"M569.9442T258.4","569.9442","258.42358","2158.754","5074.513","4360.767","3566.761","4005.416","824.608","733.9634","562.3182","480.1867","3042.688","3162.936","2627.152","2847.907","2566.102","280.6057","663.7577","209.8721","545.9659","398.1893"
"M570.229T258.3","570.229","258.28723","0","80.22187","31.69053","129.2242","68.1144","254.254","126.1764","147.5101","106.1908","14898.26","15644.06","12864.52","17099.76","12828.77","2929.337","3086.801","495.8287","5571.168","1883.215"
"M570.2356T218.4","570.2356","218.37164","113.999","31.3596","509.2853","298.4884","121.0817","84.7344","193.8652","196.1568","165.9483","8691.884","1213.217","10962.29","10293.44","12493.38","2808.84","3278.692","874.0912","2635.45","1966.789"
"M570.2929T165.9","570.2929","165.9156","3058.823","3705.366","3436.24","5255.289","4612.796","612.7873","632.1455","744.551","658.7825","65545.58","64549.05","64180.14","68844.45","66812","13624.38","13968.98","11054.59","14129.41","14818.16"
"M570.3137T271.8","570.3137","271.77069","24851.29","18109.89","7379.03","27918.66","16199.05","3077.485","2056.063","2905.961","2670.534","17361.13","13798.11","17255.99","16478.52","16842.8","3088.579","3098.999","1806.255","3924.878","3152.561"
"M570.3428T281.5","570.3428","281.50437","1875.084","1352.038","1054.762","2595.172","1521.633","221.6211","211.9418","316.316","331.6647","34360.43","36339.03","38653.24","32624.92","36042.98","11773.79","13442","2846.112","14033.29","11108.54"
"M570.5863T201.9","570.5863","201.89229","4927.793","8128.833","7122.875","5409.064","7863.618","3570.124","2365.437","2784.486","2383.977","4635.614","3519.129","3501.593","3215.079","4290.676","511.6387","902.46","291.0113","839.1552","604.4601"
"M571.1509T176.4","571.1509","176.3781","2902.301","3785.329","2115.688","4345.412","4586.414","2415.599","1938.353","1937.989","1635.151","1593.64","676.9793","1774.895","2419.897","771.594","615.3989","495.8071","1450.386","453.4688","649.2072"
"M571.3438T281.4","571.3438","281.44282","2502.225","915.2771","663.1037","2493.297","818.4884","368.1972","151.8855","201.8539","261.3095","10899.82","12205","15097.12","17345.59","12994.72","4911.349","5328.533","1074.168","6021.752","4178.746"
"M571.3366T353.4","571.3366","353.44523","6472.224","3547.935","2902.888","8559.701","4439.388","915.0699","833.5973","1001.944","1060.184","319291","172973.5","193968.2","274545.4","205614.6","25271","26216.27","6318.247","46194.19","19866.32"
"M571.8085T340.6","571.8085","340.62985","583.4975","509.2544","410.1015","648.5405","351.4477","148.537","101.4393","58.39909","97.13315","18223.71","20460.96","19986.61","17005.33","21606.72","1679.296","2636.072","547.1552","4090.774","1707.799"
"M572.3315T211.3","572.3315","211.31308","1802.658","1846.106","888.6537","2481.452","1798.98","388.579","144.5287","261.5424","240.8592","18903.07","17909.53","13908.94","19177.35","11101.49","6016.352","4780.944","1334.655","7257.212","4399.269"
"M573.2463T304.6","573.2463","304.60051","2213.709","1591.853","1070.749","3053.462","1456.34","410.4415","1049.462","778.8378","338.9376","18109.29","31198.9","30079.81","21968.88","32947.36","1025.306","2626.437","1076.021","4574.711","2787.999"
"M573.2816T219","573.2816","219.02088","5922.071","10649.05","4386.635","6080.396","5862.559","1663.374","787.7006","1192.129","1053.383","53449.13","69314.69","79562","73770.25","136522.8","19813.77","35083.34","2857.506","40484.84","26396.86"
"M573.3191T199.4","573.3191","199.44469","3627.798","3525.611","2629.006","4618.317","4426.762","426.8279","404.1349","789.3613","704.8166","83654.24","77982.19","84221.61","91285.8","74332.22","25514.56","23753.15","5970.992","33875.13","21778.57"
"M573.326T42.9","573.326","42.88993","522.5885","355.1834","395.6601","827.6045","530.3686","75.74815","107.8065","77.41662","63.06785","3831.88","5280.942","5426.453","5133.938","4753.624","791.3705","824.0652","328.6096","1780.767","1055.721"
"M573.4318T982.9","573.4318","982.91039","2372.878","4033.228","4597.385","2284.958","2399.583","170.3008","208.0341","266.9538","424.7502","16832.81","8448.851","14136.99","15818.73","15004.57","1301.243","1302.821","737.9213","1474.56","836.288"
"M573.6149T219.2","573.6149","219.15962","1678.156","2177.806","1831.475","2147.43","2272.897","593.0738","417.1875","593.4075","451.5638","34598.01","49166.92","60216.19","56272.43","106379.1","14357.96","28100.91","1537.523","31894.45","21392.73"
"M573.9491T219","573.9491","218.99083","1379.468","1848.387","1081.821","1273.324","1476.039","493.6645","346.0785","333.7565","321.7161","16007.32","24932.97","29620.58","29652.88","55546.47","7474.795","14726.89","749.6025","17376.03","10183.22"
"M574.2616T238.5","574.2616","238.50382","3632.944","3867.338","2605.844","4989.631","4022.921","981.1147","902.3586","778.2613","664.4216","142869.9","228532.2","190385.1","195923.8","140321.6","111362.5","113638.1","15664.36","197346.1","79644.25"
"M575.2704T198.2","575.2704","198.24555","92048.06","127634.7","99618.58","119949.9","139084","30518.19","26614.67","31055.11","28276.45","44300.21","42310.03","8349.412","40250.93","41420.12","3180.637","8183.5","2947.69","11830.79","7600.668"
"M575.3737T38","575.3737","38.04202","4947.313","2768.749","2386.634","6298.898","4604.812","1256.304","2771.696","2405.407","2151.138","12034.41","19120.73","17348.35","17546.82","13090.48","2496.272","3879.295","1961.287","6092.769","7604.017"
"M575.5787T201.7","575.5787","201.67411","8974.081","17088.19","14773.24","13557.69","18011.08","8909.487","5672.43","7541.929","6329","5188.013","5054.161","4431.638","4711.057","6123.568","504.6506","718.5148","435.4459","917.4787","896.538"
"M575.7733T201.1","575.7733","201.08824","125877.7","179158.4","85101.66","179153.5","205604.6","17838.96","16336.39","43996.06","18796.65","35004.93","29189.56","32878.17","34166.92","34276.26","3057.364","3756.536","2833.497","5242.532","4387.926"
"M576.2711T202.6","576.2711","202.59395","64212.43","96283.54","81037.26","90715.82","103755.8","22285.96","20881.35","24418.64","20591.5","61643.11","59631.75","60110.67","59187.83","53335.91","8645.54","10245.99","3717.612","14870.23","9181.182"
"M576.391T409.9","576.391","409.92084","21361.37","4649.02","6585.945","30206.71","4987.022","6893.612","4149.252","6457.358","10046.1","11493.14","13927.2","14091.36","55189.19","16279.55","6457.729","8464.222","7420.805","6607.916","7763.752"
"M576.3743T37.8","576.3743","37.75513","1500.144","1004.999","851.0928","1088.521","1308.673","289.3706","898.739","578.411","670.17","3578.222","3448.523","3165.29","5145.723","4305.032","716.7855","1191.193","685.0558","2078.611","1834.873"
"M576.6028T258.3","576.6028","258.33232","2962.043","5771.148","5160.202","4217.84","5557.655","1063.232","1051.294","1402.757","948.7956","4249.325","3209.687","3397.004","2723.134","8051.796","401.4652","578.3368","129.1311","1132.041","441.8771"
"M576.9347T258.7","576.9347","258.6706","1841.294","5092.314","4507.568","3227.314","6648.406","1315.976","660.2564","1365.5","1219.707","964.392","214.4419","297.1453","111.6222","311.9824","208.919","274.6201","138.4765","276.3288","58.07013"
"M577.3928T409.9","577.3928","409.92315","5590.283","1073.838","1699.808","7866.202","1361.545","2124.193","1201.911","1476.685","2493.839","1298.412","5000.699","4301.187","16001.14","4571.1","2007.233","2379.898","2450.286","1864.49","2168.734"
"M578.7924T226.7","578.7924","226.69829","1958.592","2300.536","1441.349","1952.114","2651.636","385.462","444.5328","431.4885","459.1865","29952.08","32861.79","30929.55","29510.65","31177.84","3975.098","5846.847","737.358","9802.91","4744.353"
"M579.1683T282.5","579.1683","282.46451","1732.32","5493.199","4140.876","9585.67","9093.385","3115.29","4430.379","3491.417","2781.223","912.8905","1392.512","1861.552","2975.336","2099.568","7769.42","7053.393","3958.866","5835.872","6031.576"
"M580.2691T217.6","580.2691","217.63342","14791.62","24423.5","20053.27","22676.51","23303.46","5749.339","4435.05","5513.924","4954.407","36654.86","43246.39","46375.26","42439.65","35894.44","4876.087","5641.233","1530.047","8145.169","4624.44"
"M580.7623T233.4","580.7623","233.41374","29578.51","51799.89","41198.18","47190.69","57843.82","10764.19","9381.699","10894.89","9473.858","14254.47","15366.11","14525.67","14646.74","13693.65","2690.561","3751.146","706.536","2616.903","2786.382"
"M581.2635T233.1","581.2635","233.13666","30528.1","33945.18","27468.65","38034.59","38987.73","6595.811","5657.148","7547.121","6210.284","31886.18","32063.77","34479.03","34307.36","30769.41","6118.089","6911","1506.058","9393.438","5427.068"
"M581.2805T163","581.2805","163.03057","1131.548","871.1736","652.284","841.4936","692.0821","225.2579","209.6022","210.9081","81.09845","107936.2","111127.1","107334.7","87711.64","86398.55","5057.891","9594.747","470.205","18275.02","6326.742"
"M581.3461T409.7","581.3461","409.74443","140600.1","35227.73","45192.6","204028.6","32663.61","15507.98","6980.381","11180.05","15558.55","81409.87","48797.14","57361.87","168365.1","60402.39","24602.36","20235.99","9891.865","15825.58","12813.91"
"M581.7653T233.5","581.7653","233.49494","6434.085","11263.14","9354.591","10945.4","12757.11","2921.608","2448.798","2531.851","2707.526","12982.95","12964.72","11797.77","11645.97","11970.36","2197.698","2430.785","720.2574","3218.574","2082.194"
"M581.7827T163.3","581.7827","163.27357","852.2793","930.8631","566.275","1128.58","835.1358","179.2176","156.1896","188.2285","182.8634","60617.52","60193.93","58705.45","48535.7","46306.46","2831.872","5058.739","397.1213","9414.658","3596.451"
"M581.9238T258.3","581.9238","258.32974","4322.991","8669.412","7335.498","5698.909","10403.59","2517.785","1887.038","2825.438","2489.402","258.3482","0","0","0","184.8109","297.3445","171.5568","78.76772","297.0272","167.1937"
"M582.2957T232.9","582.2957","232.93294","7196.885","6387.829","5235.206","8845.678","7084.057","1120.632","1093.6","1352.233","993.9374","106341.8","145581.7","152726.8","113450","288938.9","9420.278","25409.05","2194.998","37428.93","22693.91"
"M582.3132T173.3","582.3132","173.34261","1084.435","1831.136","1163.104","2277.618","1534.946","128.0768","75.075","156.5209","174.174","8127.869","5617.949","7445.376","5503.229","5531.904","3141.348","1850.043","611.8224","2832.061","2343.294"
"M582.3472T409.8","582.3472","409.81051","41129.16","10885.08","14153.28","62113.59","10239.01","4668.177","2023.774","3285.922","4487.533","21537.21","9752.379","14389.57","47972.77","16287.08","6780.494","6041.939","2682.521","3649.573","3826.55"
"M582.6304T232.6","582.6304","232.57188","857.2895","693.2543","775.1729","670.1157","754.596","125.4787","319.0363","219.9215","234.2047","76513.34","112931.6","123595.5","83612.23","239271","6180.779","19515.4","1068.704","29122.65","16728.07"
"M582.8564T559.8","582.8564","559.84524","1531.847","15966.03","5419.485","7965.879","14914.99","5114.457","7513.273","4785.213","3184.179","17674.17","7842.184","8312.139","9657.277","10642.85","5113.295","4425.542","3674.591","1622.255","3456.131"
"M582.9641T232.9","582.9641","232.90474","460.6835","309.6873","550.1771","344.6695","430.764","95.7719","141.1551","73.74218","96.41762","39179.83","56689.92","64409.02","43902.46","121815.4","3102.004","10081.25","469.4807","14200.56","9375.502"
"M582.9812T26.8","582.9812","26.81985","20.91231","23.59832","39.11274","63.73747","16.85876","0","12.01557","0","23.36437","2727.181","9008.55","6134.984","12618.52","7049.654","298.7331","2251.898","1229.802","3401.889","2927.763"
"M583.3581T559.9","583.3581","559.92052","1717.697","11831.08","4616.141","6469.215","10831.93","3805.418","5104.915","3631.686","2266.556","10283.25","5919.013","6785.797","8919.682","7749.435","3593.121","3388.288","2709.473","1061.166","2867.636"
"M583.859T559.8","583.859","559.76715","534.8724","4507.998","1265.033","2615.582","3660.296","1711.136","2321.182","1378.123","957.8625","5473.901","3001.336","1786.606","2802.17","3133.722","1353.865","1201.5","790.4761","452.1183","1011.048"
"M584.3014T183.4","584.3014","183.43002","44505.17","68339.53","50853.79","70008.61","77417.7","15083.99","14128.52","17446","15928.87","49417.21","43168.77","45081.76","47258.3","45806.58","1687.819","6049.653","3774.379","7290.5","5757.134"
"M585.2658T232.3","585.2658","232.25717","5710.415","4182.577","3859.35","7137.922","4918.799","827.9407","653.3724","1037.295","810.9214","129838.7","151370.3","146309.2","145525.3","170006.9","18480.47","26053.52","5534.348","39654.49","17780.32"
"M585.2842T202.8","585.2842","202.79878","13431.71","17902.2","12593.54","19509.77","21438.8","4465.841","4022.764","4386.168","4683.345","31123.18","27293.74","27649.19","28719.88","25031.63","4973.557","5303.614","2953.092","6619.931","5594.267"
"M585.3018T182.6","585.3018","182.63379","12936.09","23475.37","17562.53","27626.8","28263.57","5255.362","5198.264","5195.178","4777.67","7667.908","29277.27","28826.12","28403.5","24615.69","4374.461","4214.595","1889.663","6331.356","4363.501"
"M586.269T197.9","586.269","197.94962","30149.42","44913.24","35239.69","35925.31","40550.16","12158.36","10680.97","12816.37","9767.638","30091.99","27477.79","26029.73","26658.48","21753","5380.017","6067.165","2042.769","7825.982","5334.63"
"M586.3157T209.5","586.3157","209.51909","31355.41","53347.71","43009.35","54666.83","60288.75","12471.3","11546.93","12766.65","11789.02","47420.44","48118.2","49430.2","67772.83","42884.36","3806.762","5135.901","2220.239","7232.714","5036.113"
"M586.7634T202.4","586.7634","202.35482","40150.68","61625.94","50231.03","25665.41","58464.2","2674.471","14691.8","8134.605","6460.594","18336.53","17934.91","17035.47","16870.49","15509.99","2596.787","3115.174","1317.702","4360.545","2732.967"
"M586.8318T333.9","586.8318","333.91248","519.1707","337.9345","228.008","668.5003","422.8846","96.0768","92.41511","69.07886","74.7392","12918.53","15690.49","15921.46","10802.71","19562.09","1603.301","2594.111","192.2523","3729.764","1218.49"
"M587.316T210.2","587.316","210.17278","9590.41","10701.76","9970.379","15838.94","13463.47","3430.616","3653.41","3247.559","3891.826","27462.93","22686.14","22048.44","22646.04","41606.26","2775.218","3546.298","1268.351","5584.825","3144.533"
"M587.3404T186.8","587.3404","186.83647","2030.956","1820.543","1683.367","2856.6","2635.555","377.6969","239.5248","442.9043","379.2422","23343.25","22072.67","30054.52","33369.65","32520.3","1663.663","3571.234","563.9571","8549.34","3323.984"
"M588.3177T210.4","588.3177","210.35148","3084.064","2623.253","2280.796","4751.449","3805.161","1045.611","607.572","920.4024","735.9408","20481.45","18710.15","17417.48","16189.2","15580.21","2492.449","3235.929","636.4613","4691.228","2525.352"
"M588.4038T283.8","588.4038","283.79904","1557.9","1335.388","1563.491","571.2168","1638.873","1219.9","1615.416","999.4656","1425.627","0","0","0","0","0","129.8287","114.1682","1111.421","0","770.4556"
"M589.2915T247.5","589.2915","247.47967","5917.416","9582.427","7683.658","13713.36","13391.94","2134.752","1877.674","2220.014","1428.897","15622.89","19774.44","17996.61","17576.89","15846","2771.958","3115.05","914.8135","4564.879","3028.324"
"M589.7946T247.5","589.7946","247.47967","3789.738","6497.06","4942.927","4293.067","7550.455","1408.264","689.9646","1196.57","1102.511","12026.87","10372.09","9278.774","10583.85","8897.081","984.6832","1191.147","314.2769","1925.659","1408.483"
"M590.2995T269.7","590.2995","269.70428","1911.29","6769.343","5153.607","5794.884","6993.216","834.6746","644.4712","1249.332","955.6882","19289.28","20160.58","21065.22","19941.1","18155.93","3879.131","4293.026","918.48","7782.113","3704.628"
"M591.2371T320.1","591.2371","320.05175","0","680.9279","567.1358","0","360.3218","175.5597","168.2444","135.4195","117.8378","5745.284","12347","5800.91","11993.19","9379.723","5438.223","3128.374","2280.783","2568.903","5192.106"
"M591.3254T179.9","591.3254","179.91145","3065.265","3077.708","2544.163","3719.316","3388.649","320.496","355.5503","214.1391","311.2955","43639.23","36178.74","31767.47","32795.73","22698.28","5230.071","5983.093","1494.227","9114.045","4516.639"
"M591.3527T280","591.3527","280.02715","11189.62","8128.03","2896.826","13946.59","9648.947","1903.413","1316.192","1671.289","1855.884","7285.608","12603.35","9469.404","7295.048","6082.414","3075.932","3028.567","1469.501","4202.542","1755.367"
"M591.7543T233.4","591.7543","233.4086","10039.81","18694.02","14950.14","13116.85","21122.54","5154.101","3734.058","4604.59","4000.152","9569.431","7658.435","6640.144","7740.606","7030.04","1534.778","1659.494","709.1452","2361.207","1547.015"
"M591.7619T217.7","591.7619","217.73236","4236.172","6540.1","5025.174","4993.702","5830.888","2183.604","1548.175","1935.258","1760.198","10056.8","9176.898","8340.698","9317.543","7911.885","1320.08","1520.329","466.7736","2571.015","1594.991"
"M592.1638T244.2","592.1638","244.19697","6016.163","10717.74","11125.22","12301.89","12513.22","6771.889","8314.911","7139.013","5073.241","14515.28","19502.27","16684.12","17287.92","16379.08","15653.02","9943.556","11274.81","7705.878","15177.4"
"M592.2102T27.3","592.2102","27.30283","8547.355","6331.095","5926.68","9886.88","5497.325","218.2983","348.7539","435.8589","382.1275","5053.296","2641.923","1749.757","4108.38","3007.914","1771.029","987.0905","413.8989","631.3458","693.9217"
"M592.271T181.1","592.271","181.08004","15194.29","21165.18","17882.65","25618.88","26047.99","4636.935","4849.229","5252.55","4635.113","159374.5","164763.4","158449.2","168874.2","162801.9","10909.51","13108.03","10308.54","12603.43","12594.59"
"M592.7934T287.4","592.7934","287.40663","542.7358","787.362","534.7992","875.7377","523.6716","103.8196","79.08097","83.79008","160.8675","14768.35","13499.3","21914.1","17572.8","19652.9","6750.995","7418.597","216.2376","12031.6","8068.21"
"M592.9546T261.7","592.9546","261.7202","4265.018","9783.96","6290.254","6835.381","7450.369","724.2375","876.124","1168.095","542.6354","5050.927","4299.912","5114.013","4653.004","5346.012","395.0917","395.4254","231.9521","906.4337","628.5894"
