"","mz","rt","","","","","","","",""
"group","mz","rt","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:Yes","Cell line:T24S | Treatment:Yes","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:Yes","Cell line:T24R | Treatment:Yes"
"M817.5T221.4","817.5","221.4","14590.7","14140.5","22373.1","21459","14630.8","12089.6","18885.3","18281.6"
"M847.65T444","847.65","444","19424.7","35273.8","21940.6","21774.3","11675.7","11291.1","12234.9","12938.3"
"M841.5T218.4","841.5","218.4","6308.3","5721","12250.8","11093.9","8770.1","6556.8","13864.3","13962.3"
"M865.5T213.6","865.5","213.6","43489.8","37452.3","55051.1","53446.5","77202.3","60883.2","91780","93075.4"
"M875.59T345","875.59","345","3277.8","3658.4","2163.5","3086.1","4333.7","5084.3","4030.1","4312.4"
"M929.63T393.6","929.63","393.6","4036.9","3967.4","4198.9","2226.8","1489","2997.1","4381.1","2777"
"M861.55T285","861.55","285","30201","32598.1","37433.9","35084.3","42444","38675.6","47985.6","47127.2"
"M859.53T262.2","859.53","262.2","12933.4","12303.2","14168.1","13745.9","21409.7","20968","22825.9","22636.8"
"M891.6T351","891.6","351","541.9","680.6","1057.8","411.8","735.6","671.2","1456.4","497.5"
"M889.58T325.2","889.58","325.2","13442.7","14658.5","12502.6","14386.4","24473.9","14768.4","13211.4","13491.4"
"M887.57T301.2","887.57","301.2","155540.9","119173.8","136987.8","113786.9","98022.2","85348.8","89034.3","75382.7"
"M883.53T256.8","883.53","256.8","137653","141349.8","150281.6","153928.7","145732.1","150730.6","159428","156772.9"
"M903.6T342","903.6","342","1193.8","570.3","660.3","423.4","1055.2","966.2","970.5","438.5"
"M901.58T318.6","901.58","318.6","13108.4","12330.8","12614.2","11813","11943.3","11712","11608.1","10648.5"
"M897.55T271.8","897.55","271.8","5517.5","5712.5","6379.9","6517.9","6847.4","6970.5","7575.6","7273.3"
"M917.61T360.6","917.61","360.6","751.3","730","656.6","601.1","1194.7","831.7","697.2","727.8"
"M915.59T308.4","915.59","308.4","115505.7","125805.4","105082.6","107421.7","107727","130497.4","115053.5","138391.7"
"M915.6T337.2","915.6","337.2","926.3","2005.5","1316.9","3472","5151.7","2107.5","2034.2","2398.6"
"M913.58T309","913.58","309","691454.1","825642.4","629684.1","717901.3","732158.4","925057.7","805936.9","827406.9"
"M911.56T286.8","911.56","286.8","63471.3","59468.6","69451.6","62512.8","68409.3","69321.9","72801.5","69353.2"
"M909.55T259.2","909.55","259.2","5372.3","5247.7","5803.5","5480","6847.4","8165.3","7865.7","7686.4"
"M909.55T277.2","909.55","277.2","17979.3","17813.2","18235.1","18640.8","20430.6","24595.7","22507.2","23427.1"
"M907.53T249.6","907.53","249.6","4358.9","4255.4","4916.4","4437.6","6762.4","7326.4","7666.3","7288.3"
"M706.5T279","706.5","279","10268.8","13370.6","8011.3","10459.7","8937.5","11119","6735.2","7255.9"
"M762.56T361.2","762.56","361.2","37790.2","40707.7","33103.2","34760.1","36030.3","41147.7","29829.7","29877.7"
"M788.58T370.8","788.58","370.8",NA,"2518.8",NA,"1671.2","3141.5","2783","2545.1","1898.7"
"M796.55T352.2","796.55","352.2","8067.7","8880.5","8771.3","8462.5","9413.1","11026.4","9806.7","5776.1"
"M816.61T409.2","816.61","409.2","10541.5","12556","10706.1","12720.5","4461.8","3068","3732.9","2789.7"
"M830.63T422.4","830.63","422.4","19440.5","24038","20177.3","23461.6","20218.8","22692.2","18130.8","18754.8"
"M830.63T413.4","830.63","413.4","2230.9","2168.1","1809.4","1803.4","2496",NA,"2146.4",NA
"M824.58T394.2","824.58","394.2","4897.3","4238.3","4470.9","4218.7","5151.7","1876.1","4641.3","4526.4"
"M822.59T353.4","822.59","353.4","3315.6","3167","2894.9","3196.9","3431.9","3005.8","3201.7","3149.5"
"M860.67T501.6","860.67","501.6","7832.9","8333.9","6449.1","7062.8","6985.6","8511","7301","6810.5"
"M858.66T460.8","858.66","460.8","10217.7","3489.3","9146.6","10287.3","10264.1","11625.3","9319.7","9994.7"
"M850.58T394.8","850.58","394.8",NA,NA,NA,NA,NA,"1067.5","1025.4",NA
"M874.69T518.4","874.69","518.4","7346.4","8580.1","6035.9","6529.5","8590","10149.9","7815.6","8325.1"
"M646.48T335.4","646.48","335.4","1897.5","3150.9","1592.7","1546.2","2392","1611.4","2123.7","2022.5"
"M674.51T377.4","674.51","377.4","11576","10792.9","9265.6","9744.3","11930.6","11982.5","11590.2","11778.9"
"M672.5T340.8","672.5","340.8","7676.3","7895.7","2787","2454.6","6953.9","3057.8","2296.8","5726.3"
"M672.5T347.4","672.5","347.4","7577.7","7753.2","6091.3","6896.6","7192.4","4407.4","6230.2","6081.5"
"M686.51T359.4","686.51","359.4","8747.8","9052.5","7565.9","7542.4","6758.6","7673.5","6987.1","6722.5"
"M702.55T419.4","702.55","419.4","17563.2","16527.2","16044.8","16756.1","15207.9","16560.6","17012.3","17433.5"
"M696.5T332.4","696.5","332.4","1441","1464.7","1534.6","1010.2","1187.1","1203.5","1292.8","657.2"
"M714.54T396","714.54","396","2436.8","2248.9","2240.1","2162.5","1495.3","972","1316.7","1394.3"
"M730.58T459.6","730.58","459.6","6178.1","5469.1","5833.1","2884.2","6616.6","6284.9","7052.7","4968.4"
"M726.54T385.2","726.54","385.2","7015.6","6029","6427","4300","4291.8","17098.7","4499.3","5422"
"M724.53T350.4","724.53","350.4","28939.5","28218.3","11511.2","10028.3","29290.7","29055.2","26206.6","25413.7"
"M724.53T355.8","724.53","355.8","22932.9","23379.3","19146.3","18527.4","10593.9","14561.6","10388.1","11078.9"
"M724.53T372","724.53","372","3068.4","2744.1","3070.1","3347.8","4451.6","1865.9","2034.2","1688.2"
"M722.51T348.6","722.51","348.6","222441.3","206972.8","183737.1","197366.5","129153.2","116959.9","131705.3","125432.6"
"M720.5T307.8","720.5","307.8","187061.5","148571.6","157954.5","121792.9","136841.5","129801.6","129573.2","117727.7"
"M756.59T461.4","756.59","461.4","13600.2","14100.6","12577.3","11930.9","8293.2","8775.7","8528.2","8275.3"
"M754.57T410.4","754.57","410.4","1266.8",NA,"1451.6","1511.3","1523.2",NA,"1541.1",NA
"M754.57T428.4","754.57","428.4","6620.6","6590.7","5799.9","5994.5","1519.4","1973","2257.4","889.8"
"M752.56T412.8","752.56","412.8","1923","2022.7","1933","1862.4","1393.8","2071.3","1091.1","1158.2"
"M750.54T371.4","750.54","371.4","252354.7","245520.1","238629.6","243969","242793","238129","262452","272811.3"
"M748.53T355.2","748.53","355.2","194774.7","197479.3","178847.5","173412.7","107016.8","98557.9","97643.7","113807.6"
"M784.62T498.6","784.62","498.6","6742","6227.6","6826.3","6127.6","5925.4","5425.7","6044","5284.3"
"M782.61T465.6","782.61","465.6","3985.9","4035.8","2012.3","1618.5","1240.4","2489.4","1813.3","2199.6"
"M780.59T442.2","780.59","442.2","1646.8","1721.3","2060.2","1462.2","1250.5","1288.8","4073.1","1548.2"
"M778.58T404.4","778.58","404.4","21595.8","23136.9","40837.8","22175.3","26695.9","24854.6","24245.3","25226.3"
"M778.58T411.6","778.58","411.6","109887","109319.1","109034.3","111718.2","92011.9","97630.7","101029.2","108553.4"
"M778.57T449.4","778.57","449.4","9304.6","6072.7","10189.6","7073.5","8474.6","2285.4","7610.2","4025.4"
"M776.56T372.6","776.56","372.6","40991.4","36931.4","42962.6","62314.5","82865.1","78168.5","88787.2","93508.1"
"M776.56T396.6","776.56","396.6","17247.4","10704.5","11910.5","16715","5487.8","4285.9","6476.2","4299.6"
"M774.54T348","774.54","348","120100.4","114615.3","117742.9","116894.4","190735.5","183122.7","197805.1","204111.8"
"M774.55T356.4","774.55","356.4","16519","17832.2","18703.6","16674.8","22145.3","25206.1","23786.9","23631.9"
"M806.6T444.6","806.6","444.6","14078.7","13236.6","3114.3","13324.3","16351.8","15951.6","16733","14623"
"M804.6T423.6","804.6","423.6","18479.9","18685.8","17995.3","18639","14394.9","14169.6","14277.4","7188.8"
"M802.57T396","802.57","396","6406","6262.8","5775.9","5822.1","4294.4","3707.3","4055.2","4334.4"
"M762.53T277.8","762.53","277.8","33336.3","32618.1","31803.8","28068","43125.1","45669.3","42145.7","37396.3"
"M814.55T307.8","814.55","307.8","11995.6","14240.3","11199.5","14216.7","12681.5","7287.3","13066.9","14488.8"
"M832.6T373.2","832.6","373.2","22323.3","21308.2","20997.2","19539.4","21522.6","22152.6","21012.6","20598"
"M828.57T325.8","828.57","325.8","7322.6","6045.1","6565.3","5497.8","7319.2","6377.5","6289.9","5655.7"
"M844.61T356.4","844.61","356.4","123092.2","114334.9","113556.9","106081.9","109559.7","107132.6","105587","105540.4"
"M842.58T346.2","842.58","346.2","1828","2266","1719.9","1759.7","13920.6","15542.3","14961.4","13932.2"
"M838.56T280.8","838.56","280.8","7952.5","6047","8597.9","6904.7","11486.7","9701.5","10733.1","9101.5"
"M858.62T376.2","858.62","376.2","6481.6","2073","6008.3","2081.2","7108.7","6765.1","3045.3","6309.5"
"M874.65T434.4","874.65","434.4","6330.3","6276.1","6327.4","5964.1","3324.1","2618.1","7057.5","7184.2"
"M870.62T363.6","870.62","363.6","7472.2","6934.8","7123.2","6868.1","8919.8","8865.4","3171.8","8423.4"
"M868.61T344.4","868.61","344.4","10385.8","9891.8","11556.4","11331.5","15224.3","15513.4","16798.6","16805.2"
"M864.57T291","864.57","291","4829.6","4575.7","5746.4","5581.8","6612.8","2297","7629.3","7500.1"
"M900.67T435","900.67","435","1236","1035.1","778.4","1304.1","1377.3","1873.2","1350.1","2138.3"
"M898.65T403.2","898.65","403.2","538.4","518","533","673.5","915.7","1006.7","724.6","983.5"
"M894.62T345.6","894.62","345.6","4057.2","3993","4608.3","4260.7","7514.5","8003.3","8084.2","8144.6"
"M892.6T321","892.6","321","4088","3987.3","4486.6","4509","6030.6","5628.2","6679.1","6693.6"
"M890.58T324.6","890.58","324.6","7430.8","4125.1","6569","7178.9","13381.5","5114.7","7270","4870.1"
"M884.54T256.2","884.54","256.2","65834.2","70680.6","59359.8","55032","73355.6","76836.3","61183.8","79290.1"
"M831.66T430.8","831.66","430.8","5019.6","4416.9","4397.2","3788.2","5584.2","5056.8","6121.6","5388.4"
"M859.69T451.8","859.69","451.8","5822.7","2116.7","6191.8","6062.4","9881.1","9668.2","10369","9384.9"
"M859.69T471.6","859.69","471.6","9432.2","2260.3","8944.6","2008.9","9177.2","3092.5","9043.9","8481.3"
"M857.67T428.4","857.67","428.4","7203.9","5269.5","7079.9","5680.1","14420.3","12778.1","13409.5","12004.5"
